n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.925,0.898,0.952,0.923,0.851,0.925,0.891,0.655,0.952,0.716,0.657,0.803,0.849,0.545,0.929,0.6,0.512,0.737
200,None,0.5,0.91,0.873,0.946,0.904,0.823,0.91,0.864,0.691,0.91,0.682,0.6,0.8,0.925,0.727,0.976,0.8,0.76,0.852
200,None,0.75,0.913,0.891,0.934,0.909,0.828,0.913,0.849,0.655,0.9,0.653,0.564,0.777,0.925,0.727,0.976,0.8,0.76,0.852
200,None,None,0.904,0.88,0.928,0.9,0.81,0.904,0.842,0.691,0.881,0.653,0.558,0.786,0.887,0.636,0.952,0.7,0.636,0.794
400,None,0.25,0.931,0.916,0.946,0.93,0.862,0.931,0.887,0.655,0.948,0.708,0.643,0.801,0.887,0.636,0.952,0.7,0.636,0.794
400,None,0.5,0.913,0.879,0.946,0.909,0.828,0.913,0.879,0.709,0.924,0.713,0.641,0.816,0.925,0.727,0.976,0.8,0.76,0.852
400,None,0.75,0.901,0.867,0.934,0.896,0.805,0.9,0.853,0.673,0.9,0.659,0.569,0.786,0.906,0.636,0.976,0.737,0.694,0.806
400,None,None,0.901,0.88,0.922,0.897,0.803,0.901,0.838,0.691,0.876,0.643,0.544,0.784,0.887,0.636,0.952,0.7,0.636,0.794
600,None,0.25,0.922,0.898,0.946,0.92,0.845,0.922,0.894,0.655,0.957,0.721,0.662,0.806,0.887,0.636,0.952,0.7,0.636,0.794
600,None,0.5,0.91,0.879,0.94,0.906,0.821,0.91,0.883,0.709,0.929,0.718,0.65,0.819,0.925,0.727,0.976,0.8,0.76,0.852
600,None,0.75,0.904,0.873,0.934,0.899,0.811,0.903,0.853,0.673,0.9,0.66,0.57,0.786,0.887,0.636,0.952,0.7,0.636,0.794
600,None,None,0.901,0.867,0.934,0.895,0.806,0.901,0.845,0.709,0.881,0.665,0.571,0.795,0.906,0.636,0.976,0.737,0.694,0.806
800,None,0.25,0.919,0.891,0.946,0.916,0.839,0.919,0.887,0.655,0.948,0.708,0.643,0.801,0.943,0.818,0.976,0.857,0.823,0.897
800,None,0.5,0.913,0.879,0.946,0.909,0.828,0.913,0.883,0.709,0.929,0.718,0.65,0.819,0.906,0.727,0.952,0.762,0.704,0.84
800,None,0.75,0.91,0.891,0.928,0.906,0.822,0.91,0.86,0.691,0.905,0.676,0.59,0.798,0.906,0.636,0.976,0.737,0.694,0.806
800,None,None,0.904,0.879,0.928,0.899,0.811,0.903,0.845,0.709,0.881,0.661,0.566,0.795,0.925,0.727,0.976,0.8,0.76,0.852
1000,None,0.25,0.919,0.885,0.952,0.915,0.84,0.919,0.887,0.636,0.952,0.7,0.638,0.794,0.906,0.636,0.976,0.737,0.694,0.806
1000,None,0.5,0.913,0.879,0.946,0.909,0.828,0.913,0.883,0.691,0.933,0.71,0.639,0.812,0.906,0.636,0.976,0.737,0.694,0.806
1000,None,0.75,0.904,0.879,0.928,0.9,0.81,0.903,0.86,0.673,0.91,0.669,0.583,0.791,0.906,0.636,0.976,0.737,0.694,0.806
1000,None,None,0.904,0.879,0.928,0.899,0.81,0.904,0.842,0.691,0.881,0.649,0.552,0.786,0.925,0.727,0.976,0.8,0.76,0.852
