n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.907,0.904,0.91,0.906,0.814,0.907,0.879,0.618,0.948,0.68,0.613,0.783,0.868,0.636,0.929,0.667,0.586,0.782
200,None,0.5,0.898,0.898,0.898,0.898,0.796,0.898,0.838,0.655,0.886,0.628,0.526,0.77,0.83,0.545,0.905,0.571,0.467,0.725
200,None,0.75,0.871,0.886,0.855,0.873,0.742,0.87,0.815,0.636,0.862,0.594,0.481,0.749,0.849,0.727,0.881,0.667,0.573,0.804
200,None,None,0.855,0.88,0.831,0.86,0.713,0.855,0.834,0.745,0.857,0.652,0.555,0.801,0.83,0.727,0.857,0.64,0.538,0.792
400,None,0.25,0.907,0.91,0.904,0.907,0.814,0.907,0.872,0.618,0.938,0.667,0.592,0.778,0.849,0.636,0.905,0.636,0.541,0.771
400,None,0.5,0.889,0.898,0.88,0.89,0.778,0.889,0.853,0.673,0.9,0.656,0.564,0.786,0.811,0.545,0.881,0.545,0.426,0.713
400,None,0.75,0.858,0.88,0.837,0.862,0.718,0.858,0.823,0.673,0.862,0.615,0.506,0.767,0.83,0.636,0.881,0.609,0.501,0.759
400,None,None,0.853,0.886,0.819,0.858,0.707,0.852,0.823,0.691,0.857,0.617,0.511,0.774,0.83,0.727,0.857,0.64,0.538,0.792
600,None,0.25,0.907,0.91,0.904,0.907,0.814,0.907,0.868,0.6,0.938,0.655,0.582,0.769,0.849,0.636,0.905,0.636,0.541,0.771
600,None,0.5,0.889,0.898,0.88,0.89,0.778,0.889,0.838,0.636,0.89,0.621,0.52,0.763,0.811,0.636,0.857,0.583,0.465,0.747
600,None,0.75,0.862,0.88,0.843,0.865,0.725,0.861,0.834,0.691,0.871,0.638,0.536,0.781,0.83,0.636,0.881,0.609,0.501,0.759
600,None,None,0.85,0.88,0.819,0.855,0.701,0.849,0.826,0.727,0.852,0.635,0.534,0.79,0.849,0.727,0.881,0.667,0.573,0.804
800,None,0.25,0.904,0.904,0.904,0.904,0.808,0.904,0.86,0.6,0.929,0.643,0.563,0.764,0.868,0.636,0.929,0.667,0.586,0.782
800,None,0.5,0.883,0.892,0.874,0.884,0.766,0.883,0.842,0.673,0.886,0.639,0.539,0.779,0.792,0.545,0.857,0.522,0.39,0.701
800,None,0.75,0.862,0.88,0.843,0.864,0.724,0.861,0.838,0.691,0.876,0.641,0.542,0.784,0.849,0.727,0.881,0.667,0.573,0.804
800,None,None,0.853,0.88,0.825,0.858,0.707,0.852,0.83,0.709,0.862,0.635,0.532,0.785,0.849,0.727,0.881,0.667,0.573,0.804
1000,None,0.25,0.901,0.904,0.898,0.901,0.802,0.901,0.86,0.582,0.933,0.636,0.559,0.758,0.868,0.636,0.929,0.667,0.586,0.782
1000,None,0.5,0.883,0.892,0.874,0.884,0.766,0.883,0.842,0.636,0.895,0.628,0.531,0.766,0.811,0.636,0.857,0.583,0.465,0.747
1000,None,0.75,0.865,0.88,0.849,0.867,0.73,0.865,0.842,0.691,0.881,0.647,0.549,0.786,0.868,0.818,0.881,0.72,0.643,0.85
1000,None,None,0.85,0.88,0.819,0.855,0.701,0.849,0.834,0.727,0.862,0.645,0.546,0.795,0.868,0.818,0.881,0.72,0.643,0.85
