n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.928,0.934,0.922,0.928,0.856,0.928,0.875,0.6,0.948,0.666,0.599,0.774,0.906,0.727,0.952,0.762,0.704,0.84
200,None,0.5,0.916,0.91,0.922,0.915,0.832,0.916,0.857,0.655,0.91,0.656,0.568,0.782,0.906,0.727,0.952,0.762,0.704,0.84
200,None,0.75,0.907,0.891,0.922,0.905,0.814,0.907,0.849,0.673,0.895,0.647,0.557,0.784,0.868,0.727,0.905,0.696,0.612,0.816
200,None,None,0.895,0.873,0.916,0.892,0.791,0.895,0.819,0.673,0.857,0.611,0.5,0.765,0.868,0.636,0.929,0.667,0.586,0.782
400,None,0.25,0.928,0.934,0.922,0.928,0.856,0.928,0.875,0.636,0.938,0.678,0.605,0.787,0.887,0.727,0.929,0.727,0.656,0.828
400,None,0.5,0.91,0.916,0.904,0.91,0.82,0.91,0.864,0.673,0.914,0.674,0.593,0.794,0.887,0.636,0.952,0.7,0.636,0.794
400,None,0.75,0.907,0.891,0.922,0.905,0.814,0.907,0.849,0.691,0.89,0.657,0.565,0.791,0.887,0.727,0.929,0.727,0.656,0.828
400,None,None,0.898,0.886,0.91,0.895,0.797,0.898,0.826,0.673,0.867,0.623,0.517,0.77,0.849,0.636,0.905,0.636,0.541,0.771
600,None,0.25,0.931,0.934,0.928,0.931,0.863,0.931,0.872,0.655,0.929,0.676,0.599,0.792,0.906,0.727,0.952,0.762,0.704,0.84
600,None,0.5,0.913,0.91,0.916,0.912,0.826,0.913,0.864,0.691,0.91,0.677,0.593,0.8,0.906,0.727,0.952,0.762,0.704,0.84
600,None,0.75,0.907,0.891,0.922,0.905,0.814,0.907,0.849,0.691,0.89,0.657,0.565,0.791,0.887,0.727,0.929,0.727,0.656,0.828
600,None,None,0.895,0.886,0.904,0.893,0.79,0.895,0.834,0.691,0.871,0.637,0.536,0.781,0.868,0.727,0.905,0.696,0.612,0.816
800,None,0.25,0.937,0.934,0.94,0.937,0.875,0.937,0.879,0.655,0.938,0.691,0.619,0.796,0.906,0.727,0.952,0.762,0.704,0.84
800,None,0.5,0.919,0.928,0.91,0.919,0.838,0.919,0.868,0.691,0.914,0.684,0.603,0.803,0.906,0.727,0.952,0.762,0.704,0.84
800,None,0.75,0.91,0.898,0.922,0.908,0.821,0.91,0.849,0.691,0.89,0.657,0.566,0.791,0.887,0.727,0.929,0.727,0.656,0.828
800,None,None,0.898,0.886,0.91,0.896,0.796,0.898,0.834,0.691,0.871,0.636,0.537,0.781,0.887,0.727,0.929,0.727,0.656,0.828
1000,None,0.25,0.94,0.934,0.946,0.939,0.881,0.94,0.883,0.673,0.938,0.704,0.633,0.805,0.906,0.727,0.952,0.762,0.704,0.84
1000,None,0.5,0.919,0.922,0.916,0.919,0.838,0.919,0.857,0.691,0.9,0.666,0.577,0.795,0.906,0.727,0.952,0.762,0.704,0.84
1000,None,0.75,0.904,0.891,0.916,0.902,0.809,0.904,0.845,0.691,0.886,0.652,0.559,0.788,0.887,0.727,0.929,0.727,0.656,0.828
1000,None,None,0.895,0.886,0.904,0.894,0.79,0.895,0.83,0.691,0.867,0.631,0.53,0.779,0.887,0.727,0.929,0.727,0.656,0.828
