n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.886,0.886,0.886,0.885,0.773,0.886,0.823,0.4,0.933,0.483,0.394,0.667,0.774,0.182,0.929,0.25,0.153,0.555
200,None,0.5,0.873,0.873,0.874,0.872,0.749,0.874,0.804,0.4,0.91,0.455,0.346,0.655,0.811,0.273,0.952,0.375,0.312,0.613
200,None,0.75,0.861,0.88,0.843,0.862,0.727,0.861,0.785,0.455,0.871,0.468,0.335,0.663,0.774,0.364,0.881,0.4,0.264,0.622
200,None,None,0.852,0.855,0.85,0.851,0.71,0.852,0.789,0.436,0.881,0.464,0.337,0.659,0.792,0.455,0.881,0.476,0.348,0.668
400,None,0.25,0.898,0.873,0.922,0.894,0.799,0.898,0.815,0.4,0.924,0.468,0.372,0.662,0.792,0.182,0.952,0.267,0.206,0.567
400,None,0.5,0.867,0.861,0.873,0.865,0.737,0.867,0.804,0.4,0.91,0.456,0.347,0.655,0.774,0.364,0.881,0.4,0.264,0.622
400,None,0.75,0.861,0.873,0.849,0.86,0.727,0.861,0.804,0.455,0.895,0.487,0.371,0.675,0.792,0.364,0.905,0.421,0.304,0.634
400,None,None,0.855,0.861,0.85,0.854,0.715,0.856,0.785,0.436,0.876,0.456,0.325,0.656,0.811,0.455,0.905,0.5,0.388,0.68
600,None,0.25,0.885,0.867,0.904,0.882,0.774,0.886,0.819,0.382,0.933,0.462,0.373,0.658,0.811,0.273,0.952,0.375,0.312,0.613
600,None,0.5,0.873,0.867,0.88,0.871,0.751,0.873,0.804,0.418,0.905,0.471,0.36,0.661,0.774,0.273,0.905,0.333,0.213,0.589
600,None,0.75,0.855,0.856,0.856,0.854,0.714,0.856,0.785,0.4,0.886,0.432,0.305,0.643,0.792,0.455,0.881,0.476,0.348,0.668
600,None,None,0.852,0.85,0.856,0.85,0.709,0.853,0.789,0.418,0.886,0.45,0.324,0.652,0.811,0.455,0.905,0.5,0.388,0.68
800,None,0.25,0.879,0.861,0.898,0.875,0.763,0.88,0.819,0.382,0.933,0.462,0.373,0.658,0.811,0.364,0.929,0.444,0.35,0.646
800,None,0.5,0.87,0.861,0.88,0.867,0.743,0.87,0.804,0.418,0.905,0.471,0.36,0.661,0.83,0.455,0.929,0.526,0.434,0.692
800,None,0.75,0.864,0.867,0.861,0.863,0.731,0.864,0.785,0.4,0.886,0.434,0.306,0.643,0.792,0.455,0.881,0.476,0.348,0.668
800,None,None,0.849,0.85,0.85,0.848,0.703,0.85,0.789,0.418,0.886,0.45,0.324,0.652,0.83,0.455,0.929,0.526,0.434,0.692
1000,None,0.25,0.891,0.873,0.91,0.888,0.786,0.892,0.819,0.364,0.938,0.452,0.368,0.651,0.811,0.364,0.929,0.444,0.35,0.646
1000,None,0.5,0.87,0.861,0.88,0.867,0.743,0.87,0.804,0.418,0.905,0.471,0.36,0.661,0.83,0.455,0.929,0.526,0.434,0.692
1000,None,0.75,0.861,0.867,0.856,0.86,0.726,0.861,0.781,0.4,0.881,0.431,0.3,0.64,0.792,0.455,0.881,0.476,0.348,0.668
1000,None,None,0.849,0.856,0.843,0.848,0.704,0.85,0.781,0.4,0.881,0.431,0.3,0.64,0.83,0.455,0.929,0.526,0.434,0.692
