n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.922,0.909,0.934,0.919,0.846,0.922,0.875,0.673,0.929,0.692,0.616,0.801,0.887,0.636,0.952,0.7,0.636,0.794
200,None,0.5,0.889,0.88,0.898,0.886,0.78,0.889,0.842,0.673,0.886,0.639,0.549,0.779,0.83,0.636,0.881,0.609,0.501,0.759
200,None,0.75,0.871,0.843,0.898,0.864,0.745,0.87,0.8,0.673,0.833,0.58,0.463,0.753,0.868,0.818,0.881,0.72,0.643,0.85
200,None,None,0.862,0.855,0.868,0.857,0.727,0.861,0.792,0.673,0.824,0.579,0.457,0.748,0.811,0.818,0.81,0.643,0.545,0.814
400,None,0.25,0.922,0.91,0.934,0.92,0.845,0.922,0.879,0.673,0.933,0.701,0.628,0.803,0.868,0.545,0.952,0.632,0.564,0.749
400,None,0.5,0.892,0.879,0.904,0.888,0.787,0.892,0.838,0.673,0.881,0.633,0.533,0.777,0.849,0.545,0.929,0.6,0.512,0.737
400,None,0.75,0.874,0.861,0.886,0.87,0.75,0.874,0.792,0.655,0.829,0.566,0.442,0.742,0.849,0.727,0.881,0.667,0.573,0.804
400,None,None,0.871,0.855,0.886,0.865,0.745,0.871,0.781,0.691,0.805,0.573,0.445,0.748,0.811,0.818,0.81,0.643,0.545,0.814
600,None,0.25,0.922,0.904,0.94,0.919,0.846,0.922,0.875,0.636,0.938,0.682,0.608,0.787,0.868,0.545,0.952,0.632,0.564,0.749
600,None,0.5,0.904,0.885,0.922,0.9,0.811,0.904,0.838,0.636,0.89,0.617,0.521,0.763,0.83,0.545,0.905,0.571,0.467,0.725
600,None,0.75,0.874,0.861,0.886,0.869,0.75,0.874,0.8,0.673,0.833,0.583,0.463,0.753,0.849,0.818,0.857,0.692,0.608,0.838
600,None,None,0.865,0.849,0.88,0.859,0.733,0.865,0.774,0.673,0.8,0.555,0.423,0.736,0.811,0.818,0.81,0.643,0.545,0.814
800,None,0.25,0.925,0.904,0.946,0.921,0.852,0.925,0.891,0.673,0.948,0.718,0.655,0.81,0.887,0.636,0.952,0.7,0.636,0.794
800,None,0.5,0.898,0.873,0.922,0.893,0.799,0.898,0.842,0.673,0.886,0.636,0.543,0.779,0.849,0.545,0.929,0.6,0.512,0.737
800,None,0.75,0.877,0.861,0.892,0.872,0.758,0.877,0.8,0.673,0.833,0.586,0.466,0.753,0.83,0.727,0.857,0.64,0.538,0.792
800,None,None,0.865,0.849,0.88,0.859,0.733,0.865,0.77,0.673,0.795,0.553,0.419,0.734,0.811,0.818,0.81,0.643,0.545,0.814
1000,None,0.25,0.925,0.909,0.94,0.922,0.852,0.925,0.883,0.636,0.948,0.69,0.625,0.792,0.887,0.636,0.952,0.7,0.636,0.794
1000,None,0.5,0.892,0.861,0.922,0.886,0.787,0.892,0.834,0.655,0.881,0.621,0.521,0.768,0.868,0.636,0.929,0.667,0.586,0.782
1000,None,0.75,0.88,0.867,0.892,0.875,0.764,0.88,0.8,0.673,0.833,0.583,0.463,0.753,0.83,0.727,0.857,0.64,0.538,0.792
1000,None,None,0.862,0.837,0.886,0.855,0.727,0.861,0.774,0.673,0.8,0.559,0.427,0.736,0.792,0.727,0.81,0.593,0.474,0.768
