n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.931,0.916,0.946,0.929,0.863,0.931,0.872,0.673,0.924,0.685,0.606,0.798,0.943,0.818,0.976,0.857,0.823,0.897
200,None,0.5,0.922,0.91,0.934,0.92,0.845,0.922,0.838,0.727,0.867,0.652,0.557,0.797,0.849,0.727,0.881,0.667,0.573,0.804
200,None,0.75,0.91,0.892,0.928,0.907,0.821,0.91,0.845,0.764,0.867,0.676,0.589,0.815,0.868,0.818,0.881,0.72,0.643,0.85
200,None,None,0.891,0.88,0.904,0.89,0.784,0.892,0.83,0.8,0.838,0.664,0.576,0.819,0.887,0.909,0.881,0.769,0.711,0.895
400,None,0.25,0.934,0.928,0.94,0.932,0.87,0.934,0.883,0.709,0.929,0.716,0.643,0.819,0.887,0.818,0.905,0.75,0.681,0.861
400,None,0.5,0.913,0.898,0.928,0.911,0.827,0.913,0.853,0.764,0.876,0.684,0.597,0.82,0.849,0.727,0.881,0.667,0.573,0.804
400,None,0.75,0.916,0.898,0.934,0.913,0.833,0.916,0.853,0.782,0.871,0.69,0.607,0.827,0.868,0.818,0.881,0.72,0.643,0.85
400,None,None,0.885,0.873,0.898,0.884,0.772,0.886,0.834,0.782,0.848,0.662,0.57,0.815,0.887,0.909,0.881,0.769,0.711,0.895
600,None,0.25,0.937,0.922,0.952,0.935,0.877,0.937,0.875,0.709,0.919,0.702,0.624,0.814,0.925,0.818,0.952,0.818,0.771,0.885
600,None,0.5,0.922,0.91,0.934,0.92,0.845,0.922,0.845,0.745,0.871,0.667,0.575,0.808,0.868,0.727,0.905,0.696,0.612,0.816
600,None,0.75,0.91,0.898,0.922,0.908,0.821,0.91,0.838,0.745,0.862,0.659,0.562,0.804,0.868,0.818,0.881,0.72,0.643,0.85
600,None,None,0.879,0.861,0.898,0.877,0.761,0.88,0.845,0.8,0.857,0.682,0.599,0.829,0.887,0.909,0.881,0.769,0.711,0.895
800,None,0.25,0.94,0.928,0.952,0.938,0.882,0.94,0.887,0.727,0.929,0.727,0.656,0.828,0.906,0.818,0.929,0.783,0.724,0.873
800,None,0.5,0.922,0.904,0.94,0.919,0.846,0.922,0.845,0.745,0.871,0.667,0.575,0.808,0.868,0.727,0.905,0.696,0.612,0.816
800,None,0.75,0.907,0.892,0.922,0.904,0.815,0.907,0.834,0.745,0.857,0.654,0.556,0.801,0.868,0.818,0.881,0.72,0.643,0.85
800,None,None,0.885,0.873,0.898,0.884,0.772,0.886,0.838,0.782,0.852,0.667,0.576,0.817,0.868,0.909,0.857,0.741,0.677,0.883
1000,None,0.25,0.937,0.922,0.952,0.935,0.877,0.937,0.879,0.727,0.919,0.714,0.638,0.823,0.906,0.818,0.929,0.783,0.724,0.873
1000,None,0.5,0.919,0.898,0.94,0.916,0.84,0.919,0.845,0.745,0.871,0.667,0.575,0.808,0.887,0.818,0.905,0.75,0.681,0.861
1000,None,0.75,0.907,0.892,0.922,0.904,0.815,0.907,0.838,0.745,0.862,0.659,0.562,0.804,0.868,0.818,0.881,0.72,0.643,0.85
1000,None,None,0.889,0.88,0.898,0.887,0.778,0.889,0.83,0.782,0.843,0.657,0.564,0.812,0.868,0.909,0.857,0.741,0.677,0.883
