Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.6,1.2,0.0,0.94,0.91,0.97,0.937,0.882,0.94,0.789,0.164,0.952,0.236,0.171,0.558,0.792,0.091,0.976,0.154,0.143,0.534
RBF,1,0.01,-2.2,1.8,0.0,0.864,0.88,0.849,0.866,0.729,0.864,0.823,0.855,0.814,0.666,0.579,0.834,0.811,0.818,0.81,0.643,0.545,0.814
RBF,1,0.001,-1.4,1.3,-0.1,0.792,0.753,0.831,0.782,0.586,0.792,0.823,0.982,0.781,0.697,0.639,0.881,0.83,1.0,0.786,0.71,0.657,0.893
RBF,1,0.0001,-0.9,0.9,-0.0,0.615,0.442,0.782,0.465,0.27,0.612,0.713,0.545,0.757,0.434,0.336,0.651,0.887,0.727,0.929,0.727,0.656,0.828
RBF,1,1e-05,-1.0,1.0,-0.0,0.624,0.461,0.782,0.479,0.283,0.621,0.713,0.545,0.757,0.434,0.336,0.651,0.887,0.727,0.929,0.727,0.656,0.828
RBF,5,0.1,-1.6,1.2,0.0,0.937,0.909,0.964,0.934,0.875,0.937,0.781,0.182,0.938,0.25,0.165,0.56,0.792,0.091,0.976,0.154,0.143,0.534
RBF,5,0.01,-2.9,2.3,0.4,0.9,0.855,0.946,0.893,0.807,0.901,0.83,0.6,0.89,0.591,0.486,0.745,0.83,0.636,0.881,0.609,0.501,0.759
RBF,5,0.001,-2.5,3.0,0.1,0.816,0.777,0.855,0.805,0.634,0.816,0.815,0.782,0.824,0.637,0.535,0.803,0.811,0.818,0.81,0.643,0.545,0.814
RBF,5,0.0001,-1.1,1.0,-0.1,0.786,0.693,0.88,0.761,0.584,0.786,0.811,0.964,0.771,0.679,0.615,0.868,0.811,1.0,0.762,0.688,0.632,0.881
RBF,5,1e-05,-1.0,1.0,-0.0,0.624,0.461,0.782,0.479,0.283,0.621,0.713,0.545,0.757,0.434,0.336,0.651,0.887,0.727,0.929,0.727,0.656,0.828
RBF,10,0.1,-1.6,1.2,0.0,0.937,0.909,0.964,0.934,0.875,0.937,0.781,0.182,0.938,0.25,0.165,0.56,0.792,0.091,0.976,0.154,0.143,0.534
RBF,10,0.01,-3.2,2.5,0.4,0.91,0.88,0.94,0.906,0.822,0.91,0.853,0.655,0.905,0.649,0.556,0.78,0.868,0.636,0.929,0.667,0.586,0.782
RBF,10,0.001,-3.0,3.6,0.0,0.837,0.843,0.831,0.838,0.675,0.837,0.792,0.818,0.786,0.62,0.517,0.802,0.792,0.818,0.786,0.621,0.517,0.802
RBF,10,0.0001,-1.4,1.4,0.1,0.783,0.644,0.922,0.743,0.588,0.783,0.849,0.782,0.867,0.68,0.593,0.824,0.868,0.818,0.881,0.72,0.643,0.85
RBF,10,1e-05,-0.9,0.9,-0.0,0.624,0.461,0.782,0.479,0.283,0.621,0.717,0.564,0.757,0.467,0.39,0.66,0.887,0.727,0.929,0.727,0.656,0.828
