Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.8,1.2,-0.2,0.916,0.843,0.988,0.909,0.84,0.916,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
RBF,1,0.01,-2.0,1.6,0.3,0.904,0.85,0.958,0.898,0.813,0.904,0.804,0.327,0.929,0.406,0.312,0.628,0.83,0.364,0.952,0.471,0.404,0.658
RBF,1,0.001,-1.7,1.3,-0.1,0.816,0.837,0.795,0.818,0.636,0.816,0.747,0.855,0.719,0.586,0.478,0.787,0.717,0.818,0.69,0.545,0.419,0.754
RBF,1,0.0001,-0.9,0.9,-0.0,0.67,0.636,0.697,0.591,0.338,0.667,0.664,0.745,0.643,0.446,0.324,0.694,0.755,0.909,0.714,0.606,0.513,0.812
RBF,1,1e-05,-1.0,1.0,-0.0,0.667,0.63,0.697,0.586,0.332,0.664,0.66,0.745,0.638,0.442,0.32,0.692,0.755,0.909,0.714,0.606,0.513,0.812
RBF,5,0.1,-0.8,1.2,-0.2,0.928,0.873,0.982,0.923,0.86,0.928,0.774,0.0,0.976,0.0,-0.063,0.488,0.792,0.0,1.0,0.0,0.0,0.5
RBF,5,0.01,-2.3,1.4,0.4,0.946,0.922,0.97,0.944,0.893,0.946,0.751,0.091,0.924,0.128,0.023,0.507,0.736,0.091,0.905,0.125,-0.006,0.498
RBF,5,0.001,-3.2,2.5,0.2,0.858,0.832,0.886,0.854,0.719,0.859,0.792,0.655,0.829,0.568,0.442,0.742,0.755,0.545,0.81,0.48,0.327,0.677
RBF,5,0.0001,-1.5,1.2,0.0,0.795,0.723,0.867,0.777,0.596,0.795,0.823,0.909,0.8,0.681,0.605,0.855,0.83,0.909,0.81,0.69,0.615,0.859
RBF,5,1e-05,-1.0,1.0,-0.0,0.667,0.63,0.697,0.586,0.332,0.664,0.66,0.745,0.638,0.442,0.32,0.692,0.755,0.909,0.714,0.606,0.513,0.812
RBF,10,0.1,-0.8,1.2,-0.2,0.928,0.873,0.982,0.923,0.86,0.928,0.774,0.0,0.976,0.0,-0.063,0.488,0.792,0.0,1.0,0.0,0.0,0.5
RBF,10,0.01,-2.4,1.4,0.4,0.943,0.922,0.964,0.941,0.886,0.943,0.762,0.127,0.929,0.178,0.087,0.528,0.755,0.091,0.929,0.133,0.03,0.51
RBF,10,0.001,-4.0,3.2,0.2,0.88,0.88,0.88,0.88,0.762,0.88,0.74,0.509,0.8,0.447,0.286,0.655,0.736,0.455,0.81,0.417,0.249,0.632
RBF,10,0.0001,-2.1,1.6,0.0,0.816,0.795,0.837,0.81,0.634,0.816,0.826,0.909,0.805,0.686,0.611,0.857,0.811,0.909,0.786,0.667,0.588,0.847
RBF,10,1e-05,-0.9,0.9,-0.0,0.667,0.63,0.697,0.586,0.332,0.664,0.664,0.764,0.638,0.476,0.374,0.701,0.755,0.909,0.714,0.606,0.513,0.812
