Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.4,1.2,-0.2,0.891,0.783,1.0,0.876,0.803,0.891,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
RBF,1,0.01,-1.6,1.3,0.2,0.943,0.903,0.982,0.939,0.889,0.943,0.811,0.109,0.995,0.192,0.269,0.552,0.811,0.091,1.0,0.167,0.271,0.545
RBF,1,0.001,-1.7,1.3,0.1,0.867,0.819,0.915,0.859,0.738,0.867,0.872,0.745,0.905,0.708,0.629,0.825,0.868,0.727,0.905,0.696,0.612,0.816
RBF,1,0.0001,-0.9,1.0,-0.0,0.658,0.612,0.697,0.577,0.312,0.655,0.702,0.745,0.69,0.487,0.375,0.718,0.83,0.909,0.81,0.69,0.615,0.859
RBF,1,1e-05,-1.0,1.0,-0.0,0.658,0.618,0.691,0.578,0.312,0.655,0.702,0.745,0.69,0.487,0.375,0.718,0.83,0.909,0.81,0.69,0.615,0.859
RBF,5,0.1,-0.3,1.2,-0.2,0.922,0.843,1.0,0.914,0.854,0.921,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
RBF,5,0.01,-1.7,1.2,0.1,0.949,0.927,0.97,0.946,0.899,0.948,0.83,0.255,0.981,0.384,0.392,0.618,0.811,0.091,1.0,0.167,0.271,0.545
RBF,5,0.001,-2.9,1.8,0.2,0.897,0.903,0.892,0.897,0.797,0.898,0.879,0.655,0.938,0.694,0.624,0.796,0.868,0.636,0.929,0.667,0.586,0.782
RBF,5,0.0001,-1.6,1.3,-0.1,0.843,0.861,0.825,0.843,0.688,0.843,0.815,0.909,0.79,0.672,0.593,0.85,0.811,0.909,0.786,0.667,0.588,0.847
RBF,5,1e-05,-0.9,1.0,-0.0,0.658,0.618,0.691,0.578,0.312,0.655,0.702,0.745,0.69,0.487,0.375,0.718,0.83,0.909,0.81,0.69,0.615,0.859
RBF,10,0.1,-0.3,1.2,-0.2,0.922,0.843,1.0,0.914,0.854,0.921,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
RBF,10,0.01,-1.7,1.2,0.1,0.949,0.927,0.97,0.946,0.899,0.948,0.83,0.255,0.981,0.384,0.392,0.618,0.811,0.091,1.0,0.167,0.271,0.545
RBF,10,0.001,-3.4,2.1,0.1,0.91,0.952,0.868,0.913,0.822,0.91,0.811,0.618,0.862,0.575,0.457,0.74,0.811,0.636,0.857,0.583,0.465,0.747
RBF,10,0.0001,-2.1,1.5,0.1,0.864,0.825,0.903,0.857,0.731,0.864,0.909,0.909,0.91,0.81,0.761,0.909,0.887,0.909,0.881,0.769,0.711,0.895
RBF,10,1e-05,-0.9,1.0,-0.0,0.658,0.618,0.691,0.578,0.312,0.655,0.709,0.764,0.695,0.522,0.444,0.729,0.83,0.909,0.81,0.69,0.615,0.859
