Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-1.3,1.1,-0.4,0.823,0.322,0.952,0.425,0.371,0.637,0.83,0.455,0.929,0.521,0.433,0.692,0.83,0.545,0.905,0.571,0.467,0.725
poly,1,2,0.1,1,-1.3,1.2,-0.6,0.799,0.531,0.867,0.518,0.396,0.699,0.77,0.673,0.795,0.541,0.413,0.734,0.774,0.727,0.786,0.571,0.446,0.756
poly,1,2,0.1,2,-1.3,1.4,-0.6,0.808,0.553,0.873,0.54,0.424,0.713,0.762,0.745,0.767,0.564,0.44,0.756,0.792,0.818,0.786,0.621,0.517,0.802
poly,1,2,0.1,3,-1.4,1.5,-0.5,0.813,0.436,0.909,0.482,0.379,0.673,0.785,0.673,0.814,0.562,0.438,0.744,0.792,0.727,0.81,0.593,0.474,0.768
poly,1,2,0.1,4,-1.5,1.6,-0.4,0.813,0.414,0.916,0.471,0.376,0.665,0.792,0.545,0.857,0.519,0.389,0.701,0.792,0.545,0.857,0.522,0.39,0.701
poly,1,2,0.01,0,-1.3,1.4,-0.5,0.799,0.439,0.891,0.474,0.359,0.665,0.8,0.582,0.857,0.547,0.423,0.719,0.792,0.636,0.833,0.56,0.432,0.735
poly,1,2,0.01,1,-2.0,2.2,-0.6,0.766,0.603,0.807,0.511,0.371,0.705,0.706,0.691,0.71,0.493,0.336,0.7,0.736,0.818,0.714,0.562,0.441,0.766
poly,1,2,0.01,2,-2.4,2.3,0.0,0.813,0.325,0.94,0.417,0.339,0.632,0.777,0.418,0.871,0.417,0.286,0.645,0.774,0.455,0.857,0.455,0.312,0.656
poly,1,2,0.01,3,-2.8,2.4,0.4,0.818,0.256,0.964,0.364,0.329,0.61,0.8,0.255,0.943,0.326,0.252,0.599,0.792,0.273,0.929,0.353,0.258,0.601
poly,1,2,0.01,4,-3.0,2.5,0.6,0.823,0.233,0.976,0.351,0.346,0.605,0.8,0.236,0.948,0.307,0.244,0.592,0.792,0.182,0.952,0.267,0.206,0.567
poly,1,2,0.001,0,-0.9,-0.4,-0.9,0.563,0.767,0.51,0.447,0.249,0.638,0.562,0.818,0.495,0.456,0.268,0.657,0.208,1.0,0.0,0.344,0.0,0.5
poly,1,2,0.001,1,-1.7,1.2,0.3,0.847,0.278,0.994,0.419,0.455,0.636,0.887,0.545,0.976,0.653,0.617,0.761,0.906,0.636,0.976,0.737,0.694,0.806
poly,1,2,0.001,2,-2.1,1.7,0.0,0.813,0.483,0.897,0.504,0.4,0.69,0.789,0.709,0.81,0.581,0.464,0.759,0.774,0.818,0.762,0.6,0.491,0.79
poly,1,2,0.001,3,-2.4,1.9,0.0,0.809,0.531,0.879,0.529,0.416,0.705,0.796,0.727,0.814,0.593,0.48,0.771,0.736,0.818,0.714,0.562,0.441,0.766
poly,1,2,0.001,4,-2.5,1.9,0.0,0.809,0.533,0.879,0.535,0.417,0.706,0.781,0.655,0.814,0.547,0.42,0.734,0.736,0.636,0.762,0.5,0.346,0.699
poly,1,3,0.1,0,-2.0,0.9,-0.8,0.794,0.369,0.903,0.419,0.309,0.636,0.815,0.745,0.833,0.625,0.521,0.789,0.811,0.818,0.81,0.643,0.545,0.814
poly,1,3,0.1,1,-1.3,0.9,-0.8,0.751,0.483,0.819,0.436,0.285,0.651,0.747,0.818,0.729,0.578,0.461,0.773,0.755,0.909,0.714,0.606,0.513,0.812
poly,1,3,0.1,2,-1.1,0.9,-0.8,0.741,0.594,0.777,0.468,0.325,0.686,0.702,0.818,0.671,0.534,0.403,0.745,0.679,0.909,0.619,0.541,0.428,0.764
poly,1,3,0.1,3,-1.1,1.0,-0.5,0.804,0.231,0.952,0.33,0.279,0.591,0.845,0.473,0.943,0.544,0.475,0.708,0.83,0.455,0.929,0.526,0.434,0.692
poly,1,3,0.1,4,-1.2,1.0,-0.5,0.814,0.297,0.946,0.384,0.324,0.622,0.834,0.473,0.929,0.528,0.442,0.701,0.83,0.455,0.929,0.526,0.434,0.692
poly,1,3,0.01,0,-2.0,0.8,-0.8,0.794,0.369,0.903,0.419,0.309,0.636,0.83,0.782,0.843,0.657,0.562,0.812,0.83,0.818,0.833,0.667,0.576,0.826
poly,1,3,0.01,1,-1.5,1.4,-0.5,0.809,0.414,0.909,0.466,0.367,0.662,0.785,0.6,0.833,0.526,0.4,0.717,0.792,0.636,0.833,0.56,0.432,0.735
poly,1,3,0.01,2,-1.9,1.8,-0.2,0.818,0.347,0.94,0.438,0.363,0.643,0.792,0.436,0.886,0.45,0.328,0.661,0.774,0.455,0.857,0.455,0.312,0.656
poly,1,3,0.01,3,-2.2,2.0,-0.1,0.813,0.325,0.94,0.414,0.339,0.632,0.789,0.455,0.876,0.452,0.328,0.665,0.755,0.364,0.857,0.381,0.229,0.61
poly,1,3,0.01,4,-2.4,2.1,0.2,0.818,0.256,0.964,0.364,0.329,0.61,0.785,0.255,0.924,0.32,0.217,0.589,0.774,0.364,0.881,0.4,0.264,0.622
poly,1,3,0.001,0,-1.0,0.2,-0.9,0.682,0.244,0.8,0.145,0.12,0.522,0.687,0.255,0.8,0.169,0.163,0.527,0.208,1.0,0.0,0.344,0.0,0.5
poly,1,3,0.001,1,-1.9,1.3,0.0,0.823,0.461,0.915,0.515,0.436,0.688,0.823,0.636,0.871,0.596,0.487,0.754,0.811,0.727,0.833,0.615,0.505,0.78
poly,1,3,0.001,2,-2.4,2.3,0.0,0.809,0.486,0.891,0.512,0.399,0.689,0.789,0.655,0.824,0.556,0.432,0.739,0.717,0.455,0.786,0.4,0.221,0.62
poly,1,3,0.001,3,-3.1,3.5,-0.7,0.694,0.675,0.699,0.471,0.312,0.687,0.653,0.764,0.624,0.48,0.318,0.694,0.698,0.818,0.667,0.529,0.397,0.742
poly,1,3,0.001,4,-4.0,3.6,-0.3,0.746,0.486,0.813,0.438,0.279,0.65,0.766,0.618,0.805,0.521,0.381,0.711,0.736,0.545,0.786,0.462,0.298,0.666
poly,5,2,0.1,0,-1.3,1.1,-0.4,0.823,0.322,0.952,0.425,0.371,0.637,0.83,0.455,0.929,0.521,0.433,0.692,0.83,0.545,0.905,0.571,0.467,0.725
poly,5,2,0.1,1,-1.3,1.2,-0.6,0.799,0.531,0.867,0.518,0.396,0.699,0.77,0.673,0.795,0.541,0.413,0.734,0.774,0.727,0.786,0.571,0.446,0.756
poly,5,2,0.1,2,-1.3,1.4,-0.6,0.808,0.553,0.873,0.54,0.424,0.713,0.762,0.745,0.767,0.564,0.44,0.756,0.792,0.818,0.786,0.621,0.517,0.802
poly,5,2,0.1,3,-1.4,1.5,-0.5,0.813,0.436,0.909,0.482,0.379,0.673,0.785,0.673,0.814,0.562,0.438,0.744,0.792,0.727,0.81,0.593,0.474,0.768
poly,5,2,0.1,4,-1.5,1.6,-0.4,0.813,0.414,0.916,0.471,0.376,0.665,0.792,0.545,0.857,0.519,0.389,0.701,0.792,0.545,0.857,0.522,0.39,0.701
poly,5,2,0.01,0,-1.3,1.1,-0.4,0.823,0.322,0.952,0.425,0.371,0.637,0.83,0.455,0.929,0.521,0.433,0.692,0.83,0.545,0.905,0.571,0.467,0.725
poly,5,2,0.01,1,-1.9,1.9,-0.1,0.818,0.347,0.94,0.438,0.363,0.643,0.792,0.418,0.89,0.439,0.319,0.654,0.774,0.455,0.857,0.455,0.312,0.656
poly,5,2,0.01,2,-2.4,2.2,0.0,0.818,0.325,0.945,0.426,0.361,0.635,0.785,0.436,0.876,0.438,0.312,0.656,0.755,0.364,0.857,0.381,0.229,0.61
poly,5,2,0.01,3,-2.7,2.4,0.5,0.823,0.233,0.976,0.351,0.346,0.605,0.796,0.2,0.952,0.271,0.213,0.576,0.792,0.273,0.929,0.353,0.258,0.601
poly,5,2,0.01,4,-3.0,2.5,0.5,0.823,0.233,0.976,0.351,0.346,0.605,0.796,0.255,0.938,0.322,0.241,0.596,0.792,0.364,0.905,0.421,0.304,0.634
poly,5,2,0.001,0,-1.0,0.4,-0.7,0.852,0.347,0.982,0.483,0.474,0.665,0.815,0.364,0.933,0.448,0.359,0.648,0.83,0.455,0.929,0.526,0.434,0.692
poly,5,2,0.001,1,-2.4,2.1,0.0,0.818,0.486,0.904,0.523,0.419,0.695,0.789,0.655,0.824,0.555,0.433,0.739,0.717,0.545,0.762,0.444,0.272,0.654
poly,5,2,0.001,2,-2.7,3.0,0.1,0.794,0.417,0.891,0.461,0.345,0.654,0.77,0.509,0.838,0.464,0.324,0.674,0.736,0.455,0.81,0.417,0.249,0.632
poly,5,2,0.001,3,-3.3,3.7,0.1,0.794,0.439,0.885,0.468,0.344,0.662,0.777,0.527,0.843,0.486,0.352,0.685,0.736,0.545,0.786,0.462,0.298,0.666
poly,5,2,0.001,4,-3.7,3.8,0.0,0.789,0.417,0.885,0.45,0.325,0.651,0.789,0.582,0.843,0.526,0.399,0.712,0.774,0.545,0.833,0.5,0.357,0.689
poly,5,3,0.1,0,-2.0,0.9,-0.8,0.794,0.369,0.903,0.419,0.309,0.636,0.815,0.745,0.833,0.625,0.521,0.789,0.811,0.818,0.81,0.643,0.545,0.814
poly,5,3,0.1,1,-1.3,0.9,-0.8,0.751,0.483,0.819,0.436,0.285,0.651,0.747,0.818,0.729,0.578,0.461,0.773,0.755,0.909,0.714,0.606,0.513,0.812
poly,5,3,0.1,2,-1.1,0.9,-0.8,0.741,0.594,0.777,0.468,0.325,0.686,0.702,0.818,0.671,0.534,0.403,0.745,0.679,0.909,0.619,0.541,0.428,0.764
poly,5,3,0.1,3,-1.1,1.0,-0.5,0.804,0.231,0.952,0.33,0.279,0.591,0.845,0.473,0.943,0.544,0.475,0.708,0.83,0.455,0.929,0.526,0.434,0.692
poly,5,3,0.1,4,-1.2,1.0,-0.5,0.814,0.297,0.946,0.384,0.324,0.622,0.834,0.473,0.929,0.528,0.442,0.701,0.83,0.455,0.929,0.526,0.434,0.692
poly,5,3,0.01,0,-2.0,0.9,-0.8,0.794,0.369,0.903,0.419,0.309,0.636,0.815,0.745,0.833,0.625,0.521,0.789,0.811,0.818,0.81,0.643,0.545,0.814
poly,5,3,0.01,1,-1.5,1.4,-0.5,0.809,0.414,0.909,0.466,0.367,0.662,0.785,0.6,0.833,0.526,0.4,0.717,0.792,0.636,0.833,0.56,0.432,0.735
poly,5,3,0.01,2,-1.9,1.8,-0.2,0.818,0.347,0.94,0.438,0.363,0.643,0.792,0.436,0.886,0.45,0.328,0.661,0.774,0.455,0.857,0.455,0.312,0.656
poly,5,3,0.01,3,-2.2,2.0,-0.1,0.813,0.325,0.94,0.414,0.339,0.632,0.789,0.455,0.876,0.452,0.328,0.665,0.755,0.364,0.857,0.381,0.229,0.61
poly,5,3,0.01,4,-2.4,2.1,0.2,0.818,0.256,0.964,0.364,0.329,0.61,0.785,0.255,0.924,0.32,0.217,0.589,0.774,0.364,0.881,0.4,0.264,0.622
poly,5,3,0.001,0,-1.0,-0.1,-0.8,0.804,0.044,1.0,0.08,0.12,0.522,0.808,0.073,1.0,0.133,0.217,0.536,0.811,0.091,1.0,0.167,0.271,0.545
poly,5,3,0.001,1,-2.3,2.6,-0.1,0.799,0.439,0.891,0.477,0.36,0.665,0.781,0.6,0.829,0.524,0.393,0.714,0.717,0.455,0.786,0.4,0.221,0.62
poly,5,3,0.001,2,-3.9,3.2,0.7,0.818,0.233,0.97,0.35,0.332,0.602,0.792,0.255,0.933,0.305,0.221,0.594,0.792,0.273,0.929,0.353,0.258,0.601
poly,5,3,0.001,3,-4.2,3.0,0.6,0.799,0.258,0.939,0.353,0.281,0.599,0.796,0.345,0.914,0.397,0.296,0.63,0.792,0.455,0.881,0.476,0.348,0.668
poly,5,3,0.001,4,-4.3,3.1,-0.2,0.761,0.414,0.85,0.409,0.261,0.632,0.766,0.545,0.824,0.492,0.346,0.685,0.774,0.545,0.833,0.5,0.357,0.689
poly,10,2,0.1,0,-1.3,1.1,-0.4,0.823,0.322,0.952,0.425,0.371,0.637,0.83,0.455,0.929,0.521,0.433,0.692,0.83,0.545,0.905,0.571,0.467,0.725
poly,10,2,0.1,1,-1.3,1.2,-0.6,0.799,0.531,0.867,0.518,0.396,0.699,0.77,0.673,0.795,0.541,0.413,0.734,0.774,0.727,0.786,0.571,0.446,0.756
poly,10,2,0.1,2,-1.3,1.4,-0.6,0.808,0.553,0.873,0.54,0.424,0.713,0.762,0.745,0.767,0.564,0.44,0.756,0.792,0.818,0.786,0.621,0.517,0.802
