Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-24.3,12.7,0.3,0.895,0.928,0.861,0.899,0.792,0.894,0.728,0.564,0.771,0.463,0.3,0.668,0.698,0.455,0.762,0.385,0.195,0.608
linear,5,-32.1,58.5,-0.3,0.868,0.916,0.819,0.874,0.74,0.867,0.721,0.673,0.733,0.501,0.349,0.703,0.717,0.636,0.738,0.483,0.321,0.687
linear,10,-56.5,80.0,-0.8,0.862,0.934,0.789,0.873,0.731,0.861,0.702,0.673,0.71,0.484,0.323,0.691,0.679,0.727,0.667,0.485,0.324,0.697
linear,15,-60.1,87.4,-0.9,0.862,0.94,0.783,0.873,0.733,0.861,0.694,0.691,0.695,0.487,0.325,0.693,0.66,0.636,0.667,0.437,0.251,0.652
