activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.829,0.85,0.808,0.833,0.66,0.829,0.656,0.368,0.747,0.339,0.11,0.558,0.633,0.421,0.7,0.356,0.11,0.561
relu,"(25,)",0.01,0.838,0.904,0.771,0.847,0.682,0.838,0.646,0.358,0.737,0.323,0.088,0.547,0.582,0.211,0.7,0.195,-0.085,0.455
relu,"(25,)",0.001,0.838,0.871,0.804,0.841,0.679,0.838,0.643,0.368,0.73,0.328,0.09,0.549,0.633,0.316,0.733,0.293,0.047,0.525
relu,"(25,)",0.0001,0.769,0.75,0.788,0.763,0.539,0.769,0.663,0.379,0.753,0.351,0.126,0.566,0.658,0.368,0.75,0.341,0.113,0.559
relu,"(50,)",0.1,0.85,0.9,0.8,0.857,0.708,0.85,0.666,0.411,0.747,0.369,0.147,0.579,0.709,0.421,0.8,0.41,0.217,0.611
relu,"(50,)",0.01,0.852,0.904,0.8,0.86,0.713,0.852,0.658,0.368,0.75,0.339,0.113,0.559,0.671,0.368,0.767,0.35,0.131,0.568
relu,"(50,)",0.001,0.85,0.892,0.808,0.856,0.706,0.85,0.658,0.358,0.753,0.332,0.106,0.556,0.696,0.421,0.783,0.4,0.198,0.602
relu,"(50,)",0.0001,0.817,0.846,0.788,0.822,0.635,0.817,0.681,0.421,0.763,0.388,0.176,0.592,0.684,0.421,0.767,0.39,0.179,0.594
relu,"(75,)",0.1,0.865,0.904,0.825,0.87,0.734,0.865,0.635,0.368,0.72,0.326,0.082,0.544,0.722,0.474,0.8,0.45,0.265,0.637
relu,"(75,)",0.01,0.862,0.912,0.812,0.869,0.73,0.862,0.641,0.337,0.737,0.308,0.069,0.537,0.646,0.368,0.733,0.333,0.096,0.551
relu,"(75,)",0.001,0.869,0.912,0.825,0.875,0.743,0.869,0.646,0.358,0.737,0.324,0.089,0.547,0.658,0.421,0.733,0.372,0.143,0.577
relu,"(75,)",0.0001,0.831,0.85,0.812,0.835,0.664,0.831,0.676,0.421,0.757,0.382,0.167,0.589,0.646,0.368,0.733,0.333,0.096,0.551
relu,"(100,)",0.1,0.858,0.908,0.808,0.865,0.723,0.858,0.635,0.411,0.707,0.345,0.105,0.559,0.62,0.316,0.717,0.286,0.031,0.516
relu,"(100,)",0.01,0.858,0.9,0.817,0.864,0.721,0.858,0.635,0.337,0.73,0.303,0.061,0.533,0.646,0.263,0.767,0.263,0.03,0.515
relu,"(100,)",0.001,0.865,0.921,0.808,0.872,0.735,0.865,0.656,0.347,0.753,0.324,0.096,0.55,0.658,0.316,0.767,0.308,0.081,0.541
relu,"(100,)",0.0001,0.827,0.854,0.8,0.832,0.657,0.827,0.668,0.4,0.753,0.367,0.146,0.577,0.671,0.368,0.767,0.35,0.131,0.568
relu,"(125,)",0.1,0.869,0.908,0.829,0.874,0.742,0.869,0.651,0.389,0.733,0.349,0.116,0.561,0.658,0.263,0.783,0.27,0.047,0.523
relu,"(125,)",0.01,0.86,0.908,0.812,0.867,0.725,0.86,0.646,0.347,0.74,0.319,0.083,0.544,0.671,0.368,0.767,0.35,0.131,0.568
relu,"(125,)",0.001,0.869,0.904,0.833,0.873,0.74,0.869,0.668,0.358,0.767,0.341,0.122,0.562,0.696,0.368,0.8,0.368,0.168,0.584
relu,"(125,)",0.0001,0.848,0.883,0.812,0.853,0.698,0.848,0.671,0.368,0.767,0.347,0.13,0.568,0.684,0.316,0.8,0.324,0.118,0.558
relu,"(150,)",0.1,0.865,0.908,0.821,0.87,0.734,0.865,0.658,0.368,0.75,0.339,0.112,0.559,0.658,0.316,0.767,0.308,0.081,0.541
