activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.885,0.962,0.808,0.894,0.782,0.885,0.666,0.347,0.767,0.335,0.113,0.557,0.671,0.211,0.817,0.235,0.03,0.514
relu,"(25,)",0.01,0.904,0.967,0.842,0.91,0.816,0.904,0.709,0.347,0.823,0.358,0.174,0.585,0.709,0.263,0.85,0.303,0.127,0.557
relu,"(25,)",0.001,0.898,0.962,0.833,0.904,0.803,0.898,0.732,0.379,0.843,0.403,0.234,0.611,0.734,0.316,0.867,0.364,0.204,0.591
relu,"(25,)",0.0001,0.898,0.962,0.833,0.904,0.804,0.898,0.711,0.358,0.823,0.372,0.186,0.591,0.747,0.368,0.867,0.412,0.256,0.618
relu,"(50,)",0.1,0.883,0.95,0.817,0.89,0.776,0.883,0.694,0.358,0.8,0.357,0.157,0.579,0.684,0.158,0.85,0.194,0.009,0.504
relu,"(50,)",0.01,0.912,0.979,0.846,0.918,0.833,0.913,0.722,0.389,0.827,0.4,0.22,0.608,0.658,0.158,0.817,0.182,-0.028,0.487
relu,"(50,)",0.001,0.912,0.971,0.854,0.918,0.832,0.912,0.719,0.368,0.83,0.385,0.206,0.599,0.696,0.263,0.833,0.294,0.105,0.548
relu,"(50,)",0.0001,0.894,0.95,0.838,0.9,0.794,0.894,0.699,0.295,0.827,0.32,0.13,0.561,0.696,0.211,0.85,0.25,0.07,0.53
relu,"(75,)",0.1,0.894,0.962,0.825,0.9,0.797,0.894,0.668,0.295,0.787,0.294,0.079,0.541,0.696,0.263,0.833,0.294,0.105,0.548
relu,"(75,)",0.01,0.906,0.958,0.854,0.911,0.82,0.906,0.722,0.337,0.843,0.367,0.193,0.59,0.671,0.211,0.817,0.235,0.03,0.514
relu,"(75,)",0.001,0.91,0.954,0.867,0.914,0.827,0.91,0.714,0.316,0.84,0.345,0.168,0.578,0.671,0.158,0.833,0.187,-0.01,0.496
relu,"(75,)",0.0001,0.898,0.95,0.846,0.903,0.803,0.898,0.701,0.326,0.82,0.342,0.151,0.573,0.671,0.211,0.817,0.235,0.03,0.514
relu,"(100,)",0.1,0.898,0.958,0.838,0.904,0.803,0.898,0.686,0.295,0.81,0.31,0.109,0.552,0.684,0.211,0.833,0.242,0.049,0.522
relu,"(100,)",0.01,0.91,0.971,0.85,0.916,0.827,0.91,0.684,0.274,0.813,0.293,0.091,0.544,0.696,0.263,0.833,0.294,0.105,0.548
relu,"(100,)",0.001,0.917,0.971,0.862,0.921,0.839,0.917,0.678,0.253,0.813,0.274,0.07,0.533,0.658,0.211,0.8,0.229,0.011,0.505
relu,"(100,)",0.0001,0.915,0.967,0.862,0.919,0.835,0.915,0.676,0.242,0.813,0.265,0.06,0.528,0.658,0.211,0.8,0.229,0.011,0.505
relu,"(125,)",0.1,0.883,0.95,0.817,0.891,0.776,0.883,0.673,0.347,0.777,0.332,0.118,0.562,0.671,0.263,0.8,0.278,0.066,0.532
