activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.856,0.917,0.796,0.863,0.722,0.856,0.699,0.211,0.853,0.247,0.07,0.532,0.696,0.105,0.883,0.143,-0.015,0.494
relu,"(25,)",0.01,0.89,0.925,0.854,0.892,0.787,0.89,0.727,0.242,0.88,0.293,0.143,0.561,0.747,0.211,0.917,0.286,0.171,0.564
relu,"(25,)",0.001,0.885,0.925,0.846,0.889,0.778,0.885,0.719,0.2,0.883,0.255,0.104,0.542,0.747,0.211,0.917,0.286,0.171,0.564
relu,"(25,)",0.0001,0.89,0.925,0.854,0.893,0.784,0.89,0.724,0.221,0.883,0.277,0.129,0.552,0.734,0.211,0.9,0.276,0.142,0.555
relu,"(50,)",0.1,0.858,0.917,0.8,0.865,0.727,0.858,0.684,0.168,0.847,0.201,0.018,0.508,0.684,0.053,0.883,0.074,-0.091,0.468
relu,"(50,)",0.01,0.877,0.933,0.821,0.883,0.765,0.877,0.694,0.253,0.833,0.283,0.097,0.543,0.722,0.263,0.867,0.312,0.15,0.565
relu,"(50,)",0.001,0.879,0.942,0.817,0.886,0.769,0.879,0.714,0.316,0.84,0.348,0.169,0.578,0.709,0.211,0.867,0.258,0.092,0.539
relu,"(50,)",0.0001,0.881,0.946,0.817,0.888,0.772,0.881,0.724,0.347,0.843,0.376,0.202,0.595,0.722,0.211,0.883,0.267,0.116,0.547
relu,"(75,)",0.1,0.858,0.912,0.804,0.864,0.728,0.858,0.691,0.221,0.84,0.253,0.066,0.531,0.722,0.263,0.867,0.312,0.15,0.565
relu,"(75,)",0.01,0.888,0.925,0.85,0.89,0.784,0.888,0.704,0.158,0.877,0.207,0.049,0.517,0.709,0.105,0.9,0.148,0.007,0.503
relu,"(75,)",0.001,0.883,0.942,0.825,0.889,0.775,0.883,0.699,0.189,0.86,0.234,0.064,0.525,0.709,0.105,0.9,0.148,0.007,0.503
relu,"(75,)",0.0001,0.885,0.946,0.825,0.891,0.78,0.885,0.701,0.211,0.857,0.257,0.085,0.534,0.709,0.105,0.9,0.148,0.007,0.503
relu,"(100,)",0.1,0.873,0.917,0.829,0.877,0.756,0.873,0.678,0.284,0.803,0.295,0.089,0.544,0.671,0.105,0.85,0.133,-0.055,0.478
relu,"(100,)",0.01,0.888,0.925,0.85,0.89,0.782,0.888,0.711,0.2,0.873,0.248,0.087,0.537,0.722,0.105,0.917,0.154,0.033,0.511
relu,"(100,)",0.001,0.888,0.925,0.85,0.89,0.783,0.888,0.734,0.284,0.877,0.34,0.187,0.58,0.747,0.158,0.933,0.231,0.137,0.546
relu,"(100,)",0.0001,0.896,0.925,0.867,0.897,0.798,0.896,0.749,0.305,0.89,0.367,0.228,0.598,0.759,0.211,0.933,0.296,0.204,0.572
relu,"(125,)",0.1,0.86,0.912,0.808,0.866,0.734,0.86,0.686,0.189,0.843,0.222,0.038,0.516,0.696,0.158,0.867,0.2,0.03,0.512
relu,"(125,)",0.01,0.885,0.925,0.846,0.888,0.779,0.885,0.694,0.158,0.863,0.198,0.026,0.511,0.709,0.158,0.883,0.207,0.053,0.521
relu,"(125,)",0.001,0.892,0.929,0.854,0.895,0.792,0.892,0.701,0.158,0.873,0.199,0.036,0.516,0.734,0.105,0.933,0.16,0.062,0.519
relu,"(125,)",0.0001,0.883,0.929,0.838,0.887,0.775,0.883,0.711,0.189,0.877,0.238,0.079,0.533,0.734,0.158,0.917,0.222,0.106,0.537
relu,"(150,)",0.1,0.873,0.921,0.825,0.877,0.757,0.873,0.651,0.211,0.79,0.223,-0.0,0.5,0.646,0.105,0.817,0.125,-0.09,0.461
relu,"(150,)",0.01,0.879,0.929,0.829,0.884,0.769,0.879,0.704,0.179,0.87,0.223,0.059,0.524,0.722,0.158,0.9,0.214,0.078,0.529
relu,"(150,)",0.001,0.892,0.925,0.858,0.894,0.793,0.892,0.734,0.242,0.89,0.301,0.161,0.566,0.734,0.158,0.917,0.222,0.106,0.537
relu,"(150,)",0.0001,0.894,0.929,0.858,0.897,0.797,0.894,0.739,0.242,0.897,0.307,0.175,0.569,0.747,0.158,0.933,0.231,0.137,0.546
relu,"(175,)",0.1,0.854,0.9,0.808,0.859,0.718,0.854,0.684,0.189,0.84,0.213,0.026,0.515,0.671,0.263,0.8,0.278,0.066,0.532
relu,"(175,)",0.01,0.888,0.925,0.85,0.89,0.783,0.888,0.696,0.168,0.863,0.207,0.035,0.516,0.696,0.105,0.883,0.143,-0.015,0.494
relu,"(175,)",0.001,0.896,0.929,0.862,0.898,0.8,0.896,0.714,0.189,0.88,0.242,0.088,0.535,0.709,0.105,0.9,0.148,0.007,0.503
relu,"(175,)",0.0001,0.898,0.933,0.862,0.9,0.803,0.898,0.719,0.211,0.88,0.265,0.113,0.545,0.722,0.158,0.9,0.214,0.078,0.529
relu,"(200,)",0.1,0.879,0.925,0.833,0.884,0.766,0.879,0.689,0.242,0.83,0.26,0.071,0.536,0.684,0.105,0.867,0.138,-0.036,0.486
relu,"(200,)",0.01,0.896,0.925,0.867,0.897,0.798,0.896,0.696,0.2,0.853,0.239,0.061,0.527,0.722,0.105,0.917,0.154,0.033,0.511
relu,"(200,)",0.001,0.896,0.929,0.862,0.898,0.798,0.896,0.711,0.168,0.883,0.215,0.061,0.526,0.722,0.105,0.917,0.154,0.033,0.511
relu,"(200,)",0.0001,0.898,0.929,0.867,0.9,0.801,0.898,0.729,0.158,0.91,0.214,0.089,0.534,0.722,0.105,0.917,0.154,0.033,0.511
relu,"(225,)",0.1,0.86,0.9,0.821,0.864,0.728,0.86,0.661,0.158,0.82,0.179,-0.029,0.489,0.658,0.105,0.833,0.129,-0.073,0.469
relu,"(225,)",0.01,0.892,0.925,0.858,0.894,0.791,0.892,0.704,0.179,0.87,0.224,0.061,0.524,0.722,0.105,0.917,0.154,0.033,0.511
relu,"(225,)",0.001,0.892,0.925,0.858,0.894,0.791,0.892,0.722,0.2,0.887,0.257,0.11,0.543,0.747,0.158,0.933,0.231,0.137,0.546
relu,"(225,)",0.0001,0.881,0.929,0.833,0.886,0.771,0.881,0.727,0.189,0.897,0.25,0.112,0.543,0.734,0.158,0.917,0.222,0.106,0.537
relu,"(250,)",0.1,0.854,0.912,0.796,0.861,0.719,0.854,0.663,0.242,0.797,0.253,0.041,0.519,0.722,0.053,0.933,0.083,-0.025,0.493
relu,"(250,)",0.01,0.885,0.921,0.85,0.888,0.779,0.885,0.706,0.158,0.88,0.205,0.049,0.519,0.722,0.105,0.917,0.154,0.033,0.511
relu,"(250,)",0.001,0.896,0.933,0.858,0.898,0.799,0.896,0.732,0.2,0.9,0.264,0.13,0.55,0.734,0.158,0.917,0.222,0.106,0.537
relu,"(250,)",0.0001,0.894,0.938,0.85,0.897,0.795,0.894,0.739,0.232,0.9,0.298,0.166,0.566,0.747,0.158,0.933,0.231,0.137,0.546
relu,"(275,)",0.1,0.871,0.917,0.825,0.875,0.752,0.871,0.681,0.221,0.827,0.245,0.049,0.524,0.684,0.105,0.867,0.138,-0.036,0.486
relu,"(275,)",0.01,0.885,0.929,0.842,0.889,0.78,0.885,0.709,0.221,0.863,0.27,0.103,0.542,0.722,0.105,0.917,0.154,0.033,0.511
relu,"(275,)",0.001,0.888,0.929,0.846,0.891,0.785,0.888,0.709,0.168,0.88,0.219,0.063,0.524,0.722,0.105,0.917,0.154,0.033,0.511
relu,"(275,)",0.0001,0.892,0.938,0.846,0.896,0.794,0.892,0.719,0.2,0.883,0.255,0.105,0.542,0.722,0.105,0.917,0.154,0.033,0.511
relu,"(300,)",0.1,0.865,0.925,0.804,0.87,0.743,0.865,0.668,0.211,0.813,0.225,0.02,0.512,0.709,0.211,0.867,0.258,0.092,0.539
relu,"(300,)",0.01,0.892,0.929,0.854,0.894,0.79,0.892,0.711,0.179,0.88,0.227,0.072,0.529,0.734,0.158,0.917,0.222,0.106,0.537
relu,"(300,)",0.001,0.888,0.925,0.85,0.891,0.782,0.888,0.734,0.211,0.9,0.273,0.139,0.555,0.722,0.105,0.917,0.154,0.033,0.511
relu,"(300,)",0.0001,0.885,0.921,0.85,0.889,0.777,0.885,0.742,0.242,0.9,0.312,0.181,0.571,0.747,0.211,0.917,0.286,0.171,0.564
relu,"(25,5)",0.1,0.846,0.912,0.779,0.855,0.703,0.846,0.663,0.284,0.783,0.276,0.065,0.534,0.747,0.263,0.9,0.333,0.201,0.582
relu,"(25,5)",0.01,0.883,0.925,0.842,0.886,0.774,0.883,0.704,0.179,0.87,0.22,0.058,0.524,0.696,0.105,0.883,0.143,-0.015,0.494
relu,"(25,5)",0.001,0.854,0.908,0.8,0.86,0.715,0.854,0.691,0.2,0.847,0.23,0.049,0.523,0.709,0.158,0.883,0.207,0.053,0.521
relu,"(25,5)",0.0001,0.858,0.912,0.804,0.864,0.724,0.858,0.689,0.211,0.84,0.241,0.054,0.525,0.684,0.158,0.85,0.194,0.009,0.504
relu,"(50,10)",0.1,0.846,0.892,0.8,0.852,0.698,0.846,0.686,0.316,0.803,0.313,0.119,0.56,0.734,0.421,0.833,0.432,0.259,0.627
relu,"(50,10)",0.01,0.894,0.929,0.858,0.896,0.794,0.894,0.699,0.221,0.85,0.26,0.083,0.536,0.709,0.158,0.883,0.207,0.053,0.521
relu,"(50,10)",0.001,0.9,0.925,0.875,0.901,0.804,0.9,0.699,0.274,0.833,0.308,0.122,0.554,0.734,0.211,0.9,0.276,0.142,0.555
relu,"(50,10)",0.0001,0.902,0.925,0.879,0.903,0.808,0.902,0.704,0.295,0.833,0.327,0.142,0.564,0.734,0.211,0.9,0.276,0.142,0.555
relu,"(75,15)",0.1,0.785,0.717,0.854,0.769,0.58,0.785,0.747,0.326,0.88,0.377,0.237,0.603,0.722,0.263,0.867,0.312,0.15,0.565
relu,"(75,15)",0.01,0.89,0.938,0.842,0.894,0.789,0.89,0.727,0.232,0.883,0.29,0.144,0.557,0.709,0.211,0.867,0.258,0.092,0.539
relu,"(75,15)",0.001,0.885,0.929,0.842,0.889,0.781,0.885,0.734,0.263,0.883,0.323,0.177,0.573,0.709,0.158,0.883,0.207,0.053,0.521
relu,"(75,15)",0.0001,0.885,0.933,0.838,0.89,0.778,0.885,0.732,0.274,0.877,0.329,0.176,0.575,0.734,0.211,0.9,0.276,0.142,0.555
relu,"(100,20)",0.1,0.742,0.65,0.833,0.697,0.501,0.742,0.716,0.221,0.873,0.272,0.114,0.547,0.633,0.158,0.783,0.171,-0.063,0.471
relu,"(100,20)",0.01,0.902,0.929,0.875,0.904,0.812,0.902,0.701,0.168,0.87,0.208,0.044,0.519,0.684,0.105,0.867,0.138,-0.036,0.486
relu,"(100,20)",0.001,0.894,0.921,0.867,0.895,0.792,0.894,0.737,0.274,0.883,0.332,0.185,0.579,0.747,0.211,0.917,0.286,0.171,0.564
relu,"(100,20)",0.0001,0.896,0.921,0.871,0.897,0.796,0.896,0.742,0.284,0.887,0.345,0.203,0.585,0.772,0.263,0.933,0.357,0.264,0.598
relu,"(125,25)",0.1,0.604,0.446,0.762,0.457,0.243,0.604,0.666,0.305,0.78,0.236,0.133,0.543,0.241,1.0,0.0,0.388,0.0,0.5
relu,"(125,25)",0.01,0.89,0.929,0.85,0.893,0.789,0.89,0.727,0.263,0.873,0.317,0.161,0.568,0.722,0.211,0.883,0.267,0.116,0.547
relu,"(125,25)",0.001,0.892,0.925,0.858,0.894,0.79,0.892,0.729,0.221,0.89,0.282,0.14,0.556,0.734,0.158,0.917,0.222,0.106,0.537
relu,"(125,25)",0.0001,0.898,0.933,0.862,0.901,0.802,0.898,0.747,0.274,0.897,0.341,0.207,0.585,0.747,0.211,0.917,0.286,0.171,0.564
relu,"(150,30)",0.1,0.869,0.908,0.829,0.872,0.744,0.869,0.678,0.221,0.823,0.241,0.045,0.522,0.747,0.421,0.85,0.444,0.282,0.636
relu,"(150,30)",0.01,0.879,0.917,0.842,0.882,0.765,0.879,0.722,0.221,0.88,0.278,0.126,0.551,0.696,0.105,0.883,0.143,-0.015,0.494
relu,"(150,30)",0.001,0.902,0.933,0.871,0.904,0.81,0.902,0.734,0.221,0.897,0.286,0.15,0.559,0.734,0.158,0.917,0.222,0.106,0.537
relu,"(150,30)",0.0001,0.91,0.933,0.888,0.911,0.825,0.91,0.739,0.232,0.9,0.301,0.173,0.566,0.734,0.158,0.917,0.222,0.106,0.537
relu,"(175,35)",0.1,0.756,0.775,0.738,0.676,0.539,0.756,0.656,0.474,0.713,0.348,0.164,0.594,0.671,0.737,0.65,0.519,0.333,0.693
relu,"(175,35)",0.01,0.888,0.925,0.85,0.89,0.782,0.888,0.734,0.242,0.89,0.303,0.162,0.566,0.709,0.105,0.9,0.148,0.007,0.503
