activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.86,0.912,0.808,0.865,0.73,0.86,0.684,0.232,0.827,0.259,0.063,0.529,0.633,0.158,0.783,0.171,-0.063,0.471
relu,"(25,)",0.01,0.879,0.925,0.833,0.883,0.767,0.879,0.724,0.263,0.87,0.311,0.151,0.567,0.734,0.158,0.917,0.222,0.106,0.537
relu,"(25,)",0.001,0.881,0.921,0.842,0.885,0.769,0.881,0.729,0.253,0.88,0.307,0.155,0.566,0.747,0.211,0.917,0.286,0.171,0.564
relu,"(25,)",0.0001,0.888,0.917,0.858,0.889,0.78,0.888,0.719,0.242,0.87,0.292,0.13,0.556,0.747,0.211,0.917,0.286,0.171,0.564
relu,"(50,)",0.1,0.883,0.933,0.833,0.888,0.773,0.883,0.691,0.2,0.847,0.22,0.041,0.523,0.684,0.105,0.867,0.138,-0.036,0.486
relu,"(50,)",0.01,0.879,0.925,0.833,0.883,0.767,0.879,0.696,0.189,0.857,0.23,0.056,0.523,0.696,0.158,0.867,0.2,0.03,0.512
relu,"(50,)",0.001,0.888,0.938,0.838,0.892,0.784,0.888,0.689,0.2,0.843,0.236,0.051,0.522,0.696,0.158,0.867,0.2,0.03,0.512
relu,"(50,)",0.0001,0.883,0.929,0.838,0.887,0.777,0.883,0.696,0.211,0.85,0.25,0.071,0.53,0.696,0.158,0.867,0.2,0.03,0.512
relu,"(75,)",0.1,0.871,0.929,0.812,0.876,0.753,0.871,0.658,0.179,0.81,0.198,-0.012,0.494,0.633,0.211,0.767,0.216,-0.023,0.489
relu,"(75,)",0.01,0.885,0.929,0.842,0.889,0.781,0.885,0.699,0.232,0.847,0.271,0.091,0.539,0.696,0.158,0.867,0.2,0.03,0.512
relu,"(75,)",0.001,0.894,0.933,0.854,0.897,0.796,0.894,0.684,0.221,0.83,0.254,0.06,0.526,0.696,0.211,0.85,0.25,0.07,0.53
relu,"(75,)",0.0001,0.885,0.933,0.838,0.89,0.779,0.885,0.681,0.263,0.813,0.284,0.082,0.538,0.684,0.211,0.833,0.242,0.049,0.522
relu,"(100,)",0.1,0.871,0.933,0.808,0.877,0.752,0.871,0.689,0.253,0.827,0.271,0.079,0.54,0.633,0.211,0.767,0.216,-0.023,0.489
relu,"(100,)",0.01,0.885,0.925,0.846,0.889,0.779,0.885,0.711,0.211,0.87,0.26,0.097,0.54,0.709,0.158,0.883,0.207,0.053,0.521
relu,"(100,)",0.001,0.892,0.929,0.854,0.894,0.792,0.892,0.729,0.295,0.867,0.344,0.184,0.581,0.734,0.263,0.883,0.323,0.174,0.573
relu,"(100,)",0.0001,0.892,0.929,0.854,0.894,0.791,0.892,0.727,0.284,0.867,0.334,0.173,0.575,0.734,0.263,0.883,0.323,0.174,0.573
relu,"(125,)",0.1,0.881,0.921,0.842,0.884,0.768,0.881,0.628,0.211,0.76,0.215,-0.027,0.485,0.62,0.158,0.767,0.167,-0.078,0.462
relu,"(125,)",0.01,0.883,0.925,0.842,0.887,0.776,0.883,0.704,0.2,0.863,0.242,0.073,0.532,0.684,0.105,0.867,0.138,-0.036,0.486
relu,"(125,)",0.001,0.888,0.925,0.85,0.89,0.783,0.888,0.729,0.316,0.86,0.36,0.197,0.588,0.722,0.211,0.883,0.267,0.116,0.547
relu,"(125,)",0.0001,0.885,0.925,0.846,0.888,0.779,0.885,0.732,0.326,0.86,0.368,0.204,0.593,0.722,0.263,0.867,0.312,0.15,0.565
relu,"(150,)",0.1,0.869,0.908,0.829,0.872,0.747,0.869,0.658,0.263,0.783,0.263,0.043,0.523,0.696,0.316,0.817,0.333,0.138,0.566
