Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-17.3,10.5,0.1,0.796,0.208,0.975,0.311,0.315,0.591,0.757,0.158,0.947,0.228,0.153,0.552,0.747,0.105,0.95,0.167,0.097,0.528
poly,1,2,0.1,1,-15.7,7.6,2.0,0.792,0.11,1.0,0.197,0.291,0.555,0.77,0.042,1.0,0.08,0.161,0.521,0.772,0.053,1.0,0.1,0.201,0.526
poly,1,2,0.1,2,-17.1,11.2,1.9,0.786,0.124,0.988,0.212,0.254,0.556,0.767,0.042,0.997,0.079,0.14,0.519,0.772,0.053,1.0,0.1,0.201,0.526
poly,1,2,0.1,3,-22.5,14.3,1.4,0.786,0.152,0.979,0.246,0.254,0.566,0.754,0.074,0.97,0.127,0.108,0.522,0.747,0.105,0.95,0.167,0.097,0.528
poly,1,2,0.1,4,-24.5,16.8,1.2,0.78,0.192,0.958,0.289,0.246,0.575,0.744,0.074,0.957,0.123,0.07,0.515,0.747,0.105,0.95,0.167,0.097,0.528
poly,1,2,0.01,0,-1.3,4.7,-0.7,0.792,0.232,0.962,0.339,0.299,0.597,0.818,0.316,0.977,0.455,0.43,0.646,0.81,0.316,0.967,0.444,0.4,0.641
poly,1,2,0.01,1,-3.3,4.9,0.9,0.796,0.137,0.996,0.236,0.305,0.566,0.775,0.116,0.983,0.193,0.202,0.55,0.785,0.158,0.983,0.261,0.275,0.571
poly,1,2,0.01,2,-5.1,4.0,1.2,0.792,0.124,0.996,0.216,0.29,0.56,0.772,0.084,0.99,0.146,0.173,0.537,0.785,0.105,1.0,0.19,0.286,0.553
poly,1,2,0.01,3,-6.2,3.7,0.7,0.783,0.191,0.962,0.291,0.253,0.577,0.79,0.2,0.977,0.308,0.298,0.588,0.797,0.211,0.983,0.333,0.34,0.597
poly,1,2,0.01,4,-7.2,3.7,1.0,0.789,0.137,0.987,0.23,0.266,0.562,0.785,0.137,0.99,0.225,0.261,0.563,0.785,0.105,1.0,0.19,0.286,0.553
