Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-8.6,7.3,-0.4,0.716,0.551,0.767,0.47,0.29,0.659,0.676,0.547,0.717,0.449,0.238,0.632,0.658,0.526,0.7,0.426,0.202,0.613
poly,1,2,0.1,1,-7.3,8.3,0.6,0.802,0.357,0.938,0.452,0.378,0.647,0.767,0.284,0.92,0.37,0.261,0.602,0.734,0.211,0.9,0.276,0.142,0.555
poly,1,2,0.1,2,-8.2,7.9,-0.3,0.763,0.603,0.812,0.543,0.391,0.708,0.699,0.484,0.767,0.435,0.235,0.625,0.684,0.474,0.75,0.419,0.208,0.612
poly,1,2,0.1,3,-10.9,7.5,-0.1,0.773,0.534,0.846,0.519,0.376,0.69,0.716,0.411,0.813,0.407,0.223,0.612,0.696,0.421,0.783,0.4,0.198,0.602
poly,1,2,0.1,4,-13.4,7.3,-0.0,0.776,0.521,0.854,0.516,0.377,0.688,0.727,0.4,0.83,0.407,0.233,0.615,0.696,0.421,0.783,0.4,0.198,0.602
poly,1,2,0.01,0,-1.6,3.3,-0.8,0.716,0.645,0.737,0.516,0.341,0.691,0.706,0.705,0.707,0.54,0.366,0.706,0.671,0.737,0.65,0.519,0.333,0.693
poly,1,2,0.01,1,-2.7,3.5,0.0,0.795,0.533,0.875,0.547,0.425,0.704,0.734,0.379,0.847,0.408,0.242,0.613,0.734,0.421,0.833,0.432,0.259,0.627
poly,1,2,0.01,2,-4.2,3.7,0.7,0.811,0.301,0.967,0.422,0.391,0.634,0.775,0.179,0.963,0.276,0.249,0.571,0.747,0.158,0.933,0.231,0.137,0.546
poly,1,2,0.01,3,-5.6,4.5,0.3,0.805,0.438,0.917,0.503,0.398,0.677,0.732,0.305,0.867,0.352,0.194,0.586,0.747,0.421,0.85,0.444,0.282,0.636
poly,1,2,0.01,4,-6.2,5.3,0.7,0.808,0.355,0.946,0.458,0.395,0.651,0.772,0.221,0.947,0.32,0.253,0.584,0.734,0.263,0.883,0.323,0.174,0.573
