Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-5.8,20.4,-1.2,0.743,0.959,0.527,0.788,0.541,0.743,0.569,0.7,0.511,0.5,0.198,0.606,0.615,0.625,0.611,0.5,0.219,0.618
linear,5,-9.5,40.3,0.2,0.749,0.849,0.648,0.767,0.52,0.748,0.708,0.575,0.767,0.548,0.343,0.671,0.692,0.375,0.833,0.429,0.228,0.604
linear,10,-14.7,58.2,-0.9,0.749,0.89,0.608,0.777,0.531,0.749,0.654,0.6,0.678,0.514,0.27,0.639,0.731,0.625,0.778,0.588,0.391,0.701
linear,15,-16.2,62.1,0.2,0.756,0.862,0.649,0.775,0.537,0.755,0.731,0.575,0.8,0.569,0.381,0.688,0.692,0.375,0.833,0.429,0.228,0.604
