Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-13.7,10.1,0.2,0.799,0.489,0.879,0.498,0.382,0.684,0.789,0.545,0.852,0.514,0.383,0.699,0.736,0.455,0.81,0.417,0.249,0.632
linear,5,-14.1,9.8,0.6,0.818,0.439,0.916,0.491,0.392,0.677,0.804,0.527,0.876,0.527,0.408,0.702,0.755,0.455,0.833,0.435,0.279,0.644
linear,10,-14.1,9.8,0.6,0.818,0.439,0.916,0.491,0.392,0.677,0.804,0.527,0.876,0.527,0.408,0.702,0.755,0.455,0.833,0.435,0.279,0.644
linear,15,-14.1,9.8,0.6,0.818,0.439,0.916,0.491,0.392,0.677,0.804,0.527,0.876,0.527,0.408,0.702,0.755,0.455,0.833,0.435,0.279,0.644
