n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.912,0.878,0.946,0.91,0.83,0.912,0.808,0.7,0.856,0.693,0.553,0.778,0.808,0.75,0.833,0.706,0.566,0.792
200,None,0.5,0.892,0.878,0.906,0.89,0.787,0.892,0.792,0.75,0.811,0.688,0.543,0.781,0.769,0.625,0.833,0.625,0.458,0.729
200,None,0.75,0.885,0.878,0.892,0.885,0.775,0.885,0.785,0.725,0.811,0.672,0.518,0.768,0.769,0.625,0.833,0.625,0.458,0.729
200,None,None,0.892,0.878,0.906,0.89,0.787,0.892,0.792,0.725,0.822,0.683,0.533,0.774,0.769,0.625,0.833,0.625,0.458,0.729
400,None,0.25,0.919,0.878,0.959,0.916,0.843,0.919,0.823,0.75,0.856,0.722,0.594,0.803,0.769,0.625,0.833,0.625,0.458,0.729
400,None,0.5,0.892,0.878,0.906,0.891,0.789,0.892,0.8,0.75,0.822,0.696,0.554,0.786,0.769,0.625,0.833,0.625,0.458,0.729
400,None,0.75,0.885,0.878,0.892,0.885,0.775,0.885,0.8,0.725,0.833,0.689,0.546,0.779,0.769,0.625,0.833,0.625,0.458,0.729
400,None,None,0.878,0.878,0.879,0.879,0.762,0.879,0.777,0.7,0.811,0.658,0.499,0.756,0.769,0.625,0.833,0.625,0.458,0.729
600,None,0.25,0.912,0.878,0.946,0.909,0.828,0.912,0.815,0.725,0.856,0.706,0.573,0.79,0.769,0.625,0.833,0.625,0.458,0.729
600,None,0.5,0.898,0.878,0.919,0.897,0.801,0.899,0.815,0.75,0.844,0.713,0.58,0.797,0.769,0.625,0.833,0.625,0.458,0.729
600,None,0.75,0.885,0.878,0.892,0.886,0.777,0.885,0.785,0.7,0.822,0.665,0.511,0.761,0.769,0.625,0.833,0.625,0.458,0.729
600,None,None,0.898,0.878,0.919,0.896,0.799,0.899,0.785,0.7,0.822,0.665,0.511,0.761,0.769,0.625,0.833,0.625,0.458,0.729
800,None,0.25,0.919,0.878,0.959,0.916,0.843,0.919,0.831,0.75,0.867,0.732,0.61,0.808,0.769,0.625,0.833,0.625,0.458,0.729
800,None,0.5,0.905,0.878,0.932,0.902,0.813,0.905,0.815,0.75,0.844,0.713,0.58,0.797,0.769,0.625,0.833,0.625,0.458,0.729
800,None,0.75,0.892,0.878,0.906,0.89,0.787,0.892,0.785,0.7,0.822,0.665,0.511,0.761,0.769,0.625,0.833,0.625,0.458,0.729
800,None,None,0.885,0.878,0.892,0.884,0.774,0.885,0.792,0.7,0.833,0.672,0.525,0.767,0.769,0.625,0.833,0.625,0.458,0.729
1000,None,0.25,0.912,0.878,0.946,0.909,0.828,0.912,0.831,0.775,0.856,0.737,0.614,0.815,0.769,0.625,0.833,0.625,0.458,0.729
1000,None,0.5,0.905,0.878,0.932,0.902,0.813,0.905,0.808,0.725,0.844,0.698,0.56,0.785,0.769,0.625,0.833,0.625,0.458,0.729
1000,None,0.75,0.872,0.865,0.879,0.873,0.75,0.872,0.785,0.7,0.822,0.665,0.511,0.761,0.769,0.625,0.833,0.625,0.458,0.729
1000,None,None,0.872,0.878,0.866,0.874,0.75,0.872,0.785,0.7,0.822,0.665,0.511,0.761,0.769,0.625,0.833,0.625,0.458,0.729
