n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.932,0.904,0.96,0.929,0.869,0.932,0.854,0.65,0.944,0.73,0.649,0.797,0.885,0.625,1.0,0.769,0.732,0.812
200,None,0.5,0.912,0.904,0.92,0.91,0.828,0.912,0.854,0.7,0.922,0.743,0.645,0.811,0.923,0.75,1.0,0.857,0.822,0.875
200,None,0.75,0.919,0.918,0.919,0.918,0.841,0.919,0.862,0.725,0.922,0.764,0.674,0.824,0.885,0.75,0.944,0.8,0.723,0.847
200,None,None,0.906,0.89,0.92,0.904,0.816,0.905,0.854,0.725,0.911,0.748,0.652,0.818,0.769,0.625,0.833,0.625,0.458,0.729
400,None,0.25,0.939,0.917,0.96,0.936,0.882,0.939,0.877,0.75,0.933,0.791,0.709,0.842,0.885,0.625,1.0,0.769,0.732,0.812
400,None,0.5,0.912,0.904,0.92,0.91,0.828,0.912,0.869,0.725,0.933,0.774,0.691,0.829,0.923,0.75,1.0,0.857,0.822,0.875
400,None,0.75,0.919,0.918,0.919,0.918,0.841,0.919,0.862,0.725,0.922,0.764,0.674,0.824,0.923,0.75,1.0,0.857,0.822,0.875
400,None,None,0.912,0.905,0.92,0.912,0.829,0.912,0.838,0.725,0.889,0.73,0.62,0.807,0.808,0.625,0.889,0.667,0.535,0.757
600,None,0.25,0.932,0.904,0.96,0.929,0.869,0.932,0.862,0.7,0.933,0.759,0.672,0.817,0.885,0.625,1.0,0.769,0.732,0.812
600,None,0.5,0.906,0.89,0.92,0.903,0.814,0.905,0.862,0.725,0.922,0.763,0.669,0.824,0.885,0.75,0.944,0.8,0.723,0.847
600,None,0.75,0.926,0.905,0.947,0.924,0.854,0.926,0.869,0.75,0.922,0.78,0.696,0.836,0.885,0.75,0.944,0.8,0.723,0.847
600,None,None,0.919,0.905,0.933,0.918,0.841,0.919,0.846,0.725,0.9,0.737,0.636,0.812,0.808,0.625,0.889,0.667,0.535,0.757
800,None,0.25,0.932,0.904,0.96,0.929,0.869,0.932,0.862,0.7,0.933,0.759,0.672,0.817,0.885,0.625,1.0,0.769,0.732,0.812
800,None,0.5,0.906,0.89,0.92,0.903,0.814,0.905,0.869,0.725,0.933,0.774,0.691,0.829,0.923,0.75,1.0,0.857,0.822,0.875
800,None,0.75,0.926,0.905,0.947,0.924,0.854,0.926,0.869,0.75,0.922,0.78,0.696,0.836,0.923,0.75,1.0,0.857,0.822,0.875
800,None,None,0.919,0.905,0.933,0.918,0.841,0.919,0.831,0.7,0.889,0.712,0.6,0.794,0.808,0.625,0.889,0.667,0.535,0.757
1000,None,0.25,0.932,0.904,0.96,0.929,0.869,0.932,0.862,0.7,0.933,0.759,0.672,0.817,0.885,0.625,1.0,0.769,0.732,0.812
1000,None,0.5,0.906,0.89,0.92,0.903,0.814,0.905,0.869,0.725,0.933,0.774,0.691,0.829,0.923,0.75,1.0,0.857,0.822,0.875
1000,None,0.75,0.912,0.905,0.919,0.911,0.827,0.912,0.869,0.725,0.933,0.77,0.694,0.829,0.923,0.75,1.0,0.857,0.822,0.875
1000,None,None,0.919,0.905,0.933,0.918,0.841,0.919,0.838,0.725,0.889,0.727,0.621,0.807,0.769,0.625,0.833,0.625,0.458,0.729
