n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.926,0.918,0.933,0.925,0.855,0.926,0.846,0.775,0.878,0.756,0.646,0.826,0.846,0.875,0.833,0.778,0.672,0.854
200,None,0.5,0.926,0.919,0.933,0.926,0.853,0.926,0.854,0.825,0.867,0.776,0.672,0.846,0.769,0.625,0.833,0.625,0.458,0.729
200,None,0.75,0.892,0.878,0.907,0.891,0.786,0.892,0.808,0.7,0.856,0.69,0.553,0.778,0.808,0.75,0.833,0.706,0.566,0.792
200,None,None,0.892,0.905,0.879,0.893,0.786,0.892,0.785,0.675,0.833,0.657,0.501,0.754,0.731,0.625,0.778,0.588,0.391,0.701
400,None,0.25,0.94,0.932,0.947,0.94,0.88,0.94,0.838,0.775,0.867,0.746,0.629,0.821,0.846,0.75,0.889,0.75,0.639,0.819
400,None,0.5,0.926,0.919,0.933,0.926,0.853,0.926,0.815,0.7,0.867,0.7,0.567,0.783,0.769,0.625,0.833,0.625,0.458,0.729
400,None,0.75,0.912,0.891,0.933,0.911,0.827,0.912,0.785,0.675,0.833,0.659,0.502,0.754,0.808,0.75,0.833,0.706,0.566,0.792
400,None,None,0.899,0.905,0.893,0.899,0.801,0.899,0.777,0.675,0.822,0.65,0.488,0.749,0.769,0.625,0.833,0.625,0.458,0.729
600,None,0.25,0.933,0.932,0.933,0.933,0.866,0.933,0.823,0.75,0.856,0.722,0.595,0.803,0.808,0.75,0.833,0.706,0.566,0.792
600,None,0.5,0.926,0.919,0.933,0.926,0.853,0.926,0.815,0.725,0.856,0.707,0.574,0.79,0.769,0.625,0.833,0.625,0.458,0.729
600,None,0.75,0.912,0.905,0.92,0.911,0.827,0.912,0.785,0.675,0.833,0.657,0.501,0.754,0.808,0.75,0.833,0.706,0.566,0.792
600,None,None,0.906,0.905,0.907,0.906,0.813,0.906,0.785,0.7,0.822,0.666,0.51,0.761,0.769,0.625,0.833,0.625,0.458,0.729
800,None,0.25,0.933,0.932,0.933,0.933,0.866,0.933,0.831,0.775,0.856,0.736,0.615,0.815,0.808,0.75,0.833,0.706,0.566,0.792
800,None,0.5,0.926,0.919,0.933,0.926,0.853,0.926,0.815,0.725,0.856,0.707,0.574,0.79,0.769,0.625,0.833,0.625,0.458,0.729
800,None,0.75,0.906,0.905,0.907,0.906,0.813,0.906,0.777,0.65,0.833,0.639,0.479,0.742,0.808,0.75,0.833,0.706,0.566,0.792
800,None,None,0.906,0.905,0.907,0.906,0.813,0.906,0.777,0.65,0.833,0.641,0.48,0.742,0.769,0.625,0.833,0.625,0.458,0.729
1000,None,0.25,0.94,0.932,0.947,0.94,0.88,0.94,0.838,0.8,0.856,0.753,0.637,0.828,0.808,0.75,0.833,0.706,0.566,0.792
1000,None,0.5,0.919,0.919,0.92,0.919,0.84,0.92,0.808,0.725,0.844,0.699,0.559,0.785,0.808,0.75,0.833,0.706,0.566,0.792
1000,None,0.75,0.906,0.905,0.907,0.906,0.813,0.906,0.777,0.65,0.833,0.639,0.479,0.742,0.808,0.75,0.833,0.706,0.566,0.792
1000,None,None,0.906,0.905,0.907,0.906,0.813,0.906,0.769,0.65,0.822,0.634,0.466,0.736,0.769,0.625,0.833,0.625,0.458,0.729
