n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.892,0.864,0.92,0.888,0.786,0.892,0.823,0.7,0.878,0.71,0.584,0.789,0.769,0.625,0.833,0.625,0.458,0.729
200,None,0.5,0.865,0.877,0.852,0.867,0.733,0.865,0.831,0.8,0.844,0.75,0.635,0.822,0.885,0.875,0.889,0.824,0.741,0.882
200,None,0.75,0.886,0.905,0.867,0.889,0.776,0.886,0.823,0.8,0.833,0.741,0.621,0.817,0.846,0.75,0.889,0.75,0.639,0.819
200,None,None,0.872,0.877,0.866,0.873,0.748,0.871,0.808,0.75,0.833,0.709,0.574,0.792,0.885,0.75,0.944,0.8,0.723,0.847
400,None,0.25,0.906,0.891,0.92,0.905,0.813,0.906,0.838,0.8,0.856,0.753,0.64,0.828,0.846,0.75,0.889,0.75,0.639,0.819
400,None,0.5,0.886,0.877,0.893,0.885,0.774,0.885,0.831,0.8,0.844,0.75,0.635,0.822,0.846,0.75,0.889,0.75,0.639,0.819
400,None,0.75,0.886,0.878,0.893,0.886,0.772,0.886,0.815,0.775,0.833,0.722,0.591,0.804,0.846,0.75,0.889,0.75,0.639,0.819
400,None,None,0.892,0.905,0.878,0.893,0.786,0.891,0.815,0.8,0.822,0.728,0.597,0.811,0.885,0.75,0.944,0.8,0.723,0.847
600,None,0.25,0.912,0.891,0.933,0.91,0.826,0.912,0.831,0.775,0.856,0.743,0.625,0.815,0.846,0.75,0.889,0.75,0.639,0.819
600,None,0.5,0.892,0.877,0.907,0.891,0.787,0.892,0.823,0.775,0.844,0.735,0.612,0.81,0.846,0.75,0.889,0.75,0.639,0.819
600,None,0.75,0.879,0.864,0.893,0.877,0.759,0.879,0.8,0.775,0.811,0.705,0.563,0.793,0.846,0.75,0.889,0.75,0.639,0.819
600,None,None,0.878,0.89,0.865,0.88,0.761,0.878,0.808,0.8,0.811,0.72,0.584,0.806,0.846,0.75,0.889,0.75,0.639,0.819
800,None,0.25,0.906,0.891,0.92,0.905,0.813,0.906,0.846,0.775,0.878,0.759,0.653,0.826,0.846,0.75,0.889,0.75,0.639,0.819
800,None,0.5,0.886,0.877,0.893,0.885,0.774,0.885,0.823,0.775,0.844,0.735,0.612,0.81,0.846,0.75,0.889,0.75,0.639,0.819
800,None,0.75,0.886,0.891,0.88,0.888,0.774,0.886,0.8,0.775,0.811,0.705,0.563,0.793,0.846,0.75,0.889,0.75,0.639,0.819
800,None,None,0.892,0.89,0.893,0.892,0.789,0.892,0.808,0.8,0.811,0.72,0.584,0.806,0.846,0.75,0.889,0.75,0.639,0.819
1000,None,0.25,0.912,0.891,0.933,0.911,0.827,0.912,0.838,0.775,0.867,0.751,0.64,0.821,0.846,0.75,0.889,0.75,0.639,0.819
1000,None,0.5,0.886,0.877,0.893,0.885,0.774,0.885,0.831,0.775,0.856,0.744,0.627,0.815,0.846,0.75,0.889,0.75,0.639,0.819
1000,None,0.75,0.892,0.891,0.893,0.893,0.787,0.892,0.792,0.775,0.8,0.696,0.549,0.788,0.846,0.75,0.889,0.75,0.639,0.819
1000,None,None,0.879,0.89,0.866,0.88,0.761,0.878,0.808,0.8,0.811,0.72,0.584,0.806,0.846,0.75,0.889,0.75,0.639,0.819
