n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.872,0.838,0.906,0.867,0.746,0.872,0.854,0.725,0.911,0.754,0.655,0.818,0.885,0.75,0.944,0.8,0.723,0.847
200,None,0.5,0.858,0.838,0.879,0.855,0.719,0.859,0.854,0.75,0.9,0.754,0.654,0.825,0.885,0.75,0.944,0.8,0.723,0.847
200,None,0.75,0.838,0.824,0.851,0.836,0.678,0.838,0.823,0.75,0.856,0.725,0.597,0.803,0.885,0.75,0.944,0.8,0.723,0.847
200,None,None,0.852,0.838,0.865,0.85,0.704,0.851,0.815,0.65,0.889,0.683,0.559,0.769,0.885,0.75,0.944,0.8,0.723,0.847
400,None,0.25,0.872,0.838,0.906,0.867,0.746,0.872,0.877,0.725,0.944,0.778,0.702,0.835,0.885,0.75,0.944,0.8,0.723,0.847
400,None,0.5,0.872,0.838,0.906,0.868,0.746,0.872,0.854,0.75,0.9,0.754,0.669,0.825,0.885,0.75,0.944,0.8,0.723,0.847
400,None,0.75,0.865,0.838,0.891,0.863,0.732,0.865,0.838,0.75,0.878,0.74,0.627,0.814,0.923,0.75,1.0,0.857,0.822,0.875
400,None,None,0.845,0.824,0.864,0.841,0.691,0.844,0.8,0.65,0.867,0.666,0.526,0.758,0.923,0.75,1.0,0.857,0.822,0.875
600,None,0.25,0.878,0.838,0.919,0.873,0.76,0.879,0.862,0.7,0.933,0.753,0.665,0.817,0.885,0.75,0.944,0.8,0.723,0.847
600,None,0.5,0.865,0.838,0.892,0.862,0.732,0.865,0.838,0.7,0.9,0.726,0.627,0.8,0.885,0.75,0.944,0.8,0.723,0.847
600,None,0.75,0.838,0.81,0.866,0.833,0.678,0.838,0.823,0.725,0.867,0.712,0.59,0.796,0.923,0.75,1.0,0.857,0.822,0.875
600,None,None,0.831,0.81,0.851,0.828,0.665,0.831,0.8,0.625,0.878,0.658,0.52,0.751,0.923,0.75,1.0,0.857,0.822,0.875
800,None,0.25,0.878,0.838,0.919,0.873,0.76,0.879,0.877,0.725,0.944,0.778,0.702,0.835,0.885,0.75,0.944,0.8,0.723,0.847
800,None,0.5,0.865,0.838,0.892,0.862,0.732,0.865,0.831,0.7,0.889,0.717,0.612,0.794,0.885,0.75,0.944,0.8,0.723,0.847
800,None,0.75,0.838,0.81,0.866,0.833,0.678,0.838,0.808,0.675,0.867,0.682,0.548,0.771,0.923,0.75,1.0,0.857,0.822,0.875
800,None,None,0.831,0.81,0.851,0.828,0.665,0.831,0.808,0.65,0.878,0.677,0.542,0.764,0.923,0.75,1.0,0.857,0.822,0.875
1000,None,0.25,0.878,0.838,0.919,0.873,0.76,0.879,0.862,0.7,0.933,0.753,0.665,0.817,0.885,0.75,0.944,0.8,0.723,0.847
1000,None,0.5,0.865,0.838,0.892,0.862,0.732,0.865,0.831,0.7,0.889,0.717,0.612,0.794,0.885,0.75,0.944,0.8,0.723,0.847
1000,None,0.75,0.838,0.81,0.866,0.833,0.678,0.838,0.815,0.675,0.878,0.69,0.562,0.776,0.962,0.875,1.0,0.933,0.91,0.938
1000,None,None,0.845,0.825,0.865,0.842,0.691,0.845,0.808,0.65,0.878,0.674,0.542,0.764,0.885,0.75,0.944,0.8,0.723,0.847
