n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.899,0.866,0.932,0.896,0.802,0.899,0.815,0.825,0.811,0.733,0.604,0.818,0.846,0.875,0.833,0.778,0.672,0.854
200,None,0.5,0.892,0.838,0.947,0.886,0.79,0.892,0.815,0.775,0.833,0.718,0.587,0.804,0.846,0.875,0.833,0.778,0.672,0.854
200,None,0.75,0.872,0.852,0.893,0.87,0.749,0.873,0.831,0.775,0.856,0.735,0.614,0.815,0.846,0.875,0.833,0.778,0.672,0.854
200,None,None,0.859,0.838,0.88,0.857,0.722,0.859,0.808,0.775,0.822,0.71,0.574,0.799,0.846,0.875,0.833,0.778,0.672,0.854
400,None,0.25,0.906,0.866,0.947,0.903,0.817,0.906,0.815,0.825,0.811,0.731,0.604,0.818,0.846,0.875,0.833,0.778,0.672,0.854
400,None,0.5,0.886,0.838,0.933,0.88,0.776,0.886,0.823,0.8,0.833,0.735,0.608,0.817,0.846,0.875,0.833,0.778,0.672,0.854
400,None,0.75,0.872,0.838,0.907,0.869,0.75,0.872,0.823,0.775,0.844,0.726,0.6,0.81,0.846,0.875,0.833,0.778,0.672,0.854
400,None,None,0.859,0.838,0.88,0.857,0.722,0.859,0.823,0.8,0.833,0.735,0.608,0.817,0.846,0.875,0.833,0.778,0.672,0.854
600,None,0.25,0.899,0.866,0.933,0.897,0.804,0.9,0.815,0.825,0.811,0.731,0.604,0.818,0.846,0.875,0.833,0.778,0.672,0.854
600,None,0.5,0.879,0.838,0.92,0.874,0.763,0.879,0.823,0.8,0.833,0.735,0.608,0.817,0.846,0.875,0.833,0.778,0.672,0.854
600,None,0.75,0.872,0.838,0.907,0.869,0.75,0.872,0.823,0.775,0.844,0.726,0.6,0.81,0.846,0.875,0.833,0.778,0.672,0.854
600,None,None,0.879,0.838,0.92,0.874,0.763,0.879,0.823,0.8,0.833,0.735,0.608,0.817,0.846,0.875,0.833,0.778,0.672,0.854
800,None,0.25,0.899,0.866,0.933,0.897,0.804,0.9,0.831,0.825,0.833,0.747,0.629,0.829,0.846,0.875,0.833,0.778,0.672,0.854
800,None,0.5,0.872,0.838,0.907,0.868,0.751,0.872,0.823,0.8,0.833,0.735,0.608,0.817,0.846,0.875,0.833,0.778,0.672,0.854
800,None,0.75,0.872,0.838,0.907,0.869,0.75,0.872,0.815,0.775,0.833,0.718,0.587,0.804,0.846,0.875,0.833,0.778,0.672,0.854
800,None,None,0.879,0.838,0.92,0.874,0.763,0.879,0.815,0.8,0.822,0.725,0.595,0.811,0.846,0.875,0.833,0.778,0.672,0.854
1000,None,0.25,0.899,0.866,0.933,0.897,0.804,0.9,0.823,0.8,0.833,0.733,0.608,0.817,0.846,0.875,0.833,0.778,0.672,0.854
1000,None,0.5,0.879,0.838,0.92,0.874,0.763,0.879,0.831,0.825,0.833,0.75,0.63,0.829,0.846,0.875,0.833,0.778,0.672,0.854
1000,None,0.75,0.872,0.838,0.907,0.869,0.75,0.872,0.815,0.775,0.833,0.718,0.587,0.804,0.846,0.875,0.833,0.778,0.672,0.854
1000,None,None,0.872,0.838,0.907,0.869,0.75,0.872,0.815,0.8,0.822,0.725,0.595,0.811,0.846,0.875,0.833,0.778,0.672,0.854
