Index,position,attribute,F_val,p_val
6417,44,HOXC8,10.8563,0.001273846
12049,45,RASEF,10.774915,0.001326495
4816,46,FAM20C,10.728814,0.0013573038
13165,47,SGK2,10.721142,0.0013625021
12341,48,RHPN2,10.706447,0.0013725157
16140,49,VASN,10.665773,0.0014006273
15876,50,UBE2O,10.662593,0.0014028503
12540,51,RPGRIP1,10.511147,0.0015130087
12353,52,RIMBP2,10.4943,0.0015257999
1387,53,BICD1,10.465428,0.0015479799
13767,54,SMOX,10.443056,0.0015653947
709,55,AP1S3,10.410321,0.0015912391
12209,56,RELB,10.370374,0.001623373
2546,57,CENPI,10.352378,0.001638066
11100,58,PMEPA1,10.31567,0.001668462
5700,59,GMDS,10.275208,0.0017026383
13005,60,SEH1L,10.265415,0.0017110179
16014,61,UPB1,10.219278,0.0017510689
12918,62,SCN5A,10.211837,0.0017576185
16725,63,ZNF133,10.210988,0.0017583672
1195,64,AURKC,10.179647,0.001786241
4331,65,EIF2AK2,10.163879,0.0018004362
11546,66,PRPF39,10.145199,0.0018174035
6765,67,IL1RL2,10.122022,0.0018386837
15247,68,TMSB15B,10.072167,0.0018853302
2467,69,CDKL3,10.071051,0.001886389
8924,70,MTMR4,10.068887,0.0018884421
16267,71,VWDE,10.010014,0.0019451935
5672,72,GLRA1,9.998404,0.0019565907
3522,73,CYP39A1,9.980344,0.0019744555
4603,74,ETNK1,9.887392,0.0020690951
3786,75,DEPDC1B,9.875847,0.0020811714
5812,76,GPATCH1,9.828146,0.00213184
8271,77,MAP7D2,9.757919,0.0022087556
16083,78,USP37,9.720248,0.0022511855
6680,79,IGF2BP3,9.707802,0.002265388
6918,80,IQGAP3,9.695435,0.002279591
4666,81,EZH2,9.68308,0.0022938717
9289,82,NEDD4,9.675577,0.0023025884
4079,83,DPY19L4,9.636171,0.002348935
701,84,AP1AR,9.619324,0.0023690418
4539,85,ERC1,9.609406,0.0023809604
2903,86,CLSTN3,9.56123,0.0024397431
9824,87,OLA1,9.557287,0.0024446193
7208,88,KCTD14,9.5549755,0.0024474831
15228,89,TMPO,9.552402,0.002450676
16581,90,ZC3HAV1L,9.5033045,0.002512403
1286,91,BAZ1B,9.4464445,0.0025858944
991,92,ARX,9.395227,0.0026539867
7119,93,KCNB2,9.382917,0.002670626
2766,94,CIRBP,9.3828745,0.0026706841
13568,95,SLC38A6,9.372296,0.0026850686
3791,96,DERA,9.358216,0.002704339
11845,97,PYGB,9.352309,0.002712466
338,98,AFAP1,9.334165,0.0027375869
4199,99,E2F3,9.3313875,0.0027414528
5266,100,FREM1,9.320041,0.002757307
9544,101,NPAS2,9.2777,0.0028173046
11070,102,PLOD2,9.263009,0.0028384356
7954,103,LRPPRC,9.22203,0.0028982442
8279,104,MAPK14,9.162841,0.0029869294
14316,105,STRN,9.119092,0.0030542738
1194,106,AURKB,9.102923,0.0030795569
8354,107,MBOAT2,9.083555,0.0031101273
14608,108,TBC1D22B,9.077678,0.003119466
6750,109,IL17REL,9.071967,0.003128567
9361,110,NFKBIE,9.057552,0.0031516622
6145,111,HAVCR1,9.04662,0.0031692944
9588,112,NPY,9.024774,0.0032048363
3630,113,DCHS2,9.020034,0.0032126012
5401,114,GAD1,8.947363,0.003334114
12201,115,REEP6,8.9320965,0.0033602375
11028,116,PLEKHA6,8.923797,0.0033745284
1169,117,ATP9A,8.915643,0.003388629
9044,118,MYO16,8.91497,0.0033897944
14349,119,STYXL1,8.9101715,0.0033981246
9539,120,NOX5,8.888179,0.003436571
4680,121,F5,8.874929,0.0034599493
6411,122,HOXC11,8.874743,0.0034602785
12841,123,SART3,8.874136,0.0034613544
11474,124,PRKAA2,8.872725,0.0034638555
2521,125,CEBPZ,8.833731,0.003533696
16488,126,YPEL1,8.8299465,0.0035405506
9761,127,NWD1,8.809841,0.0035771995
11740,128,PTGES3,8.762104,0.003665792
13820,129,SNRNP48,8.730771,0.0037251683
568,130,ANAPC1,8.724172,0.0037378003
7295,131,KIF18B,8.6906,0.003802746
13065,132,SERPINA3,8.685645,0.0038124307
2063,133,CBX5,8.665671,0.0038517253
727,134,APAF1,8.650537,0.0038817783
7003,135,ITGB8,8.6262455,0.00393052
4377,136,EIF5B,8.618879,0.0039454247
2681,137,CHM,8.602134,0.0039795255
10942,138,PKDCC,8.594446,0.0039952826
13460,139,SLC25A40,8.59054,0.0040033134
10930,140,PIWIL1,8.58719,0.004010215
3376,141,CTNNBL1,8.584594,0.0040155705
10241,142,ORC6,8.5810795,0.004022833
14387,143,SUPT3H,8.571088,0.004043555
13141,144,SFSWAP,8.561822,0.0040628705
1431,145,BMS1,8.543131,0.0041021234
16630,146,ZFAND3,8.523531,0.0041437056
2962,147,CNOT6,8.519277,0.0041527883
1468,148,BRAP,8.510618,0.004171338
17111,149,ZNF713,8.504908,0.004183619
15300,150,TNFSF4,8.501189,0.004191635
4957,151,FBXO16,8.500131,0.0041939206
6412,152,HOXC12,8.493495,0.004208274
3880,153,DKK1,8.464635,0.004271293
9520,154,NOP56,8.462729,0.004275488
408,155,AIG1,8.461382,0.0042784573
13201,156,SH3D21,8.369856,0.0044851936
17155,157,ZNF783,8.340943,0.004552623
911,158,ARL14,8.33722,0.0045613814
14307,159,STOX1,8.333562,0.0045700045
10947,160,PKIB,8.317269,0.0046086134
3468,161,CYB5A,8.314714,0.0046146982
5498,162,GBX1,8.299653,0.004650738
3777,163,DENND2D,8.292984,0.004666789
11022,164,PLEK2,8.281655,0.004694186
5421,165,GAK,8.267612,0.004728378
2384,166,CDC42BPB,8.255066,0.0047591436
7313,167,KIF2C,8.251545,0.004767814
10397,168,PANK2,8.224134,0.004835878
9005,169,MYEOV,8.217084,0.004853547
14437,170,SYNCRIP,8.188618,0.004925566
84,171,ABHD3,8.1797,0.0049483543
16095,172,USP49,8.178627,0.004951103
8677,173,MOCOS,8.175955,0.0049579567
8467,174,MELK,8.170469,0.0049720565
1829,175,C8orf37,8.15653,0.005008071
4888,176,FANCA,8.130381,0.005076365
8096,177,LY75-CD302,8.111342,0.0051266905
4383,178,ELAVL2,8.10438,0.0051452243
28,179,ABCA12,8.101616,0.0051526004
9584,180,NPTX2,8.090442,0.0051825335
4638,181,EXOC5,8.062532,0.0052580843
4202,182,E2F6,8.045634,0.00530438
17192,183,ZNF843,8.045356,0.0053051463
15099,184,TMEM182,8.011086,0.005400346
15980,185,UHRF2,8.009447,0.005404944
4424,186,EMID1,8.002685,0.0054239547
1527,187,BTG2,8.000482,0.0054301624
16810,188,ZNF28,7.943066,0.005594573
1543,189,BUB1,7.916791,0.0056715207
14270,190,STIL,7.9165797,0.005672144
15809,191,TXNIP,7.913332,0.0056817317
16218,192,VPS37A,7.8809195,0.0057783425
1577,193,C11orf80,7.8631606,0.0058319946
14680,194,TCERG1,7.852359,0.00586488
2431,195,CDHR2,7.848713,0.0058760233
8468,196,MEMO1,7.838852,0.0059062713
2642,197,CHAF1B,7.834998,0.0059181363
7317,198,KIF4A,7.827789,0.0059403987
15393,199,TPD52L2,7.818278,0.005969901
8991,200,MYBL2,7.8067007,0.006006017
14448,201,SYNJ2,7.7804103,0.006088875
14343,202,STXBP4,7.756973,0.006163738
6802,203,IL5RA,7.7144966,0.0063018505
10341,204,PABPC1L,7.7098503,0.0063171512
12343,205,RIBC2,7.7047806,0.0063338904
14110,206,SRC,7.6873555,0.0063917744
11063,207,PLK2,7.6780257,0.0064229914
8580,208,MINK1,7.6753674,0.0064319153
9041,209,MYO10,7.666671,0.0064611975
11550,210,PRPF4B,7.661849,0.006477493
3684,211,DDX11,7.654477,0.006502488
6415,212,HOXC5,7.6543794,0.00650282
7291,213,KIF15,7.6542077,0.0065034037
12483,214,RNF34,7.633635,0.0065736976
14309,215,STRA6,7.625344,0.0066022496
16473,216,YES1,7.6108785,0.0066523706
4019,217,DNPEP,7.60316,0.0066792755
15580,218,TRNT1,7.5990963,0.0066934857
11980,219,RAD9B,7.596497,0.006702591
13491,220,SLC29A2,7.591481,0.0067201992
9797,221,OCIAD2,7.564715,0.0068149734
13441,222,SLC25A23,7.557038,0.0068424116
3703,223,DDX42,7.546632,0.006879785
2473,224,CDKN2A,7.541519,0.006898225
13597,225,SLC44A3,7.5265856,0.006952379
11819,226,PUS1,7.5263357,0.006953289
6496,227,HSF2BP,7.521218,0.0069719516
7017,228,ITPA,7.5012274,0.0070453472
712,229,AP2B1,7.474323,0.0071453936
5225,230,FOXG1,7.47182,0.0071547753
8382,231,MCM3,7.4675694,0.0071707373
12468,232,RNF212,7.4615216,0.0071935114
3745,233,DEFB108B,7.4405456,0.0072730836
15748,234,TTYH3,7.4250426,0.0073324796
1655,235,C19orf57,7.403227,0.007416914
9134,236,NANOS1,7.390758,0.0074656247
13559,237,SLC37A3,7.3824587,0.0074982303
11975,238,RAD52,7.3716507,0.007540913
2502,239,CDYL,7.3627105,0.0075764097
9288,240,NEDD1,7.346158,0.0076425886
9446,241,NLN,7.3344336,0.0076898267
2588,242,CEPT1,7.3282433,0.0077148895
2487,243,CDRT15,7.3167877,0.0077614933
4754,244,FAM151A,7.3113317,0.007783792
14507,245,TADA2A,7.2959695,0.007846936
6287,246,HIRA,7.288352,0.007878442
6342,247,HMGXB3,7.2711377,0.007950126
136,248,ACHE,7.255727,0.0080148745
5478,249,GATA4,7.241798,0.008073866
8853,250,MSH2,7.2416115,0.008074659
12243,251,RFFL,7.2268896,0.0081375055
13678,252,SLC9A7,7.2128153,0.008198062
16237,253,VSIG10,7.206868,0.008223791
10452,254,PATE4,7.206054,0.0082273185
14059,255,SPOPL,7.2053504,0.00823037
16444,256,XPO1,7.1423993,0.00850813
6995,257,ITGB1BP2,7.11496,0.008632227
3377,258,CTNND1,7.11259,0.008643035
5383,259,GABRA2,7.1086307,0.008661118
6653,260,IFNGR1,7.095984,0.008719146
3710,261,DDX51,7.0951223,0.008723114
16063,262,USP18,7.08569,0.008766676
1485,263,BRIP1,7.0856876,0.008766687
4945,264,FBXL2,7.0760555,0.008811405
665,265,ANLN,7.0737705,0.008822048
10890,266,PIK3IP1,7.0557857,0.008906284
14585,267,TASP1,7.0491633,0.008937511
6748,268,IL17RD,7.038254,0.008989202
3820,269,DHDDS,7.03017,0.009027705
15121,270,TMEM203,7.0276365,0.009039806
8258,271,MAP3K7,7.01584,0.0090963775
3784,272,DENR,7.0133667,0.009108285
2915,273,CMAS,7.0095334,0.009126772
14791,274,TFAP2A,7.0082545,0.009132949
4735,275,FAM122B,7.0021167,0.009162652
4896,276,FANCL,6.9977956,0.009183624
2880,277,CLMP,6.98937,0.00922466
3569,278,DAGLB,6.9879174,0.009231754
3198,279,CREB3,6.985374,0.009244188
5249,280,FOXP4,6.983235,0.0092546595
14527,281,TAF6,6.975072,0.0092947325
14566,282,TAS2R19,6.972147,0.009309134
16302,283,WDR35,6.9594655,0.009371848
2726,284,CHRNE,6.953036,0.009403812
90,285,ABI2,6.941954,0.009459168
12106,286,RBM19,6.940226,0.00946783
36,287,ABCA8,6.924474,0.009547176
9183,288,NCAPD2,6.9151163,0.009594637
9142,289,NAP1L4,6.9148455,0.009596014
1559,290,C10orf88,6.9133115,0.009603819
2900,291,CLSPN,6.9129386,0.009605717
1291,292,BBOX1,6.8931966,0.009706775
11368,293,PPP2R2C,6.8904614,0.009720863
5762,294,GNRH2,6.890267,0.009721866
10234,295,ORAI2,6.886749,0.009740019
7402,296,KLHL38,6.885365,0.00974717
8504,297,METTL7A,6.8737316,0.009807496
2938,298,CNGA1,6.8725085,0.009813861
13242,299,SHMT2,6.860211,0.009878097
8386,300,MCM6,6.8338795,0.010017111
13066,301,SERPINA4,6.8322015,0.010026039
16822,302,ZNF292,6.803313,0.010181038
3412,303,CUL3,6.7977633,0.010211097
1448,304,BOP1,6.7785497,0.010315883
14729,305,TDRD5,6.768582,0.010370685
9424,306,NKRF,6.7679167,0.010374352
2000,307,CARHSP1,6.7554207,0.010443507
2054,308,CBWD1,6.7546844,0.010447596
6885,309,INTU,6.735948,0.010552227
15723,310,TTC9B,6.7243133,0.010617747
3840,311,DHX15,6.7201447,0.010641324
16788,312,ZNF239,6.719458,0.010645214
4106,313,DSCAML1,6.7162466,0.010663422
5234,314,FOXK2,6.7113347,0.0106913345
14512,315,TAF11,6.7081733,0.01070934
11530,316,PROKR1,6.6994023,0.010759457
13445,317,SLC25A27,6.6916866,0.010803747
11440,318,PRDM4,6.688907,0.010819748
10982,319,PLAA,6.6862745,0.010834927
3454,320,CXXC5,6.6783776,0.0108805895
8593,321,MKI67,6.6706266,0.010925604
16734,322,ZNF143,6.668263,0.010939369
10240,323,ORC5,6.6678653,0.010941687
7033,324,IWS1,6.6635575,0.010966826
798,325,AQP2,6.6494374,0.011049651
597,326,ANKH,6.637834,0.0111182
8919,327,MTMR11,6.635319,0.011133115
10238,328,ORC3,6.6329546,0.011147158
14521,329,TAF2,6.6306686,0.011160752
8479,330,MEST,6.620814,0.011219551
2568,331,CEP192,6.604673,0.011316555
11857,332,QPCT,6.600308,0.011342936
15574,333,TRMT6,6.579187,0.011471499
8499,334,METTL2B,6.5660505,0.011552224
6374,335,HNRNPU,6.5591955,0.011594582
6736,336,IL13RA2,6.554564,0.011623294
7305,337,KIF23,6.55133,0.011643385
1208,338,AXIN1,6.526451,0.011799162
12469,339,RNF213,6.521723,0.011829012
15453,340,TRAPPC10,6.5152693,0.01186988
8246,341,MAP3K1,6.5072327,0.01192098
1379,342,BHLHB9,6.499668,0.011969287
7246,343,KEL,6.492185,0.012017273
13418,344,SLC23A1,6.4758515,0.012122714
1425,345,BMP8A,6.475048,0.012127926
5110,346,FIBCD1,6.4575853,0.012241772
4100,347,DROSHA,6.453283,0.012269992
9101,348,NAA25,6.449793,0.012292933
6725,349,IL10,6.432166,0.012409482
2337,350,CD59,6.4320807,0.012410049
15314,351,TNNC1,6.4314623,0.012414159
4556,352,ERI1,6.4218836,0.012478001
4766,353,FAM161A,6.421307,0.012481855
10944,354,PKHD1,6.4114795,0.012547733
13812,355,SNN,6.401996,0.012611646
11906,356,RAB33A,6.3850126,0.012726956
12700,357,RSPH3,6.3668056,0.012851793
17194,358,ZNF845,6.3650265,0.01286406
3004,359,COG6,6.360243,0.012897103
5121,360,FIP1L1,6.3494825,0.012971753
15701,361,TTC27,6.344559,0.013006059
11873,362,R3HDML,6.343215,0.0130154425
1439,363,BNIPL,6.3406167,0.013033599
15510,364,TRIM37,6.3386374,0.013047448
15931,365,UCHL3,6.32407,0.013149848
10265,366,OSGIN2,6.317466,0.013196547
4016,367,DNMT3A,6.294651,0.013359206
1329,368,BCL2L14,6.2816486,0.01345284
10622,369,PDE6D,6.2693577,0.013541981
7406,370,KLHL7,6.244646,0.013723071
241,371,ADAM33,6.2376738,0.013774619
3205,372,CREBL2,6.234655,0.013797002
16045,373,USE1,6.23365,0.013804459
729,374,APBA2,6.229988,0.013831677
6716,375,IKBIP,6.2190766,0.013913105
12792,376,SAA2,6.212058,0.013965747
14932,377,TIPRL,6.1967263,0.014081463
1192,378,AURKA,6.1936126,0.014105086
3064,379,COMMD8,6.1886153,0.014143085
6966,380,ISOC2,6.182717,0.014188074
2386,381,CDC42EP1,6.1753507,0.014244467
6481,382,HSD17B13,6.1652646,0.014322062
2110,383,CCDC150,6.164251,0.014329886
6719,384,IKBKG,6.157574,0.014381523
792,385,APTX,6.157573,0.014381531
1357,386,BEND3,6.155732,0.014395803
15293,387,TNFSF12,6.1542716,0.014407137
7286,388,KIF11,6.149411,0.014444919
7956,389,LRRC1,6.1461506,0.014470324
4655,390,EXT1,6.1362476,0.014547767
14046,391,SPIRE2,6.121823,0.014661347
5107,392,FHL5,6.117677,0.01469416
14530,393,TAF7L,6.11169,0.014741684
13232,394,SHISA2,6.111591,0.014742472
5875,395,GPR173,6.09867,0.014845587
13453,396,SLC25A34,6.0945644,0.01487851
16507,397,YY2,6.092555,0.01489465
16398,398,WRN,6.0915523,0.014902712
4961,399,FBXO22,6.0886145,0.014926356
8908,400,MTHFD1L,6.0842595,0.014961479
14562,401,TAS2R10,6.0792284,0.015002162
1042,402,ASPM,6.077807,0.015013677
5743,403,GNG4,6.0685163,0.015089168
895,404,ARID1B,6.064605,0.015121065
9168,405,NBN,6.0587106,0.015169274
14113,406,SRD5A1,6.0513344,0.015229825
2907,407,CLTCL1,6.050025,0.015240599
10691,408,PECR,6.0486937,0.015251564
3053,409,COLEC12,6.048156,0.015255995
16847,410,ZNF33B,6.0388694,0.015332723
14030,411,SPIN4,6.029245,0.01541267
3711,412,DDX52,6.027847,0.01542432
4613,413,ETV6,6.0259395,0.015440227
8120,414,LYSMD1,6.0214195,0.015477993
9633,415,NRIP1,6.0051794,0.015614483
7195,416,KCNS2,5.983713,0.015796827
4092,417,DRD1,5.981537,0.015815437
12312,418,RHBDL2,5.971067,0.015905289
4443,419,ENC1,5.9678197,0.015933264
6813,420,ILF3,5.9599786,0.016001029
27,421,ABCA10,5.9572577,0.016024614
12040,422,RASA1,5.9555097,0.016039785
9781,423,OAS1,5.9509277,0.016079623
5535,424,GDF5,5.9487967,0.016098186
4546,425,ERCC6,5.9479795,0.016105313
12309,426,RHBDF1,5.9457765,0.016124535
9022,427,MYL1,5.944668,0.01613422
15213,428,TMEM91,5.940889,0.01616727
14763,429,TES,5.9402366,0.016172983
6410,430,HOXC10,5.9399915,0.016175129
16279,431,WBP2NL,5.938495,0.016188242
16756,432,ZNF195,5.9378853,0.01619359
13,433,AADAT,5.925089,0.016306225
13560,434,SLC37A4,5.9212337,0.01634032
2664,435,CHEK1,5.9195886,0.016354892
8401,436,MDFI,5.9193387,0.016357107
16004,437,UNC5CL,5.915417,0.016391901
15118,438,TMEM200C,5.914172,0.016402964
8894,439,MTA3,5.911824,0.016423848
9517,440,NOP14,5.907151,0.016465496
1716,441,C1orf87,5.905643,0.016478961
5650,442,GLCE,5.899938,0.01653
13347,443,SLC13A3,5.894251,0.016581044
12482,444,RNF32,5.889441,0.016624343
12888,445,SCGB1A1,5.889051,0.01662786
12830,446,SAP30BP,5.8851743,0.016662851
6401,447,HOXB13,5.882972,0.016682765
14592,448,TAZ,5.870307,0.01679776
3816,449,DGKZ,5.867458,0.016823744
14023,450,SPIB,5.855143,0.016936537
13860,451,SNX27,5.846345,0.017017605
2220,452,CCNA2,5.8452663,0.017027572
12347,453,RICTOR,5.8399262,0.017077005
15239,454,TMPRSS3,5.8361616,0.017111944
14571,455,TAS2R38,5.8199525,0.017263234
9119,456,NADK,5.818992,0.017272241
14185,457,SSTR2,5.8159614,0.0173007
364,458,AGFG1,5.8123994,0.01733421
6326,459,HMGA1,5.810573,0.017351417
16528,460,ZBTB2,5.8054824,0.017399475
3852,461,DHX57,5.791119,0.017535822
16421,462,XBP1,5.7878194,0.017567303
7292,463,KIF16B,5.7875104,0.017570253
57,464,ABCC9,5.785874,0.017585892
15704,465,TTC3,5.7811694,0.017630927
8678,466,MOCS1,5.7734423,0.01770516
14616,467,TBC1D30,5.771874,0.017720265
5340,468,FXYD2,5.7705235,0.017733283
4979,469,FBXO43,5.7612095,0.017823346
10740,470,PFKP,5.7588944,0.017845804
1660,471,C1GALT1,5.7581882,0.017852662
16622,472,ZDHHC8,5.7522593,0.017910339
14122,473,SRGAP1,5.7446303,0.017984841
13440,474,SLC25A22,5.7215486,0.018212235
9230,475,NDRG2,5.7156863,0.018270465
12675,476,RRM2,5.7071705,0.0183554
15191,477,TMEM65,5.704609,0.01838103
13732,478,SMARCA1,5.6959586,0.018467857
13630,479,SLC5A6,5.6922307,0.018505407
8895,480,MTAP,5.6863794,0.018564507
956,481,ARNTL2,5.6828804,0.018599942
11201,482,POLR3B,5.681371,0.01861525
524,483,ALPK3,5.677596,0.018653594
4616,484,EVC2,5.670031,0.018730681
8977,485,MX1,5.6668663,0.01876303
10250,486,OSBPL10,5.663337,0.01879917
13609,487,SLC48A1,5.6631784,0.018800799
6679,488,IGF2BP2,5.660176,0.018831609
4238,489,EDA,5.6573873,0.01886027
5976,490,GRIN1,5.655225,0.018882526
4855,491,FAM72A,5.653941,0.01889575
7779,492,LGR4,5.653246,0.018902918
8508,493,MEX3A,5.6497397,0.018939104
6622,494,IFI44L,5.6466656,0.018970892
11470,495,PRIM1,5.6420264,0.019018967
9397,496,NINL,5.640501,0.019034803
16184,497,VIPR2,5.639113,0.019049225
10466,498,PAXIP1,5.6377687,0.019063203
6536,499,HSPH1,5.633979,0.019102667
6214,500,HELLS,5.6289372,0.0191553
1739,501,C2CD4A,5.623562,0.019211583
8543,502,MGAT4B,5.6219664,0.019228322
10604,503,PDE10A,5.6172957,0.019277412
2362,504,CDA,5.6136017,0.019316332
12840,505,SART1,5.609845,0.019355994
9501,506,NOL10,5.6051836,0.01940533
7181,507,KCNMB2,5.6031113,0.019427303
4198,508,E2F2,5.600619,0.019453768
15273,509,TNFRSF10D,5.598938,0.019471636
10380,510,PAK1,5.5922537,0.019542862
5918,511,GPR89A,5.5874424,0.0195943
14574,512,TAS2R40,5.585799,0.019611899
351,513,AGAP1,5.58451,0.019625721
7670,514,LATS1,5.5844884,0.01962595
4516,515,EPM2AIP1,5.5832243,0.019639513
971,516,ARRDC2,5.5808034,0.01966551
14927,517,TINAG,5.5682254,0.019801168
13870,518,SNX7,5.5628104,0.01985987
16281,519,WDFY1,5.5611796,0.019877585
17050,520,ZNF630,5.546128,0.020041874
4440,521,EN2,5.5450487,0.020053707
3555,522,D2HGDH,5.53698,0.020142414
4583,523,ESPL1,5.5273643,0.020248672
13124,524,SF3A2,5.5270863,0.020251751
7203,525,KCTD1,5.521432,0.020314516
15620,526,TSFM,5.517032,0.020363497
16285,527,WDHD1,5.5100703,0.020441253
16989,528,ZNF564,5.50781,0.020466562
15253,529,TMTC4,5.5072536,0.020472798
11560,530,PRR11,5.5014443,0.020538025
6789,531,IL32,5.5001106,0.02055303
14949,532,TLE6,5.496451,0.020594265
6077,533,GTSE1,5.4959197,0.020600257
15885,534,UBE2V2,5.494928,0.02061145
8858,535,MSH6,5.4871383,0.020699583
13756,536,SMG5,5.483928,0.020736016
11351,537,PPP1R3B,5.4820995,0.020756802
15048,538,TMEM132A,5.481269,0.02076625
1279,539,BARX2,5.4806323,0.020773495
1799,540,C5orf58,5.4804196,0.020775914
14018,541,SPG7,5.4803247,0.020776995
4906,542,FARSB,5.4728856,0.020861862
5790,543,GOLT1B,5.4690485,0.02090578
5850,544,GPR135,5.4684315,0.02091285
16233,545,VRK2,5.466805,0.020931501
9056,546,MYO3A,5.4457192,0.021174882
1696,547,C1orf159,5.43162,0.021339275
15893,548,UBE4B,5.431059,0.021345846
3399,549,CTTN,5.424607,0.021421546
616,550,ANKRD17,5.4205513,0.021469273
10681,551,PDZK1,5.4135756,0.021551624
527,552,ALS2,5.405309,0.021649644
13152,553,SFXN1,5.395194,0.021770222
6074,554,GTPBP4,5.3907266,0.0218237
2479,555,CDKN3,5.38165,0.021932779
3716,556,DDX58,5.3790264,0.021964414
7643,557,LAMC2,5.37718,0.021986706
843,558,ARHGAP21,5.375645,0.022005256
12137,559,RBMX,5.3643475,0.022142299
8229,560,MAOA,5.3638587,0.022148248
1336,561,BCL7A,5.355003,0.022256328
10508,562,PCDHA7,5.3538055,0.022270983
3783,563,DENND5B,5.3507447,0.022308493
204,564,ACTR3B,5.349154,0.022328014
13320,565,SLAIN2,5.345409,0.022374041
13087,566,SERPINE2,5.345041,0.022378571
14311,567,STRADA,5.340591,0.022433402
5957,568,GREB1L,5.3337975,0.022517383
10773,569,PGM3,5.333396,0.022522356
12647,570,RPS6KA4,5.3280425,0.022588784
10658,571,PDLIM7,5.327765,0.022592233
1979,572,CAPN9,5.3109794,0.022801885
14284,573,STK31,5.291536,0.02304729
1057,574,ATAD2,5.2835255,0.023149198
7879,575,LMOD1,5.279716,0.023197828
9770,576,NXPH1,5.2762475,0.023242198
14164,577,SS18,5.272663,0.023288146
13217,578,SHANK2,5.2685738,0.023340682
4943,579,FBXL18,5.2547946,0.023518622
4781,580,FAM171A1,5.2502947,0.02357704
4745,581,FAM133B,5.247974,0.02360723
13993,582,SPATS2L,5.242688,0.023676137
8319,583,MASTL,5.2331095,0.02380155
2543,584,CENPE,5.2291784,0.02385322
2659,585,CHD6,5.226849,0.023883894
9788,586,OAZ3,5.2258797,0.023896672
17223,587,ZP3,5.2257094,0.023898916
16656,588,ZFP91,5.225409,0.023902878
10922,589,PITPNC1,5.225404,0.023902947
14694,590,TCF7L2,5.223278,0.023930999
16947,591,ZNF512,5.223057,0.02393392
9795,592,OCEL1,5.207836,0.024135813
9163,593,NBAS,5.202577,0.024205988
13880,594,SOCS5,5.199573,0.02424617
1102,595,ATOH8,5.196942,0.02428142
5289,596,FRYL,5.1942673,0.024317307
13948,597,SPAG16,5.1903186,0.024370393
14246,598,STARD5,5.1869836,0.024415324
332,599,ADRM1,5.1855917,0.0244341
5264,600,FRAT1,5.185187,0.024439564
3608,601,DCAF13,5.1844397,0.024449654
6483,602,HSD17B2,5.181708,0.024486577
16432,603,XKR4,5.17991,0.024510907
10502,604,PCDHA13,5.178949,0.024523927
16763,605,ZNF207,5.177104,0.024548935
13016,606,SEMA3C,5.1663127,0.024695758
8321,607,MAT2A,5.1591187,0.024794148
11499,608,PRKD3,5.15721,0.024820324
959,609,ARPC2,5.153954,0.024865039
11976,610,RAD54B,5.151533,0.02489834
17158,611,ZNF786,5.151416,0.024899956
14958,612,TLR2,5.1503057,0.024915244
16870,613,ZNF385C,5.1497917,0.024922326
3005,614,COG7,5.1476417,0.024951972
1334,615,BCL6,5.1476316,0.02495211
2944,616,CNIH2,5.1381164,0.02508376
7862,617,LMAN2L,5.1361175,0.025111508
15764,618,TUBB3,5.133942,0.025141742
3965,619,DNAJB7,5.129687,0.025200997
7032,620,IVNS1ABP,5.1286902,0.025214896
