Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-20.8,27.2,0.0,0.892,0.95,0.833,0.898,0.791,0.892,0.633,0.495,0.677,0.396,0.154,0.586,0.709,0.526,0.767,0.465,0.272,0.646
linear,5,-52.5,46.2,-0.7,0.865,0.967,0.762,0.877,0.747,0.865,0.592,0.589,0.593,0.41,0.157,0.591,0.658,0.579,0.683,0.449,0.231,0.631
linear,10,-82.3,64.2,-0.5,0.862,0.946,0.779,0.873,0.737,0.862,0.592,0.505,0.62,0.374,0.11,0.563,0.671,0.526,0.717,0.435,0.219,0.621
linear,15,-101.3,83.3,-1.8,0.854,0.975,0.733,0.87,0.731,0.854,0.542,0.589,0.527,0.384,0.1,0.558,0.557,0.579,0.55,0.386,0.11,0.564
