Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.5,-0.4,-0.5,0.289,1.0,0.0,0.448,0.0,0.5,0.308,1.0,0.0,0.471,0.0,0.5,0.308,1.0,0.0,0.471,0.0,0.5
RBF,1,0.01,-1.6,0.9,0.0,0.895,0.733,0.96,0.796,0.744,0.847,0.908,0.825,0.944,0.845,0.781,0.885,0.923,0.875,0.944,0.875,0.819,0.91
RBF,1,0.001,-1.5,1.2,-0.2,0.875,0.667,0.96,0.753,0.684,0.813,0.838,0.825,0.844,0.758,0.644,0.835,0.846,0.875,0.833,0.778,0.672,0.854
RBF,1,0.0001,0.2,0.9,0.6,0.788,0.567,0.879,0.57,0.49,0.723,0.777,0.725,0.8,0.66,0.551,0.762,0.692,0.0,1.0,0.0,0.0,0.5
RBF,1,1e-05,0.9,1.0,0.9,0.289,1.0,0.0,0.448,0.0,0.5,0.308,1.0,0.0,0.471,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5
RBF,5,0.1,-0.5,-0.4,-0.5,0.289,1.0,0.0,0.448,0.0,0.5,0.308,1.0,0.0,0.471,0.0,0.5,0.308,1.0,0.0,0.471,0.0,0.5
RBF,5,0.01,-1.5,0.8,-0.1,0.895,0.767,0.947,0.801,0.738,0.857,0.869,0.8,0.9,0.791,0.697,0.85,0.846,0.875,0.833,0.778,0.672,0.854
RBF,5,0.001,-1.9,2.4,-0.1,0.875,0.633,0.973,0.736,0.679,0.803,0.792,0.8,0.789,0.704,0.561,0.794,0.808,0.875,0.778,0.737,0.61,0.826
RBF,5,0.0001,-1.4,0.8,-0.1,0.845,0.567,0.96,0.65,0.601,0.763,0.846,0.775,0.878,0.756,0.645,0.826,0.885,0.875,0.889,0.824,0.741,0.882
RBF,5,1e-05,-0.1,0.9,0.8,0.769,0.467,0.893,0.461,0.395,0.68,0.754,0.55,0.844,0.512,0.418,0.697,0.846,0.5,1.0,0.667,0.64,0.75
RBF,10,0.1,-0.5,-0.4,-0.5,0.289,1.0,0.0,0.448,0.0,0.5,0.308,1.0,0.0,0.471,0.0,0.5,0.308,1.0,0.0,0.471,0.0,0.5
RBF,10,0.01,-1.5,0.8,-0.1,0.895,0.767,0.947,0.801,0.738,0.857,0.869,0.8,0.9,0.791,0.697,0.85,0.846,0.875,0.833,0.778,0.672,0.854
RBF,10,0.001,-1.9,2.4,0.0,0.885,0.667,0.973,0.758,0.703,0.82,0.8,0.775,0.811,0.709,0.567,0.793,0.808,0.75,0.833,0.706,0.566,0.792
RBF,10,0.0001,-1.8,1.3,-0.2,0.846,0.667,0.919,0.715,0.614,0.793,0.815,0.875,0.789,0.747,0.625,0.832,0.846,0.875,0.833,0.778,0.672,0.854
RBF,10,1e-05,-0.2,0.9,0.7,0.807,0.333,1.0,0.415,0.408,0.667,0.8,0.4,0.978,0.505,0.47,0.689,0.808,0.375,1.0,0.545,0.542,0.688
