Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.5,-0.4,-0.4,0.73,0.067,1.0,0.114,0.141,0.533,0.692,0.0,1.0,0.0,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5
RBF,1,0.01,-1.5,1.0,0.2,0.866,0.6,0.973,0.707,0.662,0.787,0.885,0.75,0.944,0.8,0.723,0.847,0.885,0.75,0.944,0.8,0.723,0.847
RBF,1,0.001,-1.4,1.1,-0.2,0.836,0.6,0.932,0.669,0.578,0.766,0.869,0.85,0.878,0.8,0.707,0.864,0.885,0.875,0.889,0.824,0.741,0.882
RBF,1,0.0001,0.3,0.9,0.6,0.73,0.767,0.716,0.623,0.478,0.741,0.708,0.9,0.622,0.674,0.511,0.761,0.692,0.0,1.0,0.0,0.0,0.5
RBF,1,1e-05,0.9,1.0,0.9,0.289,1.0,0.0,0.448,0.0,0.5,0.308,1.0,0.0,0.471,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5
RBF,5,0.1,-0.5,-0.4,-0.4,0.73,0.067,1.0,0.114,0.141,0.533,0.692,0.0,1.0,0.0,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5
RBF,5,0.01,-1.5,0.9,-0.4,0.827,0.867,0.81,0.739,0.64,0.839,0.808,0.85,0.789,0.732,0.601,0.819,0.769,0.75,0.778,0.667,0.501,0.764
RBF,5,0.001,-1.9,2.7,0.4,0.836,0.467,0.987,0.592,0.578,0.727,0.869,0.625,0.978,0.747,0.689,0.801,0.923,0.75,1.0,0.857,0.822,0.875
RBF,5,0.0001,-1.2,0.8,-0.1,0.835,0.533,0.959,0.631,0.562,0.746,0.815,0.575,0.922,0.657,0.552,0.749,0.808,0.625,0.889,0.667,0.535,0.757
RBF,5,1e-05,-0.1,1.0,0.8,0.74,0.633,0.787,0.522,0.436,0.71,0.677,0.7,0.667,0.507,0.364,0.683,0.846,0.75,0.889,0.75,0.639,0.819
RBF,10,0.1,-0.5,-0.4,-0.4,0.73,0.067,1.0,0.114,0.141,0.533,0.692,0.0,1.0,0.0,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5
RBF,10,0.01,-1.5,0.9,-0.4,0.827,0.867,0.81,0.739,0.64,0.839,0.808,0.85,0.789,0.732,0.601,0.819,0.769,0.75,0.778,0.667,0.501,0.764
RBF,10,0.001,-2.0,3.0,0.2,0.846,0.533,0.973,0.637,0.59,0.753,0.838,0.725,0.889,0.736,0.628,0.807,0.808,0.75,0.833,0.706,0.566,0.792
RBF,10,0.0001,-1.7,1.2,-0.1,0.836,0.567,0.947,0.655,0.585,0.757,0.823,0.675,0.889,0.7,0.576,0.782,0.885,0.875,0.889,0.824,0.741,0.882
RBF,10,1e-05,-0.2,0.9,0.7,0.807,0.367,0.987,0.461,0.445,0.677,0.785,0.425,0.944,0.493,0.437,0.685,0.808,0.375,1.0,0.545,0.542,0.688
