Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.9,-0.0,-0.2,0.865,0.733,0.918,0.749,0.684,0.826,0.9,0.8,0.944,0.83,0.761,0.872,0.923,0.875,0.944,0.875,0.819,0.91
RBF,1,0.01,-1.5,1.7,-0.1,0.855,0.7,0.918,0.735,0.641,0.809,0.885,0.825,0.911,0.814,0.733,0.868,0.885,0.875,0.889,0.824,0.741,0.882
RBF,1,0.001,-1.3,1.1,-0.2,0.865,0.6,0.972,0.707,0.658,0.786,0.846,0.675,0.922,0.729,0.629,0.799,0.846,0.75,0.889,0.75,0.639,0.819
RBF,1,0.0001,0.6,1.0,0.8,0.826,0.467,0.973,0.487,0.467,0.72,0.815,0.525,0.944,0.625,0.583,0.735,0.692,0.0,1.0,0.0,0.0,0.5
RBF,1,1e-05,1.0,1.0,1.0,0.711,0.0,1.0,0.0,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5
RBF,5,0.1,-0.9,-0.0,-0.2,0.855,0.7,0.918,0.728,0.656,0.809,0.854,0.65,0.944,0.731,0.644,0.797,0.923,0.875,0.944,0.875,0.819,0.91
RBF,5,0.01,-2.1,2.3,0.0,0.836,0.633,0.918,0.683,0.592,0.776,0.885,0.775,0.933,0.804,0.728,0.854,0.923,0.875,0.944,0.875,0.819,0.91
RBF,5,0.001,-2.1,2.3,0.2,0.836,0.467,0.987,0.575,0.574,0.727,0.869,0.675,0.956,0.758,0.687,0.815,0.885,0.75,0.944,0.8,0.723,0.847
RBF,5,0.0001,-0.9,0.9,-0.1,0.846,0.667,0.92,0.702,0.656,0.793,0.815,0.7,0.867,0.712,0.603,0.783,0.846,0.625,0.944,0.714,0.624,0.785
RBF,5,1e-05,-0.1,1.0,0.9,0.826,0.467,0.973,0.487,0.467,0.72,0.792,0.45,0.944,0.516,0.475,0.697,0.769,0.25,1.0,0.4,0.433,0.625
RBF,10,0.1,-0.9,-0.0,-0.2,0.855,0.7,0.918,0.728,0.656,0.809,0.854,0.65,0.944,0.731,0.644,0.797,0.923,0.875,0.944,0.875,0.819,0.91
RBF,10,0.01,-2.1,2.4,0.4,0.846,0.5,0.987,0.629,0.609,0.743,0.854,0.55,0.989,0.697,0.653,0.769,0.885,0.625,1.0,0.769,0.732,0.812
RBF,10,0.001,-2.3,3.1,0.4,0.836,0.433,1.0,0.563,0.576,0.717,0.854,0.625,0.956,0.716,0.65,0.79,0.923,0.75,1.0,0.857,0.822,0.875
RBF,10,0.0001,-1.4,1.2,-0.3,0.836,0.7,0.89,0.696,0.598,0.795,0.838,0.8,0.856,0.755,0.644,0.828,0.846,0.75,0.889,0.75,0.639,0.819
RBF,10,1e-05,-0.1,1.0,0.8,0.826,0.467,0.973,0.487,0.467,0.72,0.792,0.45,0.944,0.516,0.475,0.697,0.769,0.25,1.0,0.4,0.433,0.625
