Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-30.2,13.4,0.2,0.848,0.85,0.846,0.849,0.698,0.848,0.681,0.411,0.767,0.382,0.169,0.589,0.671,0.421,0.75,0.381,0.161,0.586
poly,1,2,0.1,1,-28.0,7.3,0.0,0.854,0.908,0.8,0.862,0.715,0.854,0.6,0.411,0.66,0.33,0.063,0.535,0.62,0.474,0.667,0.375,0.124,0.57
poly,1,2,0.1,2,-28.1,8.2,0.2,0.86,0.879,0.842,0.863,0.722,0.86,0.643,0.368,0.73,0.33,0.092,0.549,0.608,0.316,0.7,0.279,0.015,0.508
poly,1,2,0.1,3,-28.3,9.5,0.2,0.862,0.879,0.846,0.865,0.726,0.862,0.641,0.379,0.723,0.336,0.096,0.551,0.633,0.368,0.717,0.326,0.079,0.543
poly,1,2,0.1,4,-27.9,11.9,0.2,0.862,0.879,0.846,0.865,0.726,0.862,0.63,0.358,0.717,0.316,0.07,0.537,0.633,0.368,0.717,0.326,0.079,0.543
poly,1,2,0.01,0,-2.4,3.0,-0.7,0.721,0.771,0.671,0.731,0.463,0.721,0.567,0.495,0.59,0.354,0.075,0.542,0.582,0.474,0.617,0.353,0.079,0.545
poly,1,2,0.01,1,-6.7,4.8,-0.3,0.746,0.812,0.679,0.762,0.496,0.746,0.527,0.642,0.49,0.395,0.113,0.566,0.506,0.632,0.467,0.381,0.085,0.549
poly,1,2,0.01,2,-9.4,4.8,-0.2,0.752,0.792,0.712,0.761,0.508,0.752,0.516,0.621,0.483,0.382,0.09,0.552,0.519,0.737,0.45,0.424,0.163,0.593
poly,1,2,0.01,3,-10.4,5.4,-0.2,0.746,0.796,0.696,0.758,0.497,0.746,0.516,0.632,0.48,0.386,0.096,0.556,0.506,0.632,0.467,0.381,0.085,0.549
poly,1,2,0.01,4,-11.0,5.9,-0.2,0.748,0.808,0.688,0.762,0.503,0.748,0.516,0.632,0.48,0.386,0.096,0.556,0.481,0.579,0.45,0.349,0.025,0.514
poly,1,2,0.001,0,-0.0,0.2,0.1,0.567,0.146,0.988,0.246,0.25,0.567,0.765,0.042,0.993,0.078,0.12,0.518,0.772,0.053,1.0,0.1,0.201,0.526
poly,1,2,0.001,1,-1.9,2.2,-0.7,0.629,0.975,0.283,0.725,0.358,0.629,0.38,0.905,0.213,0.413,0.129,0.559,0.38,0.895,0.217,0.41,0.121,0.556
poly,1,2,0.001,2,-2.8,2.8,-0.3,0.685,0.654,0.717,0.675,0.374,0.685,0.635,0.589,0.65,0.436,0.208,0.62,0.646,0.632,0.65,0.462,0.244,0.641
poly,1,2,0.001,3,-3.5,3.6,-0.1,0.685,0.546,0.825,0.635,0.388,0.685,0.671,0.505,0.723,0.42,0.207,0.614,0.646,0.368,0.733,0.333,0.096,0.551
poly,1,2,0.001,4,-4.1,3.8,-0.4,0.696,0.746,0.646,0.711,0.395,0.696,0.567,0.695,0.527,0.435,0.19,0.611,0.57,0.737,0.517,0.452,0.218,0.627
poly,1,3,0.1,0,-45.4,31.5,0.0,0.871,0.888,0.854,0.873,0.744,0.871,0.61,0.389,0.68,0.323,0.063,0.535,0.608,0.368,0.683,0.311,0.047,0.526
poly,1,3,0.1,1,-44.0,8.9,0.3,0.869,0.892,0.846,0.872,0.74,0.869,0.671,0.432,0.747,0.389,0.169,0.589,0.722,0.474,0.8,0.45,0.265,0.637
poly,1,3,0.1,2,-37.8,10.1,0.3,0.877,0.9,0.854,0.88,0.757,0.877,0.641,0.463,0.697,0.384,0.145,0.58,0.646,0.474,0.7,0.391,0.157,0.587
poly,1,3,0.1,3,-34.6,13.7,0.3,0.871,0.896,0.846,0.874,0.745,0.871,0.646,0.463,0.703,0.387,0.152,0.583,0.646,0.421,0.717,0.364,0.127,0.569
poly,1,3,0.1,4,-31.7,16.7,0.3,0.875,0.904,0.846,0.878,0.753,0.875,0.643,0.463,0.7,0.385,0.149,0.582,0.646,0.421,0.717,0.364,0.127,0.569
poly,1,3,0.01,0,-3.0,2.8,-0.6,0.627,0.592,0.662,0.573,0.354,0.627,0.592,0.4,0.653,0.265,0.08,0.527,0.747,0.105,0.95,0.167,0.097,0.528
poly,1,3,0.01,1,-9.7,4.4,-0.2,0.781,0.846,0.717,0.795,0.568,0.781,0.542,0.579,0.53,0.378,0.093,0.554,0.557,0.579,0.55,0.386,0.11,0.564
