activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.828,0.506,0.909,0.539,0.455,0.707,0.849,0.618,0.91,0.632,0.539,0.764,0.811,0.636,0.857,0.583,0.465,0.747
relu,"(25,)",0.01,0.837,0.458,0.934,0.528,0.456,0.696,0.83,0.509,0.914,0.557,0.457,0.712,0.792,0.364,0.905,0.421,0.304,0.634
relu,"(25,)",0.001,0.852,0.461,0.952,0.558,0.499,0.706,0.811,0.564,0.876,0.551,0.434,0.72,0.811,0.545,0.881,0.545,0.426,0.713
relu,"(25,)",0.0001,0.833,0.439,0.934,0.516,0.437,0.686,0.838,0.636,0.89,0.619,0.518,0.763,0.849,0.545,0.929,0.6,0.512,0.737
relu,"(50,)",0.1,0.818,0.6,0.873,0.575,0.469,0.737,0.789,0.691,0.814,0.577,0.452,0.753,0.849,0.818,0.857,0.692,0.608,0.838
relu,"(50,)",0.01,0.828,0.483,0.915,0.536,0.452,0.699,0.86,0.564,0.938,0.618,0.55,0.751,0.887,0.545,0.976,0.667,0.625,0.761
relu,"(50,)",0.001,0.823,0.364,0.939,0.441,0.377,0.652,0.842,0.491,0.933,0.558,0.479,0.712,0.906,0.545,1.0,0.706,0.698,0.773
relu,"(50,)",0.0001,0.808,0.342,0.927,0.41,0.335,0.634,0.845,0.491,0.938,0.569,0.488,0.715,0.849,0.455,0.952,0.556,0.487,0.703
relu,"(75,)",0.1,0.828,0.644,0.873,0.607,0.506,0.759,0.849,0.545,0.929,0.597,0.521,0.737,0.811,0.273,0.952,0.375,0.312,0.613
relu,"(75,)",0.01,0.823,0.486,0.909,0.541,0.453,0.698,0.819,0.509,0.9,0.54,0.436,0.705,0.868,0.636,0.929,0.667,0.586,0.782
relu,"(75,)",0.001,0.837,0.461,0.934,0.538,0.468,0.697,0.811,0.473,0.9,0.511,0.401,0.686,0.849,0.636,0.905,0.636,0.541,0.771
relu,"(75,)",0.0001,0.837,0.439,0.94,0.525,0.457,0.689,0.777,0.382,0.881,0.418,0.288,0.631,0.83,0.545,0.905,0.571,0.467,0.725
relu,"(100,)",0.1,0.828,0.575,0.891,0.575,0.482,0.733,0.842,0.6,0.905,0.612,0.519,0.752,0.868,0.818,0.881,0.72,0.643,0.85
relu,"(100,)",0.01,0.832,0.506,0.915,0.552,0.471,0.71,0.845,0.455,0.948,0.543,0.49,0.701,0.849,0.545,0.929,0.6,0.512,0.737
relu,"(100,)",0.001,0.832,0.436,0.933,0.5,0.431,0.685,0.853,0.436,0.962,0.543,0.495,0.699,0.906,0.545,1.0,0.706,0.698,0.773
relu,"(100,)",0.0001,0.832,0.436,0.933,0.5,0.431,0.685,0.845,0.382,0.967,0.498,0.454,0.674,0.887,0.455,1.0,0.625,0.631,0.727
relu,"(125,)",0.1,0.809,0.553,0.873,0.531,0.433,0.713,0.83,0.636,0.881,0.609,0.509,0.759,0.906,0.909,0.905,0.8,0.749,0.907
relu,"(125,)",0.01,0.833,0.483,0.921,0.541,0.47,0.702,0.845,0.564,0.919,0.602,0.516,0.741,0.811,0.455,0.905,0.5,0.388,0.68
relu,"(125,)",0.001,0.833,0.436,0.933,0.508,0.442,0.685,0.826,0.491,0.914,0.533,0.436,0.703,0.849,0.545,0.929,0.6,0.512,0.737
relu,"(125,)",0.0001,0.823,0.389,0.933,0.461,0.396,0.661,0.838,0.509,0.924,0.561,0.47,0.716,0.849,0.636,0.905,0.636,0.541,0.771
relu,"(150,)",0.1,0.837,0.578,0.903,0.596,0.502,0.74,0.86,0.582,0.933,0.627,0.573,0.758,0.811,0.636,0.857,0.583,0.465,0.747
relu,"(150,)",0.01,0.823,0.458,0.915,0.508,0.43,0.687,0.857,0.473,0.957,0.573,0.524,0.715,0.849,0.455,0.952,0.556,0.487,0.703
relu,"(150,)",0.001,0.837,0.483,0.927,0.55,0.472,0.705,0.857,0.473,0.957,0.566,0.513,0.715,0.887,0.545,0.976,0.667,0.625,0.761
relu,"(150,)",0.0001,0.837,0.461,0.933,0.537,0.464,0.697,0.872,0.564,0.952,0.642,0.577,0.758,0.925,0.636,1.0,0.778,0.762,0.818
relu,"(175,)",0.1,0.842,0.6,0.903,0.609,0.516,0.752,0.849,0.709,0.886,0.661,0.569,0.797,0.849,0.727,0.881,0.667,0.573,0.804
relu,"(175,)",0.01,0.856,0.531,0.939,0.602,0.541,0.735,0.842,0.509,0.929,0.559,0.483,0.719,0.887,0.636,0.952,0.7,0.636,0.794
relu,"(175,)",0.001,0.832,0.389,0.945,0.477,0.436,0.667,0.842,0.436,0.948,0.526,0.472,0.692,0.83,0.364,0.952,0.471,0.404,0.658
relu,"(175,)",0.0001,0.823,0.367,0.939,0.451,0.395,0.653,0.842,0.418,0.952,0.523,0.466,0.685,0.849,0.455,0.952,0.556,0.487,0.703
relu,"(200,)",0.1,0.818,0.553,0.885,0.546,0.439,0.719,0.849,0.727,0.881,0.667,0.577,0.804,0.849,0.727,0.881,0.667,0.573,0.804
relu,"(200,)",0.01,0.837,0.481,0.927,0.54,0.471,0.704,0.849,0.527,0.933,0.588,0.518,0.73,0.849,0.364,0.976,0.5,0.471,0.67
relu,"(200,)",0.001,0.852,0.506,0.939,0.579,0.516,0.722,0.83,0.4,0.943,0.488,0.418,0.671,0.868,0.545,0.952,0.632,0.564,0.749
relu,"(200,)",0.0001,0.847,0.508,0.933,0.579,0.503,0.721,0.83,0.4,0.943,0.483,0.416,0.671,0.868,0.545,0.952,0.632,0.564,0.749
relu,"(225,)",0.1,0.847,0.603,0.909,0.614,0.529,0.756,0.845,0.618,0.905,0.609,0.531,0.761,0.792,0.727,0.81,0.593,0.474,0.768
relu,"(225,)",0.01,0.828,0.531,0.903,0.562,0.47,0.717,0.853,0.509,0.943,0.587,0.528,0.726,0.868,0.545,0.952,0.632,0.564,0.749
relu,"(225,)",0.001,0.837,0.483,0.927,0.551,0.474,0.705,0.838,0.364,0.962,0.482,0.431,0.663,0.887,0.545,0.976,0.667,0.625,0.761
relu,"(225,)",0.0001,0.837,0.461,0.933,0.539,0.463,0.697,0.853,0.364,0.981,0.499,0.486,0.672,0.887,0.455,1.0,0.625,0.631,0.727
relu,"(250,)",0.1,0.818,0.556,0.885,0.564,0.462,0.72,0.845,0.618,0.905,0.626,0.536,0.761,0.811,0.545,0.881,0.545,0.426,0.713
relu,"(250,)",0.01,0.842,0.528,0.921,0.578,0.508,0.724,0.845,0.509,0.933,0.574,0.495,0.721,0.868,0.545,0.952,0.632,0.564,0.749
relu,"(250,)",0.001,0.828,0.436,0.927,0.505,0.43,0.682,0.849,0.4,0.967,0.517,0.475,0.683,0.868,0.455,0.976,0.588,0.551,0.715
relu,"(250,)",0.0001,0.832,0.414,0.939,0.501,0.435,0.677,0.842,0.364,0.967,0.485,0.443,0.665,0.868,0.455,0.976,0.588,0.551,0.715
relu,"(275,)",0.1,0.833,0.533,0.909,0.566,0.484,0.721,0.857,0.527,0.943,0.597,0.543,0.735,0.83,0.545,0.905,0.571,0.467,0.725
relu,"(275,)",0.01,0.837,0.506,0.921,0.56,0.481,0.713,0.849,0.564,0.924,0.606,0.52,0.744,0.83,0.545,0.905,0.571,0.467,0.725
relu,"(275,)",0.001,0.852,0.508,0.939,0.588,0.517,0.724,0.842,0.418,0.952,0.52,0.463,0.685,0.906,0.636,0.976,0.737,0.694,0.806
relu,"(275,)",0.0001,0.837,0.464,0.933,0.546,0.471,0.699,0.842,0.382,0.962,0.495,0.448,0.672,0.868,0.455,0.976,0.588,0.551,0.715
relu,"(300,)",0.1,0.828,0.603,0.885,0.591,0.484,0.744,0.83,0.673,0.871,0.616,0.521,0.772,0.755,0.455,0.833,0.435,0.279,0.644
relu,"(300,)",0.01,0.837,0.483,0.927,0.548,0.481,0.705,0.845,0.527,0.929,0.581,0.502,0.728,0.849,0.545,0.929,0.6,0.512,0.737
relu,"(300,)",0.001,0.837,0.439,0.939,0.522,0.459,0.689,0.842,0.4,0.957,0.507,0.458,0.679,0.887,0.455,1.0,0.625,0.631,0.727
relu,"(300,)",0.0001,0.828,0.414,0.933,0.487,0.421,0.674,0.845,0.4,0.962,0.513,0.469,0.681,0.887,0.455,1.0,0.625,0.631,0.727
relu,"(25,5)",0.1,0.799,0.483,0.879,0.493,0.375,0.681,0.74,0.4,0.829,0.386,0.225,0.614,0.755,0.455,0.833,0.435,0.279,0.644
relu,"(25,5)",0.01,0.794,0.461,0.879,0.482,0.367,0.67,0.808,0.436,0.905,0.483,0.372,0.671,0.83,0.545,0.905,0.571,0.467,0.725
relu,"(25,5)",0.001,0.79,0.347,0.903,0.406,0.301,0.625,0.808,0.418,0.91,0.468,0.36,0.664,0.792,0.364,0.905,0.421,0.304,0.634
relu,"(25,5)",0.0001,0.775,0.392,0.873,0.415,0.289,0.632,0.755,0.309,0.871,0.343,0.197,0.59,0.774,0.364,0.881,0.4,0.264,0.622
relu,"(50,10)",0.1,0.804,0.478,0.885,0.482,0.377,0.681,0.845,0.6,0.91,0.615,0.526,0.755,0.698,1.0,0.619,0.579,0.502,0.81
relu,"(50,10)",0.01,0.837,0.436,0.94,0.516,0.439,0.688,0.815,0.527,0.89,0.543,0.43,0.709,0.849,0.636,0.905,0.636,0.541,0.771
relu,"(50,10)",0.001,0.832,0.392,0.945,0.491,0.427,0.669,0.815,0.436,0.914,0.492,0.389,0.675,0.868,0.636,0.929,0.667,0.586,0.782
relu,"(50,10)",0.0001,0.823,0.417,0.927,0.495,0.407,0.672,0.792,0.473,0.876,0.481,0.358,0.674,0.887,0.636,0.952,0.7,0.636,0.794
relu,"(75,15)",0.1,0.799,0.414,0.897,0.459,0.366,0.655,0.789,0.4,0.89,0.441,0.317,0.645,0.736,0.0,0.929,0.0,-0.125,0.464
relu,"(75,15)",0.01,0.818,0.461,0.909,0.509,0.411,0.685,0.826,0.473,0.919,0.529,0.433,0.696,0.868,0.545,0.952,0.632,0.564,0.749
relu,"(75,15)",0.001,0.808,0.414,0.909,0.465,0.367,0.662,0.83,0.418,0.938,0.5,0.419,0.678,0.849,0.455,0.952,0.556,0.487,0.703
relu,"(75,15)",0.0001,0.804,0.347,0.921,0.403,0.314,0.634,0.823,0.345,0.948,0.445,0.376,0.647,0.83,0.364,0.952,0.471,0.404,0.658
relu,"(100,20)",0.1,0.804,0.436,0.897,0.468,0.377,0.667,0.819,0.545,0.89,0.555,0.443,0.718,0.887,0.909,0.881,0.769,0.711,0.895
relu,"(100,20)",0.01,0.818,0.458,0.909,0.503,0.423,0.684,0.819,0.455,0.914,0.502,0.413,0.684,0.868,0.455,0.976,0.588,0.551,0.715
relu,"(100,20)",0.001,0.828,0.389,0.939,0.468,0.408,0.664,0.834,0.382,0.952,0.477,0.424,0.667,0.887,0.545,0.976,0.667,0.625,0.761
relu,"(100,20)",0.0001,0.833,0.414,0.939,0.494,0.433,0.677,0.811,0.345,0.933,0.42,0.338,0.639,0.849,0.455,0.952,0.556,0.487,0.703
relu,"(125,25)",0.1,0.766,0.489,0.837,0.479,0.337,0.663,0.8,0.655,0.838,0.577,0.457,0.746,0.83,0.727,0.857,0.64,0.538,0.792
relu,"(125,25)",0.01,0.794,0.392,0.897,0.429,0.328,0.644,0.796,0.527,0.867,0.514,0.394,0.697,0.83,0.455,0.929,0.526,0.434,0.692
relu,"(125,25)",0.001,0.799,0.272,0.933,0.332,0.266,0.603,0.819,0.418,0.924,0.485,0.39,0.671,0.868,0.455,0.976,0.588,0.551,0.715
relu,"(125,25)",0.0001,0.799,0.275,0.933,0.345,0.284,0.604,0.834,0.436,0.938,0.517,0.438,0.687,0.868,0.455,0.976,0.588,0.551,0.715
relu,"(150,30)",0.1,0.761,0.458,0.837,0.436,0.295,0.648,0.792,0.509,0.867,0.498,0.375,0.688,0.868,0.636,0.929,0.667,0.586,0.782
relu,"(150,30)",0.01,0.813,0.433,0.909,0.477,0.399,0.671,0.834,0.436,0.938,0.513,0.44,0.687,0.849,0.636,0.905,0.636,0.541,0.771
relu,"(150,30)",0.001,0.823,0.389,0.933,0.452,0.39,0.661,0.849,0.364,0.976,0.492,0.474,0.67,0.849,0.455,0.952,0.556,0.487,0.703
relu,"(150,30)",0.0001,0.828,0.367,0.945,0.446,0.399,0.656,0.834,0.291,0.976,0.405,0.393,0.634,0.849,0.455,0.952,0.556,0.487,0.703
relu,"(175,35)",0.1,0.809,0.133,0.982,0.158,0.157,0.558,0.789,0.109,0.967,0.1,0.071,0.538,0.792,0.909,0.762,0.645,0.561,0.835
relu,"(175,35)",0.01,0.842,0.508,0.927,0.565,0.486,0.718,0.883,0.6,0.957,0.682,0.624,0.779,0.906,0.636,0.976,0.737,0.694,0.806
relu,"(175,35)",0.001,0.842,0.436,0.945,0.519,0.471,0.691,0.838,0.327,0.971,0.452,0.426,0.649,0.849,0.364,0.976,0.5,0.471,0.67
relu,"(175,35)",0.0001,0.809,0.303,0.939,0.394,0.338,0.621,0.819,0.291,0.957,0.392,0.352,0.624,0.83,0.273,0.976,0.4,0.382,0.624
relu,"(200,40)",0.1,0.799,0.481,0.879,0.479,0.364,0.68,0.819,0.582,0.881,0.571,0.458,0.731,0.83,0.818,0.833,0.667,0.576,0.826
relu,"(200,40)",0.01,0.847,0.506,0.933,0.572,0.507,0.719,0.845,0.564,0.919,0.597,0.506,0.741,0.83,0.455,0.929,0.526,0.434,0.692
relu,"(200,40)",0.001,0.828,0.322,0.958,0.432,0.396,0.64,0.853,0.455,0.957,0.551,0.504,0.706,0.887,0.545,0.976,0.667,0.625,0.761
relu,"(200,40)",0.0001,0.818,0.278,0.958,0.384,0.345,0.618,0.849,0.364,0.976,0.489,0.477,0.67,0.868,0.455,0.976,0.588,0.551,0.715
relu,"(225,45)",0.1,0.79,0.442,0.879,0.465,0.349,0.66,0.823,0.673,0.862,0.608,0.503,0.767,0.792,0.273,0.929,0.353,0.258,0.601
relu,"(225,45)",0.01,0.847,0.528,0.927,0.578,0.507,0.728,0.826,0.473,0.919,0.518,0.424,0.696,0.792,0.545,0.857,0.522,0.39,0.701
relu,"(225,45)",0.001,0.828,0.369,0.945,0.471,0.413,0.657,0.857,0.436,0.967,0.553,0.515,0.702,0.868,0.455,0.976,0.588,0.551,0.715
relu,"(225,45)",0.0001,0.828,0.347,0.952,0.457,0.414,0.649,0.86,0.436,0.971,0.56,0.533,0.704,0.887,0.455,1.0,0.625,0.631,0.727
relu,"(250,50)",0.1,0.77,0.436,0.855,0.426,0.295,0.646,0.819,0.727,0.843,0.622,0.52,0.785,0.642,0.727,0.619,0.457,0.282,0.673
relu,"(250,50)",0.01,0.828,0.506,0.909,0.536,0.443,0.707,0.785,0.473,0.867,0.476,0.347,0.67,0.83,0.455,0.929,0.526,0.434,0.692
relu,"(250,50)",0.001,0.823,0.275,0.964,0.366,0.353,0.619,0.853,0.436,0.962,0.548,0.493,0.699,0.887,0.545,0.976,0.667,0.625,0.761
relu,"(250,50)",0.0001,0.818,0.253,0.964,0.349,0.334,0.608,0.838,0.382,0.957,0.491,0.44,0.669,0.887,0.545,0.976,0.667,0.625,0.761
relu,"(275,55)",0.1,0.77,0.461,0.849,0.452,0.314,0.655,0.811,0.582,0.871,0.557,0.444,0.727,0.736,0.455,0.81,0.417,0.249,0.632
relu,"(275,55)",0.01,0.842,0.486,0.934,0.56,0.479,0.71,0.815,0.473,0.905,0.513,0.406,0.689,0.83,0.636,0.881,0.609,0.501,0.759
relu,"(275,55)",0.001,0.837,0.414,0.945,0.508,0.447,0.68,0.838,0.345,0.967,0.465,0.431,0.656,0.868,0.455,0.976,0.588,0.551,0.715
relu,"(275,55)",0.0001,0.823,0.322,0.952,0.423,0.366,0.637,0.823,0.255,0.971,0.359,0.334,0.613,0.849,0.364,0.976,0.5,0.471,0.67
relu,"(300,60)",0.1,0.78,0.464,0.861,0.466,0.342,0.662,0.86,0.691,0.905,0.674,0.587,0.798,0.811,0.364,0.929,0.444,0.35,0.646
relu,"(300,60)",0.01,0.842,0.461,0.939,0.544,0.476,0.7,0.83,0.509,0.914,0.554,0.463,0.712,0.906,0.727,0.952,0.762,0.704,0.84
relu,"(300,60)",0.001,0.823,0.3,0.958,0.394,0.366,0.629,0.864,0.473,0.967,0.59,0.545,0.72,0.887,0.545,0.976,0.667,0.625,0.761
relu,"(300,60)",0.0001,0.832,0.322,0.964,0.432,0.402,0.643,0.857,0.436,0.967,0.558,0.516,0.702,0.887,0.636,0.952,0.7,0.636,0.794
relu,"(25,12)",0.1,0.804,0.556,0.867,0.537,0.423,0.711,0.792,0.564,0.852,0.527,0.399,0.708,0.755,0.182,0.905,0.235,0.111,0.543
relu,"(25,12)",0.01,0.828,0.489,0.915,0.543,0.448,0.702,0.819,0.473,0.91,0.509,0.421,0.691,0.868,0.545,0.952,0.632,0.564,0.749
relu,"(25,12)",0.001,0.847,0.533,0.927,0.586,0.502,0.73,0.868,0.618,0.933,0.658,0.594,0.776,0.849,0.636,0.905,0.636,0.541,0.771
relu,"(25,12)",0.0001,0.842,0.461,0.94,0.537,0.465,0.7,0.853,0.582,0.924,0.623,0.542,0.753,0.868,0.636,0.929,0.667,0.586,0.782
relu,"(50,25)",0.1,0.842,0.581,0.91,0.602,0.509,0.745,0.777,0.6,0.824,0.529,0.395,0.712,0.83,0.545,0.905,0.571,0.467,0.725
relu,"(50,25)",0.01,0.808,0.386,0.915,0.436,0.351,0.651,0.834,0.455,0.933,0.52,0.439,0.694,0.868,0.545,0.952,0.632,0.564,0.749
relu,"(50,25)",0.001,0.837,0.364,0.958,0.459,0.419,0.661,0.857,0.509,0.948,0.592,0.527,0.728,0.868,0.455,0.976,0.588,0.551,0.715
relu,"(50,25)",0.0001,0.837,0.364,0.958,0.455,0.418,0.661,0.872,0.545,0.957,0.637,0.577,0.751,0.83,0.455,0.929,0.526,0.434,0.692
relu,"(75,37)",0.1,0.78,0.389,0.879,0.421,0.327,0.634,0.826,0.545,0.9,0.573,0.48,0.723,0.755,0.818,0.738,0.581,0.465,0.778
relu,"(75,37)",0.01,0.809,0.486,0.891,0.507,0.403,0.689,0.8,0.455,0.89,0.485,0.366,0.673,0.83,0.545,0.905,0.571,0.467,0.725
relu,"(75,37)",0.001,0.823,0.392,0.933,0.473,0.404,0.662,0.834,0.418,0.943,0.508,0.436,0.681,0.811,0.364,0.929,0.444,0.35,0.646
relu,"(75,37)",0.0001,0.832,0.364,0.952,0.449,0.402,0.658,0.83,0.364,0.952,0.462,0.402,0.658,0.811,0.273,0.952,0.375,0.312,0.613
relu,"(100,50)",0.1,0.809,0.539,0.879,0.532,0.417,0.709,0.83,0.673,0.871,0.626,0.523,0.772,0.755,0.818,0.738,0.581,0.465,0.778
relu,"(100,50)",0.01,0.823,0.531,0.897,0.551,0.458,0.714,0.823,0.564,0.89,0.567,0.461,0.727,0.868,0.636,0.929,0.667,0.586,0.782
relu,"(100,50)",0.001,0.832,0.414,0.939,0.489,0.424,0.677,0.872,0.6,0.943,0.654,0.596,0.771,0.906,0.636,0.976,0.737,0.694,0.806
relu,"(100,50)",0.0001,0.828,0.414,0.933,0.491,0.418,0.674,0.864,0.564,0.943,0.63,0.561,0.753,0.906,0.636,0.976,0.737,0.694,0.806
relu,"(125,62)",0.1,0.813,0.481,0.897,0.505,0.408,0.689,0.845,0.582,0.914,0.6,0.515,0.748,0.774,0.545,0.833,0.5,0.357,0.689
relu,"(125,62)",0.01,0.837,0.461,0.934,0.535,0.454,0.697,0.808,0.455,0.9,0.493,0.384,0.677,0.83,0.636,0.881,0.609,0.501,0.759
relu,"(125,62)",0.001,0.828,0.342,0.952,0.434,0.388,0.647,0.823,0.309,0.957,0.411,0.373,0.633,0.868,0.364,1.0,0.533,0.558,0.682
