activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.818,0.511,0.898,0.533,0.427,0.704,0.86,0.636,0.919,0.652,0.568,0.778,0.811,0.909,0.786,0.667,0.588,0.847
relu,"(25,)",0.01,0.823,0.461,0.916,0.511,0.417,0.688,0.86,0.473,0.962,0.582,0.529,0.717,0.849,0.364,0.976,0.5,0.471,0.67
relu,"(25,)",0.001,0.804,0.369,0.916,0.426,0.328,0.643,0.845,0.327,0.981,0.463,0.459,0.654,0.849,0.273,1.0,0.429,0.479,0.636
relu,"(25,)",0.0001,0.804,0.369,0.916,0.426,0.328,0.643,0.83,0.309,0.967,0.431,0.397,0.638,0.849,0.273,1.0,0.429,0.479,0.636
relu,"(50,)",0.1,0.833,0.578,0.897,0.585,0.487,0.738,0.875,0.6,0.948,0.666,0.605,0.774,0.755,0.273,0.881,0.316,0.174,0.577
relu,"(50,)",0.01,0.809,0.414,0.909,0.464,0.361,0.662,0.849,0.509,0.938,0.583,0.508,0.724,0.906,0.636,0.976,0.737,0.694,0.806
relu,"(50,)",0.001,0.833,0.417,0.94,0.499,0.425,0.678,0.86,0.545,0.943,0.617,0.542,0.744,0.849,0.455,0.952,0.556,0.487,0.703
relu,"(50,)",0.0001,0.823,0.414,0.927,0.479,0.401,0.671,0.834,0.527,0.914,0.569,0.473,0.721,0.868,0.545,0.952,0.632,0.564,0.749
relu,"(75,)",0.1,0.799,0.625,0.843,0.561,0.449,0.734,0.834,0.636,0.886,0.607,0.513,0.761,0.887,0.545,0.976,0.667,0.625,0.761
relu,"(75,)",0.01,0.823,0.486,0.909,0.524,0.425,0.698,0.853,0.436,0.962,0.55,0.502,0.699,0.811,0.273,0.952,0.375,0.312,0.613
relu,"(75,)",0.001,0.809,0.486,0.891,0.506,0.398,0.689,0.826,0.455,0.924,0.518,0.432,0.689,0.868,0.455,0.976,0.588,0.551,0.715
relu,"(75,)",0.0001,0.799,0.533,0.867,0.515,0.399,0.7,0.815,0.527,0.89,0.54,0.428,0.709,0.906,0.636,0.976,0.737,0.694,0.806
relu,"(100,)",0.1,0.78,0.461,0.861,0.457,0.33,0.661,0.834,0.691,0.871,0.637,0.536,0.781,0.811,0.545,0.881,0.545,0.426,0.713
relu,"(100,)",0.01,0.818,0.461,0.909,0.506,0.413,0.685,0.853,0.491,0.948,0.58,0.517,0.719,0.887,0.636,0.952,0.7,0.636,0.794
relu,"(100,)",0.001,0.823,0.436,0.921,0.489,0.409,0.679,0.868,0.455,0.976,0.584,0.554,0.715,0.906,0.545,1.0,0.706,0.698,0.773
relu,"(100,)",0.0001,0.837,0.386,0.952,0.455,0.392,0.669,0.868,0.473,0.971,0.598,0.561,0.722,0.887,0.455,1.0,0.625,0.631,0.727
relu,"(125,)",0.1,0.823,0.583,0.885,0.57,0.471,0.734,0.826,0.582,0.89,0.585,0.482,0.736,0.849,0.455,0.952,0.556,0.487,0.703
relu,"(125,)",0.01,0.813,0.414,0.916,0.466,0.378,0.665,0.83,0.327,0.962,0.442,0.4,0.645,0.83,0.273,0.976,0.4,0.382,0.624
relu,"(125,)",0.001,0.823,0.467,0.915,0.52,0.424,0.691,0.819,0.273,0.962,0.373,0.333,0.617,0.83,0.273,0.976,0.4,0.382,0.624
relu,"(125,)",0.0001,0.818,0.444,0.915,0.505,0.407,0.68,0.819,0.273,0.962,0.375,0.337,0.617,0.849,0.364,0.976,0.5,0.471,0.67
relu,"(150,)",0.1,0.813,0.458,0.904,0.497,0.39,0.681,0.808,0.509,0.886,0.52,0.408,0.697,0.83,0.364,0.952,0.471,0.404,0.658
relu,"(150,)",0.01,0.818,0.436,0.916,0.488,0.398,0.676,0.875,0.527,0.967,0.632,0.59,0.747,0.792,0.273,0.929,0.353,0.258,0.601
relu,"(150,)",0.001,0.818,0.417,0.921,0.475,0.391,0.669,0.838,0.364,0.962,0.477,0.428,0.663,0.849,0.273,1.0,0.429,0.479,0.636
relu,"(150,)",0.0001,0.813,0.392,0.921,0.445,0.36,0.657,0.826,0.345,0.952,0.448,0.387,0.649,0.811,0.273,0.952,0.375,0.312,0.613
