Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.6,-0.6,-0.6,0.33,1.0,0.157,0.382,0.19,0.579,0.287,1.0,0.1,0.368,0.149,0.55,0.302,1.0,0.119,0.373,0.165,0.56
RBF,1,0.01,-1.9,0.7,0.0,0.828,0.556,0.898,0.571,0.47,0.727,0.826,0.745,0.848,0.637,0.539,0.797,0.792,0.727,0.81,0.593,0.474,0.768
RBF,1,0.001,-1.3,1.2,0.1,0.852,0.369,0.976,0.491,0.48,0.673,0.864,0.491,0.962,0.596,0.541,0.726,0.887,0.636,0.952,0.7,0.636,0.794
RBF,1,0.0001,-1.0,0.7,-0.7,0.706,0.358,0.8,0.328,0.321,0.579,0.709,0.436,0.781,0.406,0.32,0.609,0.208,1.0,0.0,0.344,0.0,0.5
RBF,1,1e-05,-1.0,1.0,-1.0,0.206,1.0,0.0,0.341,0.0,0.5,0.223,1.0,0.019,0.348,0.049,0.51,0.208,1.0,0.0,0.344,0.0,0.5
RBF,5,0.1,-0.6,-0.6,-0.6,0.33,1.0,0.157,0.382,0.19,0.579,0.287,1.0,0.1,0.368,0.149,0.55,0.302,1.0,0.119,0.373,0.165,0.56
RBF,5,0.01,-1.8,0.7,-0.1,0.818,0.486,0.904,0.52,0.416,0.695,0.823,0.618,0.876,0.587,0.477,0.747,0.849,0.727,0.881,0.667,0.573,0.804
RBF,5,0.001,-2.0,2.7,0.7,0.852,0.322,0.988,0.444,0.46,0.655,0.853,0.418,0.967,0.541,0.493,0.692,0.868,0.545,0.952,0.632,0.564,0.749
RBF,5,0.0001,-1.1,0.9,-0.0,0.837,0.322,0.97,0.454,0.453,0.646,0.875,0.618,0.943,0.674,0.607,0.781,0.887,0.636,0.952,0.7,0.636,0.794
RBF,5,1e-05,-1.0,1.0,0.9,0.809,0.067,1.0,0.113,0.145,0.533,0.808,0.109,0.99,0.157,0.15,0.55,0.792,0.0,1.0,0.0,0.0,0.5
RBF,10,0.1,-0.6,-0.6,-0.6,0.33,1.0,0.157,0.382,0.19,0.579,0.287,1.0,0.1,0.368,0.149,0.55,0.302,1.0,0.119,0.373,0.165,0.56
RBF,10,0.01,-1.8,0.7,-0.5,0.741,0.767,0.735,0.553,0.422,0.751,0.747,0.945,0.695,0.609,0.525,0.82,0.736,1.0,0.667,0.611,0.542,0.833
RBF,10,0.001,-2.4,3.8,0.9,0.842,0.3,0.982,0.421,0.42,0.641,0.83,0.273,0.976,0.397,0.379,0.624,0.868,0.455,0.976,0.588,0.551,0.715
RBF,10,0.0001,-1.4,1.1,0.1,0.837,0.319,0.97,0.437,0.407,0.645,0.883,0.636,0.948,0.693,0.626,0.792,0.906,0.727,0.952,0.762,0.704,0.84
RBF,10,1e-05,-0.3,0.9,0.5,0.575,0.564,0.57,0.328,0.159,0.567,0.592,0.673,0.571,0.402,0.259,0.622,0.83,0.909,0.81,0.69,0.615,0.859
