Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.6,-0.6,-0.6,0.206,1.0,0.0,0.341,0.0,0.5,0.208,1.0,0.0,0.344,0.0,0.5,0.208,1.0,0.0,0.344,0.0,0.5
RBF,1,0.01,-1.7,0.4,-0.3,0.789,0.719,0.807,0.581,0.463,0.763,0.747,0.964,0.69,0.612,0.535,0.827,0.736,1.0,0.667,0.611,0.542,0.833
RBF,1,0.001,-1.4,1.1,0.1,0.852,0.417,0.964,0.535,0.492,0.69,0.906,0.673,0.967,0.744,0.698,0.82,0.925,0.727,0.976,0.8,0.76,0.852
RBF,1,0.0001,-1.0,0.7,-0.6,0.706,0.361,0.8,0.331,0.323,0.581,0.706,0.436,0.776,0.397,0.306,0.606,0.208,1.0,0.0,0.344,0.0,0.5
RBF,1,1e-05,-1.0,1.0,-1.0,0.206,1.0,0.0,0.341,0.0,0.5,0.215,1.0,0.01,0.346,0.028,0.505,0.208,1.0,0.0,0.344,0.0,0.5
RBF,5,0.1,-0.6,-0.6,-0.6,0.206,1.0,0.0,0.341,0.0,0.5,0.208,1.0,0.0,0.344,0.0,0.5,0.208,1.0,0.0,0.344,0.0,0.5
RBF,5,0.01,-1.7,0.4,-0.5,0.751,0.789,0.741,0.568,0.446,0.765,0.736,0.982,0.671,0.607,0.531,0.827,0.736,1.0,0.667,0.611,0.542,0.833
RBF,5,0.001,-2.1,2.2,-0.2,0.828,0.647,0.873,0.605,0.503,0.76,0.789,0.836,0.776,0.621,0.521,0.806,0.774,0.818,0.762,0.6,0.491,0.79
RBF,5,0.0001,-1.3,0.7,0.2,0.842,0.275,0.988,0.405,0.429,0.631,0.883,0.509,0.981,0.633,0.608,0.745,0.925,0.727,0.976,0.8,0.76,0.852
RBF,5,1e-05,-1.0,1.0,0.9,0.813,0.089,1.0,0.145,0.171,0.544,0.808,0.109,0.99,0.16,0.153,0.55,0.792,0.0,1.0,0.0,0.0,0.5
RBF,10,0.1,-0.6,-0.6,-0.6,0.206,1.0,0.0,0.341,0.0,0.5,0.208,1.0,0.0,0.344,0.0,0.5,0.208,1.0,0.0,0.344,0.0,0.5
RBF,10,0.01,-1.7,0.4,-0.5,0.751,0.789,0.741,0.568,0.446,0.765,0.736,0.982,0.671,0.607,0.531,0.827,0.736,1.0,0.667,0.611,0.542,0.833
RBF,10,0.001,-2.4,3.1,0.0,0.818,0.531,0.891,0.54,0.438,0.711,0.823,0.709,0.852,0.622,0.516,0.781,0.811,0.727,0.833,0.615,0.505,0.78
RBF,10,0.0001,-1.7,1.3,0.3,0.842,0.256,0.994,0.391,0.435,0.625,0.887,0.545,0.976,0.653,0.617,0.761,0.906,0.636,0.976,0.737,0.694,0.806
RBF,10,1e-05,-0.3,0.9,0.5,0.599,0.494,0.618,0.298,0.217,0.556,0.611,0.618,0.61,0.391,0.268,0.614,0.887,0.818,0.905,0.75,0.681,0.861
