n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.804,0.044,1.0,0.08,0.12,0.522,0.819,0.127,1.0,0.218,0.286,0.564,0.83,0.182,1.0,0.308,0.387,0.591
200,None,0.5,0.809,0.067,1.0,0.113,0.145,0.533,0.819,0.145,0.995,0.242,0.288,0.57,0.811,0.091,1.0,0.167,0.271,0.545
200,None,0.75,0.809,0.067,1.0,0.113,0.145,0.533,0.819,0.164,0.99,0.26,0.287,0.577,0.83,0.182,1.0,0.308,0.387,0.591
200,None,None,0.804,0.067,0.994,0.109,0.117,0.53,0.815,0.182,0.981,0.286,0.305,0.581,0.83,0.182,1.0,0.308,0.387,0.591
400,None,0.25,0.804,0.044,1.0,0.08,0.12,0.522,0.819,0.127,1.0,0.218,0.286,0.564,0.811,0.091,1.0,0.167,0.271,0.545
400,None,0.5,0.809,0.089,0.994,0.136,0.137,0.541,0.815,0.127,0.995,0.215,0.261,0.561,0.811,0.091,1.0,0.167,0.271,0.545
400,None,0.75,0.804,0.067,0.994,0.109,0.117,0.53,0.819,0.182,0.986,0.274,0.28,0.584,0.83,0.182,1.0,0.308,0.387,0.591
400,None,None,0.799,0.044,0.994,0.076,0.091,0.519,0.819,0.2,0.981,0.3,0.295,0.59,0.83,0.182,1.0,0.308,0.387,0.591
600,None,0.25,0.799,0.022,1.0,0.04,0.06,0.511,0.819,0.127,1.0,0.218,0.286,0.564,0.83,0.182,1.0,0.308,0.387,0.591
600,None,0.5,0.809,0.089,0.994,0.136,0.137,0.541,0.819,0.145,0.995,0.24,0.279,0.57,0.83,0.182,1.0,0.308,0.387,0.591
600,None,0.75,0.799,0.067,0.988,0.103,0.092,0.527,0.826,0.2,0.99,0.312,0.348,0.595,0.83,0.182,1.0,0.308,0.387,0.591
600,None,None,0.799,0.044,0.994,0.076,0.091,0.519,0.823,0.2,0.986,0.311,0.337,0.593,0.83,0.182,1.0,0.308,0.387,0.591
800,None,0.25,0.799,0.022,1.0,0.04,0.06,0.511,0.815,0.109,1.0,0.19,0.263,0.555,0.83,0.182,1.0,0.308,0.387,0.591
800,None,0.5,0.799,0.044,0.994,0.076,0.091,0.519,0.819,0.145,0.995,0.24,0.279,0.57,0.83,0.182,1.0,0.308,0.387,0.591
800,None,0.75,0.799,0.067,0.988,0.103,0.092,0.527,0.826,0.182,0.995,0.299,0.36,0.589,0.83,0.182,1.0,0.308,0.387,0.591
800,None,None,0.804,0.067,0.994,0.109,0.117,0.53,0.819,0.182,0.986,0.282,0.288,0.584,0.83,0.182,1.0,0.308,0.387,0.591
1000,None,0.25,0.799,0.022,1.0,0.04,0.06,0.511,0.815,0.109,1.0,0.19,0.263,0.555,0.811,0.091,1.0,0.167,0.271,0.545
1000,None,0.5,0.799,0.044,0.994,0.076,0.091,0.519,0.819,0.145,0.995,0.24,0.279,0.57,0.83,0.182,1.0,0.308,0.387,0.591
1000,None,0.75,0.804,0.067,0.994,0.109,0.117,0.53,0.819,0.164,0.99,0.268,0.311,0.577,0.83,0.182,1.0,0.308,0.387,0.591
1000,None,None,0.804,0.067,0.994,0.109,0.117,0.53,0.811,0.145,0.986,0.231,0.243,0.566,0.83,0.182,1.0,0.308,0.387,0.591
