n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.804,0.044,1.0,0.08,0.12,0.522,0.808,0.109,0.99,0.182,0.227,0.55,0.83,0.182,1.0,0.308,0.387,0.591
200,None,0.5,0.799,0.022,1.0,0.04,0.06,0.511,0.823,0.164,0.995,0.271,0.337,0.579,0.83,0.182,1.0,0.308,0.387,0.591
200,None,0.75,0.799,0.067,0.988,0.103,0.092,0.527,0.826,0.2,0.99,0.324,0.369,0.595,0.83,0.182,1.0,0.308,0.387,0.591
200,None,None,0.79,0.022,0.988,0.04,0.036,0.505,0.823,0.218,0.981,0.338,0.346,0.6,0.83,0.273,0.976,0.4,0.382,0.624
400,None,0.25,0.804,0.044,1.0,0.08,0.12,0.522,0.823,0.164,0.995,0.275,0.342,0.579,0.83,0.182,1.0,0.308,0.387,0.591
400,None,0.5,0.804,0.044,1.0,0.08,0.12,0.522,0.823,0.164,0.995,0.275,0.342,0.579,0.83,0.182,1.0,0.308,0.387,0.591
400,None,0.75,0.804,0.067,0.994,0.109,0.117,0.53,0.826,0.2,0.99,0.32,0.364,0.595,0.83,0.182,1.0,0.308,0.387,0.591
400,None,None,0.799,0.067,0.988,0.113,0.136,0.527,0.819,0.2,0.981,0.311,0.319,0.59,0.83,0.182,1.0,0.308,0.387,0.591
600,None,0.25,0.799,0.022,1.0,0.04,0.06,0.511,0.823,0.164,0.995,0.275,0.342,0.579,0.83,0.182,1.0,0.308,0.387,0.591
600,None,0.5,0.809,0.067,1.0,0.12,0.179,0.533,0.826,0.182,0.995,0.299,0.36,0.589,0.83,0.182,1.0,0.308,0.387,0.591
600,None,0.75,0.799,0.044,0.994,0.076,0.091,0.519,0.83,0.218,0.99,0.348,0.387,0.604,0.83,0.182,1.0,0.308,0.387,0.591
600,None,None,0.799,0.067,0.988,0.113,0.136,0.527,0.819,0.2,0.981,0.311,0.319,0.59,0.83,0.182,1.0,0.308,0.387,0.591
800,None,0.25,0.799,0.022,1.0,0.04,0.06,0.511,0.819,0.145,0.995,0.242,0.288,0.57,0.83,0.182,1.0,0.308,0.387,0.591
800,None,0.5,0.809,0.067,1.0,0.12,0.179,0.533,0.83,0.2,0.995,0.327,0.383,0.598,0.83,0.182,1.0,0.308,0.387,0.591
800,None,0.75,0.804,0.067,0.994,0.116,0.151,0.53,0.826,0.218,0.986,0.343,0.366,0.602,0.83,0.182,1.0,0.308,0.387,0.591
800,None,None,0.799,0.067,0.988,0.113,0.136,0.527,0.823,0.218,0.981,0.338,0.346,0.6,0.83,0.182,1.0,0.308,0.387,0.591
1000,None,0.25,0.804,0.044,1.0,0.08,0.12,0.522,0.826,0.182,0.995,0.303,0.365,0.589,0.83,0.182,1.0,0.308,0.387,0.591
1000,None,0.5,0.809,0.067,1.0,0.12,0.179,0.533,0.834,0.218,0.995,0.35,0.404,0.607,0.83,0.182,1.0,0.308,0.387,0.591
1000,None,0.75,0.804,0.067,0.994,0.116,0.151,0.53,0.823,0.2,0.986,0.319,0.347,0.593,0.83,0.182,1.0,0.308,0.387,0.591
1000,None,None,0.799,0.067,0.988,0.113,0.136,0.527,0.823,0.218,0.981,0.338,0.346,0.6,0.83,0.182,1.0,0.308,0.387,0.591
