Index,position,attribute,F_val,p_val
10179,2105,OR6K2,3.7219896,0.05442555
7338,2106,KISS1,3.7215588,0.05443945
16699,2107,ZMIZ1,3.7213018,0.054447748
2970,2108,CNPY3,3.7204123,0.054476473
14008,2109,SPECC1,3.7203565,0.054478277
17022,2110,ZNF597,3.718906,0.054525156
11995,2111,RALGAPA1,3.718778,0.054529294
13239,2112,SHISA9,3.717838,0.054559693
16305,2113,WDR38,3.71711,0.05458326
2978,2114,CNTFR,3.7168396,0.05459201
6030,2115,GSTCD,3.7159138,0.05462199
14682,2116,TCF12,3.7148166,0.054657545
4728,2117,FAM118A,3.7145357,0.05466665
10053,2118,OR4M1,3.7123897,0.054736275
12625,2119,RPS2,3.7118797,0.054752834
5850,2120,GPR135,3.7116365,0.05476073
14234,2121,STAM,3.7113984,0.05476847
16662,2122,ZFR,3.7113154,0.054771166
208,2123,ACTR8,3.709121,0.054842506
12418,2124,RNF112,3.7081273,0.054874845
4044,2125,DOLK,3.706571,0.054925527
8864,2126,MSLN,3.7054644,0.054961603
9114,2127,NACA,3.7053332,0.05496588
836,2128,ARHGAP12,3.704666,0.054987647
8116,2129,LYRM1,3.7038863,0.055013087
2434,2130,CDHR5,3.703094,0.055038955
11014,2131,PLD1,3.7021224,0.05507069
79,2132,ABHD14B,3.7017047,0.055084344
497,2133,ALG2,3.7015028,0.05509094
160,2134,ACR,3.7006822,0.055117775
1595,2135,C12orf65,3.7002976,0.055130355
6028,2136,GSTA4,3.6986651,0.055183787
4300,2137,EGFLAM,3.697074,0.055235922
3425,2138,CWC25,3.6967468,0.055246647
2281,2139,CD164L2,3.6956382,0.05528301
11922,2140,RAB3IP,3.695559,0.05528561
4592,2141,ESRRG,3.6955016,0.055287495
13064,2142,SERPINA12,3.6952279,0.055296477
9211,2143,NCOA6,3.6951551,0.05529886
7325,2144,KIFAP3,3.6951137,0.055300225
15575,2145,TRMT61A,3.6949131,0.055306807
1088,2146,ATG4D,3.6918812,0.05540643
4735,2147,FAM122B,3.6918283,0.05540817
10005,2148,OR2T6,3.6910918,0.055432398
11990,2149,RAI14,3.6902235,0.05546098
7638,2150,LAMB1,3.6879973,0.05553432
4485,2151,EPB41L2,3.6878438,0.055539384
13247,2152,SHPRH,3.6868596,0.055571847
7910,2153,LPCAT3,3.6852913,0.055623617
2413,2154,CDH16,3.6844718,0.055650685
4811,2155,FAM207A,3.6829066,0.055702433
14325,2156,STX12,3.6804094,0.055785093
383,2157,AGTR1,3.6795492,0.0558136
12443,2158,RNF150,3.679171,0.055826135
7888,2159,LNX1,3.6757584,0.055939402
6339,2160,HMGN3,3.6748798,0.055968605
5545,2161,GDPD4,3.6744943,0.05598142
13723,2162,SMAD3,3.6724734,0.05604866
2711,2163,CHRM5,3.6697042,0.056140944
16151,2164,VCAN,3.6693974,0.05615118
3299,2165,CSNK2A1,3.6666796,0.056241922
10618,2166,PDE5A,3.6665,0.056247924
7253,2167,KHK,3.6661441,0.05625982
68,2168,ABCG4,3.665235,0.05629022
9572,2169,NPPA,3.6640553,0.056329694
6285,2170,HIPK3,3.6624224,0.05638438
17195,2171,ZNF846,3.6613846,0.056419168
4642,2172,EXOC8,3.6611824,0.056425944
15549,2173,TRIM71,3.660946,0.05643388
3689,2174,DDX20,3.6607325,0.056441035
15691,2175,TTC17,3.660147,0.05646068
11383,2176,PPP4C,3.6600685,0.056463312
994,2177,ASAH2,3.6598265,0.056471433
3772,2178,DENND1A,3.658946,0.056500994
16755,2179,ZNF19,3.658867,0.05650365
8495,2180,METTL22,3.655894,0.05660358
3711,2181,DDX52,3.6534212,0.056686852
4734,2182,FAM122A,3.6521192,0.056730747
6737,2183,IL15,3.6474895,0.056887116
17094,2184,ZNF699,3.646975,0.056904525
14482,2185,SYTL4,3.6469727,0.056904607
11717,2186,PTBP3,3.646152,0.056932382
9203,2187,NCKIPSD,3.6447754,0.056979008
16813,2188,ZNF280C,3.644684,0.0569821
8079,2189,LURAP1,3.6441746,0.056999367
12846,2190,SAT2,3.6411617,0.057101596
6667,2191,IFT57,3.640332,0.05712978
6566,2192,HUWE1,3.640097,0.05713777
15118,2193,TMEM200C,3.6391795,0.057168957
6714,2194,IHH,3.6381264,0.05720478
12019,2195,RAP1GAP,3.6352825,0.057301637
5746,2196,GNG8,3.6337738,0.05735309
3419,2197,CUTC,3.633612,0.057358615
14000,2198,SPDYA,3.630811,0.05745428
15904,2199,UBOX5,3.6292748,0.057506822
8938,2200,MTRNR2L1,3.6289203,0.057518955
14676,2201,TCEAL7,3.6285198,0.057532664
1058,2202,ATAD2B,3.6279936,0.057550684
4423,2203,EMG1,3.6278815,0.05755452
15285,2204,TNFRSF21,3.6278799,0.057554577
733,2205,APBB2,3.6238575,0.057692517
17045,2206,ZNF625-ZNF20,3.6227217,0.05773153
2151,2207,CCDC62,3.6217093,0.057766326
16525,2208,ZBTB12,3.6211815,0.05778448
5661,2209,GLIPR1L2,3.6208904,0.057794493
11355,2210,PPP1R3F,3.6198688,0.057829652
11208,2211,POLR3H,3.619021,0.057858843
13626,2212,SLC5A2,3.6169682,0.057929594
9400,2213,NIPA2,3.6166577,0.0579403
15557,2214,TRIO,3.6160395,0.057961628
10559,2215,PCK1,3.6144497,0.058016516
620,2216,ANKRD20A1,3.6134906,0.058049656
5975,2217,GRIK5,3.6132662,0.058057413
5588,2218,GHDC,3.6121516,0.058095958
15280,2219,TNFRSF17,3.611643,0.058113553
12319,2220,RHEBL1,3.6112654,0.05812662
7943,2221,LRP12,3.6109507,0.058137517
2141,2222,CCDC47,3.6108177,0.058142122
7460,2223,KRI1,3.609132,0.058200512
7424,2224,KLKB1,3.6073785,0.058261324
2925,2225,CMTM3,3.6070728,0.05827193
12833,2226,SAPCD2,3.6059551,0.058310736
16955,2227,ZNF519,3.6041784,0.05837247
12660,2228,RPUSD1,3.6024065,0.058434114
5653,2229,GLE1,3.6014664,0.058466848
12440,2230,RNF146,3.5998833,0.058522012
15207,2231,TMEM87B,3.5989866,0.058553282
16292,2232,WDR18,3.5983093,0.058576915
11141,2233,PNPT1,3.5953672,0.05867969
12785,2234,S100Z,3.5923624,0.058784846
812,2235,ARC,3.5880227,0.05893708
7122,2236,KCNC3,3.587378,0.05895973
11799,2237,PTPRR,3.5862584,0.05899909
813,2238,ARCN1,3.5859122,0.059011266
13474,2239,SLC26A3,3.5833526,0.059101373
8967,2240,MUC7,3.5831306,0.059109196
5058,2241,FGD1,3.582996,0.059113942
112,2242,ACADL,3.5821707,0.05914303
13366,2243,SLC16A5,3.5796607,0.0592316
13931,2244,SP3,3.5785904,0.05926941
8801,2245,MRPL52,3.5780792,0.059287477
13480,2246,SLC26A9,3.5778556,0.059295382
9342,2247,NFATC1,3.5749505,0.059398193
4615,2248,EVC,3.5732448,0.05945864
5493,2249,GBP3,3.572968,0.059468456
17073,2250,ZNF672,3.5710514,0.059536472
17010,2251,ZNF584,3.5706136,0.059552018
12433,2252,RNF138,3.5702152,0.05956617
5898,2253,GPR39,3.5687754,0.059617348
5646,2254,GLB1L,3.567676,0.059656456
9063,2255,MYO7B,3.5660458,0.0597145
7662,2256,LARP4B,3.5654032,0.059737395
13759,2257,SMG8,3.5648727,0.0597563
640,2258,ANKRD37,3.562311,0.0598477
12752,2259,RXFP1,3.5600765,0.059927545
11815,2260,PUM2,3.5599892,0.059930667
7947,2261,LRP3,3.5586123,0.059979923
972,2262,ARRDC3,3.5584698,0.059985027
6308,2263,HLA-DQB1,3.5573616,0.06002471
11825,2264,PVALB,3.5560226,0.06007269
9951,2265,OR2A12,3.5554576,0.060092952
1519,2266,BTBD7,3.5551596,0.06010364
13076,2267,SERPINB2,3.5541239,0.060140803
16520,2268,ZBED6,3.5540724,0.06014265
8476,2269,MERTK,3.552164,0.060211193
13266,2270,SIGLEC15,3.5519624,0.060218442
5306,2271,FSTL4,3.5506299,0.060266357
3126,2272,COX7B,3.5498686,0.060293753
9603,2273,NR2C1,3.5487494,0.060334045
14307,2274,STOX1,3.5480707,0.0603585
10361,2275,PADI6,3.5476267,0.060374495
11562,2276,PRR13,3.5471766,0.060390722
12009,2277,RANBP17,3.5464306,0.060417626
3786,2278,DEPDC1B,3.5454118,0.060454383
4468,2279,ENSA,3.5451458,0.06046399
8684,2280,MOGAT3,3.5447078,0.0604798
15316,2281,TNNI1,3.5422633,0.060568143
7278,2282,KIAA1614,3.5421803,0.060571145
237,2283,ADAM28,3.54141,0.06059901
4631,2284,EXOC1,3.5394318,0.06067064
5218,2285,FOXD4L4,3.5391688,0.06068017
9954,2286,OR2A25,3.5361395,0.06079005
1134,2287,ATP4B,3.53593,0.06079766
678,2288,ANP32D,3.5356405,0.060808174
710,2289,AP2A1,3.534391,0.060853574
4032,2290,DOCK6,3.5337436,0.060877107
1624,2291,C16orf91,3.5300586,0.061011266
9364,2292,NFRKB,3.5277245,0.061096407
3205,2293,CREBL2,3.5273678,0.061109427
7130,2294,KCNE4,3.5270927,0.061119474
11077,2295,PLSCR1,3.5261393,0.061154302
15853,2296,UBE2A,3.5254292,0.061180253
4904,2297,FARS2,3.5245693,0.0612117
12924,2298,SCNN1B,3.5242686,0.0612227
14167,2299,SSB,3.5241454,0.06122721
5187,2300,FNDC3B,3.523131,0.061264336
3820,2301,DHDDS,3.5224733,0.061288416
7461,2302,KRIT1,3.5221946,0.061298624
16949,2303,ZNF513,3.5221183,0.06130142
3166,2304,CPQ,3.520861,0.061347503
7399,2305,KLHL34,3.5202208,0.06137098
7218,2306,KCTD4,3.519056,0.061413713
10564,2307,PCMTD1,3.5183322,0.06144029
15900,2308,UBL7,3.5172524,0.061479956
15269,2309,TNFAIP8L3,3.5164561,0.06150923
3310,2310,CSRP3,3.515821,0.061532587
10919,2311,PITHD1,3.5150204,0.061562043
1049,2312,ASTL,3.5145218,0.06158039
11837,2313,PXMP4,3.5145211,0.061580416
8034,2314,LRRTM2,3.5143046,0.061588388
10652,2315,PDK4,3.5110242,0.061709292
5971,2316,GRIK1,3.5103831,0.06173295
10873,2317,PIGU,3.5087838,0.061792012
4036,2318,DOHH,3.5086997,0.061795123
10735,2319,PFKFB2,3.5079465,0.06182296
5077,2320,FGF22,3.5073838,0.061843764
15636,2321,TSNAX-DISC1,3.507368,0.061844345
5518,2322,GCNT2,3.5070071,0.061857697
13026,2323,SEMA4G,3.5067763,0.06186623
10523,2324,PCDHB4,3.5064697,0.06187758
11371,2325,PPP2R3B,3.5052893,0.061921272
4676,2326,F2RL1,3.505013,0.061931506
11443,2327,PRDM7,3.5043201,0.061957173
17166,2328,ZNF799,3.5033956,0.061991442
9806,2329,ODF2L,3.5031903,0.061999053
11233,2330,POT1,3.5025952,0.062021125
4217,2331,EBLN2,3.5019205,0.06204616
9337,2332,NF1,3.501277,0.062070042
12884,2333,SCFD2,3.500788,0.0620882
11719,2334,PTCD2,3.5000648,0.062115062
3042,2335,COL6A3,3.498312,0.062180225
3860,2336,DICER1,3.498115,0.062187552
10793,2337,PHF1,3.4962342,0.062257566
7177,2338,KCNK7,3.495277,0.062293228
5867,2339,GPR156,3.4947712,0.062312078
8202,2340,MAL2,3.49444,0.062324423
9737,2341,NUP153,3.4932926,0.06236723
6915,2342,IQCK,3.4924293,0.062399454
5699,2343,GMCL1,3.4911373,0.06244771
4530,2344,EPX,3.4911315,0.062447928
9901,2345,OR11H12,3.489751,0.062499534
9717,2346,NUDT18,3.4888175,0.06253447
3227,2347,CRKL,3.488476,0.062547244
10016,2348,OR4A16,3.488386,0.06255061
12799,2349,SAE1,3.4850116,0.06267706
17030,2350,ZNF609,3.4840882,0.062711716
14360,2351,SULF1,3.482897,0.06275644
2847,2352,CLEC2D,3.482878,0.06275716
3220,2353,CRIPT,3.481875,0.06279485
1052,2354,ASXL1,3.4816823,0.06280209
10707,2355,PES1,3.4800377,0.06286395
8131,2356,LZIC,3.478929,0.06290569
3530,2357,CYP4B1,3.4788241,0.06290964
2705,2358,CHRDL2,3.4775088,0.0629592
16859,2359,ZNF358,3.4764545,0.06299896
7100,2360,KBTBD2,3.4747882,0.06306185
963,2361,ARPC5,3.4743686,0.063077696
6934,2362,IRF3,3.472311,0.063155465
610,2363,ANKRD12,3.471923,0.063170135
9740,2364,NUP188,3.4706361,0.06321884
13175,2365,SGSM3,3.4703298,0.06323044
2955,2366,CNNM3,3.4677563,0.063327976
1679,2367,C1QTNF9,3.4665527,0.06337365
6192,2368,HDGF,3.4656818,0.06340672
15662,2369,TSPO2,3.4653077,0.06342093
10190,2370,OR6X1,3.4651449,0.06342711
8201,2371,MAL,3.4635885,0.06348628
2425,2372,CDH5,3.4625661,0.06352518
6806,2373,IL7,3.4625587,0.06352545
10472,2374,PBX2,3.4624214,0.06353068
3270,2375,CSDC2,3.461289,0.0635738
3313,2376,CST2,3.4610908,0.06358135
354,2377,AGAP4,3.4606197,0.063599296
12632,2378,RPS27,3.460572,0.063601114
17219,2379,ZNRF3,3.4601305,0.063617945
10806,2380,PHF3,3.458454,0.063681886
9387,2381,NHS,3.457199,0.063729785
4972,2382,FBXO36,3.4571457,0.06373183
4301,2383,EGFR,3.4564633,0.06375789
17050,2384,ZNF630,3.4560244,0.06377466
2890,2385,CLPP,3.456024,0.06377468
13178,2386,SH2B1,3.4557395,0.06378555
4789,2387,FAM178B,3.454783,0.06382213
1951,2388,CAMKMT,3.4544947,0.063833155
9936,2389,OR1J2,3.4544032,0.06383666
12037,2390,RARRES1,3.454402,0.0638367
8574,2391,MIER2,3.4541612,0.06384592
11031,2392,PLEKHB1,3.4539967,0.063852206
8250,2393,MAP3K13,3.453953,0.06385388
867,2394,ARHGDIA,3.4539175,0.06385524
1157,2395,ATP6V1G2,3.4532032,0.06388258
689,2396,ANXA3,3.4498258,0.064012036
2930,2397,CMTM8,3.4497228,0.064015985
1612,2398,C16orf46,3.4484427,0.06406513
13452,2399,SLC25A33,3.4474,0.06410518
4163,2400,DUSP9,3.4471142,0.064116165
10074,2401,OR51F1,3.4465601,0.064137466
3102,2402,CORO7-PAM16,3.4464633,0.06414119
7447,2403,KPNA5,3.4461563,0.064153
5531,2404,GDF11,3.444522,0.06421589
5977,2405,GRIN2A,3.4444525,0.06421856
2735,2406,CHST2,3.4437788,0.06424451
14120,2407,SRF,3.4414022,0.06433612
11209,2408,POLR3K,3.4412365,0.06434251
13847,2409,SNX13,3.4403448,0.06437693
11773,2410,PTPN2,3.4402966,0.06437879
12694,2411,RSF1,3.4391825,0.06442182
5551,2412,GEMIN6,3.43829,0.0644563
1062,2413,ATAD5,3.4351437,0.06457805
593,2414,ANKAR,3.4349842,0.06458423
16638,2415,ZFHX4,3.4339266,0.06462521
9109,2416,NAALAD2,3.4336786,0.06463482
16231,2417,VPS8,3.433347,0.06464768
11437,2418,PRDM15,3.4331114,0.06465682
16476,2419,YIPF1,3.4319725,0.064701006
5504,2420,GCC2,3.4316082,0.06471515
7377,2421,KLHL11,3.4312294,0.06472986
454,2422,AKR7A2,3.4308798,0.06474344
16723,2423,ZNF131,3.4308138,0.064746
5264,2424,FRAT1,3.4304485,0.064760186
3676,2425,DDOST,3.4298093,0.064785026
1621,2426,C16orf87,3.4293635,0.064802356
13180,2427,SH2B3,3.4269261,0.06489719
16838,2428,ZNF326,3.4267,0.06490599
6343,2429,HMGXB4,3.425888,0.06493762
13314,2430,SKOR1,3.424351,0.06499755
8811,2431,MRPS16,3.4239733,0.065012276
13923,2432,SOX8,3.4238913,0.06501548
10507,2433,PCDHA6,3.422303,0.065077476
12339,2434,RHOXF2B,3.4222257,0.06508049
2865,2435,CLIC2,3.422161,0.06508302
12277,2436,RGPD5,3.4220586,0.06508702
14131,2437,SRP19,3.4220273,0.06508824
5195,2438,FNTA,3.4217217,0.065100186
13419,2439,SLC23A2,3.4209921,0.06512869
11579,2440,PRR3,3.420902,0.065132216
8008,2441,LRRC69,3.4178197,0.065252826
426,2442,AKAP11,3.4175122,0.065264866
15109,2443,TMEM190,3.41731,0.06527279
9696,2444,NUB1,3.4171216,0.06528017
12351,2445,RILPL1,3.4151793,0.06535633
13106,2446,SETD1A,3.4147124,0.06537465
10391,2447,PAM,3.4142857,0.0653914
11901,2448,RAB2A,3.4132814,0.065430835
5311,2449,FTL,3.4131494,0.06543602
608,2450,ANKRD10,3.4130592,0.06543957
4249,2451,EDF1,3.4102328,0.06555071
2612,2452,CFDP1,3.4093392,0.06558589
12945,2453,SCYL2,3.408678,0.065611936
1297,2454,BBS5,3.4084082,0.06562257
12994,2455,SEC31A,3.407962,0.06564015
5749,2456,GNL1,3.4074395,0.06566075
831,2457,ARGLU1,3.4069936,0.065678336
6377,2458,HNRNPUL2-BSCL2,3.404386,0.065781265
5829,2459,GPD2,3.40369,0.065808766
281,2460,ADCY1,3.4033935,0.06582049
4689,2461,FAAH2,3.4031754,0.06582911
575,2462,ANAPC5,3.402413,0.06585927
726,2463,AP5B1,3.4019902,0.06587599
14629,2464,TBCA,3.400386,0.0659395
476,2465,ALDH3A2,3.399651,0.06596862
16929,2466,ZNF484,3.3994176,0.06597787
11902,2467,RAB2B,3.3980033,0.06603395
16207,2468,VPS16,3.3976095,0.066049576
600,2469,ANKIB1,3.396307,0.06610128
16814,2470,ZNF280D,3.3952045,0.06614508
1868,2471,CAB39L,3.3936949,0.06620511
11295,2472,PPIG,3.392491,0.066253014
10438,2473,PARP4,3.392144,0.066266835
170,2474,ACSL5,3.391649,0.06628654
6236,2475,HES3,3.3895497,0.06637022
12385,2476,RLN3,3.3879619,0.066433586
15493,2477,TRIM2,3.3869133,0.06647547
9714,2478,NUDT16,3.386631,0.066486746
11786,2479,PTPRCAP,3.385946,0.06651413
13461,2480,SLC25A41,3.3853168,0.06653929
14645,2481,TBPL1,3.3836443,0.066606216
7298,2482,KIF1B,3.3828514,0.06663798
14975,2483,TM4SF19-TCTEX1D2,3.3825278,0.066650935
14038,2484,SPINK7,3.382407,0.066655785
10395,2485,PAN3,3.3818724,0.066677205
9999,2486,OR2T3,3.381104,0.06670801
5548,2487,GEMIN2,3.3808503,0.06671819
8035,2488,LRRTM3,3.37896,0.06679406
2445,2489,CDK17,3.378367,0.06681788
10845,2490,PI4KB,3.3777657,0.06684204
10803,2491,PHF21A,3.3770401,0.06687121
6711,2492,IGSF8,3.3767524,0.06688278
4966,2493,FBXO3,3.376424,0.066895984
14048,2494,SPNS1,3.3756626,0.06692662
2289,2495,CD1E,3.3746653,0.06696677
935,2496,ARMC10,3.3745914,0.06696975
8091,2497,LY6G6E,3.3735259,0.067012675
5666,2498,GLMN,3.3729768,0.06703481
13784,2499,SMURF2,3.3729727,0.067034975
9395,2500,NINJ1,3.3726296,0.0670488
11915,2501,RAB3A,3.3725543,0.06705184
15160,2502,TMEM31,3.370517,0.06713405
11983,2503,RAET1E,3.3687758,0.0672044
1592,2504,C12orf56,3.368722,0.06720658
14515,2505,TAF15,3.36679,0.067284726
4287,2506,EFNA4,3.36639,0.06730092
3822,2507,DHFR,3.36635,0.06730255
4085,2508,DPYSL4,3.3654478,0.067339085
10172,2509,OR6C65,3.3652127,0.06734861
16840,2510,ZNF330,3.3650317,0.06735594
6248,2511,HEYL,3.3632762,0.06742712
6374,2512,HNRNPU,3.3629823,0.06743904
9185,2513,NCAPG,3.3616025,0.067495055
3201,2514,CREB3L3,3.3567078,0.06769416
14924,2515,TIMP2,3.3561664,0.06771622
12278,2516,RGPD6,3.35532,0.06775072
3513,2517,CYP2C9,3.3545616,0.06778166
3192,2518,CRB2,3.35274,0.067856014
125,2519,ACBD5,3.352435,0.06786847
6244,2520,HEXIM1,3.351048,0.06792516
14017,2521,SPG21,3.3502464,0.06795795
14779,2522,TEX2,3.34763,0.068065085
2023,2523,CASQ2,3.3473856,0.0680751
3440,2524,CXCL17,3.346496,0.06811157
1635,2525,C17orf75,3.3463783,0.0681164
9103,2526,NAA35,3.346313,0.06811908
12897,2527,SCGB3A2,3.3451855,0.06816534
7083,2528,KANSL3,3.3451235,0.06816788
8315,2529,MAST1,3.3450227,0.06817202
11782,2530,PTPN9,3.343876,0.06821912
4155,2531,DUSP26,3.341904,0.06830018
14393,2532,SURF1,3.3417177,0.06830784
5913,2533,GPR83,3.3411782,0.068330035
15816,2534,TYK2,3.3401644,0.068371765
16857,2535,ZNF354B,3.339224,0.0684105
8559,2536,MIB2,3.3381624,0.06845426
222,2537,ADAD1,3.3373914,0.068486065
8854,2538,MSH3,3.3363252,0.06853006
10812,2539,PHGR1,3.3361042,0.06853919
9111,2540,NAALADL2,3.3353188,0.06857162
15116,2541,TMEM200A,3.3332644,0.06865654
15440,2542,TRAF5,3.332977,0.068668425
9772,2543,NXPH3,3.3328495,0.0686737
390,2544,AHCYL1,3.3316543,0.06872317
4986,2545,FBXO6,3.3314638,0.06873106
6665,2546,IFT46,3.3283737,0.06885916
1720,2547,C20orf144,3.3277388,0.068885505
7276,2548,KIAA1549,3.3275576,0.06889303
11258,2549,POU6F2,3.3275332,0.068894036
2679,2550,CHKB-CPT1B,3.3234515,0.06906372
9165,2551,NBEAL1,3.3233812,0.06906665
16485,2552,YLPM1,3.322848,0.06908885
13875,2553,SOBP,3.322576,0.06910018
5257,2554,FPGT,3.3223116,0.06911119
2119,2555,CCDC166,3.320794,0.06917444
5473,2556,GAS8,3.320747,0.069176406
14457,2557,SYP,3.3206716,0.06917955
1053,2558,ASXL2,3.3194313,0.069231294
11360,2559,PPP1R9A,3.3183668,0.06927574
13016,2560,SEMA3C,3.317869,0.06929653
10211,2561,OR8D4,3.317684,0.06930426
10347,2562,PABPC5,3.317079,0.06932954
12490,2563,RNF44,3.3166785,0.06934628
3468,2564,CYB5A,3.3135512,0.06947717
4117,2565,DST,3.3106546,0.06959863
10876,2566,PIGX,3.3101928,0.06961802
1823,2567,C7orf61,3.3095524,0.06964491
7726,2568,LDHC,3.309077,0.06966488
44,2569,ABCB7,3.308386,0.06969392
7770,2570,LGALS9,3.3063133,0.06978111
8363,2571,MC3R,3.3058395,0.069801055
1455,2572,BPIFA3,3.305333,0.069822386
8516,2573,MFAP4,3.3046048,0.06985307
8928,2574,MTMR9,3.3045735,0.06985438
12472,2575,RNF216,3.3041692,0.06987142
8613,2576,MLLT10,3.3015504,0.069981895
14511,2577,TAF10,3.3012924,0.06999279
6971,2578,ISYNA1,3.3009412,0.07000762
4778,2579,FAM169A,3.2986686,0.07010368
10403,2580,PAOX,3.298386,0.07011564
7837,2581,LINGO2,3.2978833,0.07013691
8937,2582,MTRF1L,3.295041,0.07025731
4637,2583,EXOC4,3.2948241,0.070266515
257,2584,ADAMTS20,3.2947946,0.07026777
7267,2585,KIAA0895L,3.2946663,0.070273206
7159,2586,KCNJ4,3.2942026,0.070292875
14192,2587,SSX2B,3.2934656,0.070324145
16413,2588,WWTR1,3.2933419,0.0703294
11731,2589,PTGDR,3.2931783,0.07033634
5343,2590,FXYD5,3.2916844,0.07039979
5297,2591,FSD1L,3.2914789,0.07040853
2575,2592,CEP57,3.2909505,0.07043099
7926,2593,LRFN1,3.2897956,0.0704801
5817,2594,GPBAR1,3.287739,0.07056766
13544,2595,SLC35F1,3.2873576,0.07058391
5961,2596,GRHL2,3.2871795,0.0705915
3521,2597,CYP2W1,3.2870755,0.070595935
3151,2598,CPM,3.2861352,0.07063602
15908,2599,UBQLN3,3.2842708,0.070715584
8563,2600,MICAL3,3.2838013,0.070735626
6944,2601,IRS1,3.283084,0.07076628
3271,2602,CSDE1,3.2828755,0.07077518
654,2603,ANKRD63,3.2823403,0.07079806
12957,2604,SDF4,3.2820444,0.07081071
17161,2605,ZNF79,3.2811646,0.07084834
1434,2606,BNC2,3.281008,0.070855044
612,2607,ANKRD13B,3.2803822,0.07088183
17217,2608,ZNRF1,3.2803047,0.070885144
8398,2609,MCTS1,3.280262,0.07088697
16637,2610,ZFHX3,3.2800784,0.07089483
6229,2611,HERC4,3.2799911,0.07089856
106,2612,ACACA,3.279942,0.07090067
11291,2613,PPIC,3.2799382,0.070900835
9556,2614,NPEPPS,3.2799222,0.07090151
15463,2615,TRAPPC8,3.279916,0.07090178
10887,2616,PIK3CB,3.2799106,0.07090201
15047,2617,TMEM131,3.2799103,0.07090203
9760,2618,NVL,3.2799046,0.07090227
1182,2619,ATXN2L,3.2799017,0.07090239
1991,2620,CARD10,3.2798967,0.07090261
4662,2621,EYA3,3.2798965,0.070902616
2564,2622,CEP152,3.2798908,0.07090286
3864,2623,DIO2,3.2798908,0.07090286
8558,2624,MIB1,3.2798898,0.07090291
11805,2625,PTRH2,3.279888,0.07090299
2375,2626,CDC25C,3.2798872,0.07090302
12864,2627,SCAI,3.2798872,0.07090302
13810,2628,SNF8,3.2798855,0.070903085
8390,2629,MCMBP,3.2798846,0.07090313
9793,2630,OC90,3.2798836,0.07090317
1465,2631,BPY2B,3.2798834,0.07090318
2209,2632,CCL27,3.2798834,0.07090318
10220,2633,OR8K1,3.2798834,0.07090318
12043,2634,RASA4,3.2798831,0.07090319
13862,2635,SNX3,3.2798817,0.07090325
10453,2636,PATL1,3.2798815,0.070903264
11307,2637,PPM1D,3.2798781,0.070903406
16933,2638,ZNF490,3.2798777,0.07090343
8788,2639,MRPL4,3.2798772,0.07090344
17027,2640,ZNF606,3.2798765,0.07090347
16721,2641,ZNF121,3.279869,0.07090379
3507,2642,CYP2A6,3.2798615,0.07090412
4480,2643,EP300,3.2798538,0.07090445
13882,2644,SOCS7,3.2798522,0.070904516
4029,2645,DOCK3,3.279823,0.07090576
5277,2646,FRMD4B,3.2797766,0.07090776
9046,2647,MYO18B,3.279719,0.070910215
7389,2648,KLHL24,3.27946,0.07092132
7844,2649,LIPG,3.2791133,0.070936166
1186,2650,ATXN7L1,3.27862,0.0709573
16078,2651,USP32,3.2781007,0.07097956
10780,2652,PGRMC2,3.2773917,0.071009964
9952,2653,OR2A14,3.2754114,0.071094945
6000,2654,GRN,3.27522,0.07110317
9761,2655,NWD1,3.2748697,0.07111821
2496,2656,CDX2,3.2744005,0.071138375
7188,2657,KCNQ1,3.2742884,0.07114319
863,2658,ARHGAP5,3.2729547,0.071200535
4343,2659,EIF3A,3.2718635,0.07124749
7783,2660,LHB,3.2704704,0.07130748
6653,2661,IFNGR1,3.2703955,0.0713107
13052,2662,SERGEF,3.2699814,0.07132855
3300,2663,CSNK2A2,3.2697513,0.07133847
7600,2664,KRTAP9-1,3.2695954,0.07134519
12029,2665,RAPGEF5,3.269047,0.07136883
4470,2666,ENTPD1,3.2689273,0.07137399
11493,2667,PRKCI,3.268056,0.07141158
5443,2668,GALNT6,3.2674582,0.071437374
12894,2669,SCGB2A2,3.266842,0.07146399
2801,2670,CLCN4,3.2664664,0.07148021
15747,2671,TTYH2,3.2659004,0.07150466
1825,2672,C8B,3.2656136,0.07151705
5735,2673,GNB5,3.265118,0.07153848
10664,2674,PDRG1,3.2647846,0.07155289
1876,2675,CABP7,3.2643447,0.07157192
14174,2676,SSH2,3.264106,0.071582235
12121,2677,RBM41,3.264079,0.071583405
6589,2678,ICMT,3.2637877,0.07159601
14414,2679,SWI5,3.263326,0.071615994
432,2680,AKAP4,3.2618504,0.07167989
6171,2681,HCN2,3.2595265,0.07178065
2212,2682,CCL3L3,3.2590609,0.07180086
8945,2683,MTRNR2L8,3.2587833,0.071812905
3105,2684,COX10,3.257833,0.07185417
10399,2685,PANK4,3.2573965,0.071873136
12188,2686,RDH8,3.256917,0.07189397
11847,2687,PYGM,3.2563381,0.071919136
15055,2688,TMEM138,3.2562363,0.07192356
4267,2689,EEPD1,3.2557454,0.071944915
4766,2690,FAM161A,3.254893,0.071982
2331,2691,CD48,3.2538662,0.0720267
14684,2692,TCF19,3.2529876,0.07206497
11897,2693,RAB26,3.2526398,0.072080135
7090,2694,KAT8,3.2523694,0.07209192
3075,2695,COPS2,3.251472,0.07213105
