Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.6,-0.6,-0.6,0.234,1.0,0.036,0.35,0.067,0.518,0.215,1.0,0.01,0.346,0.028,0.505,0.208,1.0,0.0,0.344,0.0,0.5
RBF,1,0.01,-1.6,0.3,-0.4,0.723,0.836,0.693,0.559,0.439,0.764,0.702,1.0,0.624,0.583,0.507,0.812,0.679,1.0,0.595,0.564,0.484,0.798
RBF,1,0.001,-1.4,1.8,-0.3,0.785,0.789,0.783,0.608,0.498,0.786,0.728,1.0,0.657,0.605,0.534,0.829,0.717,1.0,0.643,0.595,0.522,0.821
RBF,1,0.0001,-1.0,0.6,-0.7,0.696,0.631,0.716,0.505,0.354,0.673,0.732,1.0,0.662,0.673,0.568,0.831,0.208,1.0,0.0,0.344,0.0,0.5
RBF,1,1e-05,-1.0,0.0,-0.0,0.799,0.025,1.0,0.044,0.064,0.512,0.815,0.127,0.995,0.147,0.139,0.561,0.208,1.0,0.0,0.344,0.0,0.5
RBF,5,0.1,-0.6,-0.6,-0.6,0.234,1.0,0.036,0.35,0.067,0.518,0.215,1.0,0.01,0.346,0.028,0.505,0.208,1.0,0.0,0.344,0.0,0.5
RBF,5,0.01,-1.7,0.2,-0.5,0.723,0.836,0.693,0.558,0.438,0.764,0.702,1.0,0.624,0.583,0.507,0.812,0.698,1.0,0.619,0.579,0.502,0.81
RBF,5,0.001,-2.0,1.9,-0.4,0.737,0.789,0.723,0.556,0.43,0.756,0.755,1.0,0.69,0.63,0.564,0.845,0.755,1.0,0.69,0.629,0.563,0.845
RBF,5,0.0001,-1.2,1.0,0.1,0.856,0.389,0.976,0.517,0.496,0.683,0.947,0.982,0.938,0.888,0.863,0.96,0.943,1.0,0.929,0.88,0.854,0.964
RBF,5,1e-05,-1.0,0.9,0.8,0.818,0.178,0.982,0.221,0.195,0.58,0.864,0.436,0.976,0.421,0.428,0.706,0.849,0.273,1.0,0.429,0.479,0.636
RBF,10,0.1,-0.6,-0.6,-0.6,0.234,1.0,0.036,0.35,0.067,0.518,0.215,1.0,0.01,0.346,0.028,0.505,0.208,1.0,0.0,0.344,0.0,0.5
RBF,10,0.01,-1.7,0.2,-0.5,0.723,0.836,0.693,0.558,0.438,0.764,0.702,1.0,0.624,0.583,0.507,0.812,0.698,1.0,0.619,0.579,0.502,0.81
RBF,10,0.001,-2.5,2.2,-0.8,0.651,0.933,0.578,0.529,0.416,0.756,0.608,1.0,0.505,0.515,0.418,0.752,0.623,1.0,0.524,0.524,0.431,0.762
RBF,10,0.0001,-1.5,1.7,-0.2,0.808,0.669,0.843,0.595,0.48,0.756,0.811,1.0,0.762,0.689,0.634,0.881,0.792,1.0,0.738,0.667,0.607,0.869
RBF,10,1e-05,-0.9,0.8,0.5,0.77,0.356,0.873,0.285,0.239,0.614,0.781,0.545,0.843,0.417,0.404,0.694,0.962,0.818,1.0,0.9,0.884,0.909
