Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.0,-0.5,-0.6,0.502,0.953,0.385,0.441,0.296,0.669,0.445,1.0,0.3,0.428,0.286,0.65,0.453,1.0,0.31,0.431,0.292,0.655
RBF,1,0.01,-2.0,1.0,-0.3,0.766,0.739,0.771,0.567,0.445,0.755,0.664,0.945,0.59,0.539,0.436,0.768,0.623,0.909,0.548,0.5,0.372,0.728
RBF,1,0.001,-1.3,1.4,-0.2,0.809,0.553,0.874,0.538,0.423,0.713,0.826,0.927,0.8,0.687,0.619,0.864,0.83,1.0,0.786,0.71,0.657,0.893
RBF,1,0.0001,-1.0,0.7,-0.8,0.691,0.608,0.716,0.493,0.344,0.662,0.683,0.909,0.624,0.59,0.455,0.766,0.208,1.0,0.0,0.344,0.0,0.5
RBF,1,1e-05,-1.0,-0.0,-1.0,0.21,1.0,0.006,0.342,0.015,0.503,0.208,1.0,0.0,0.344,0.0,0.5,0.208,1.0,0.0,0.344,0.0,0.5
RBF,5,0.1,-1.0,-0.5,-0.6,0.502,0.953,0.385,0.441,0.296,0.669,0.445,1.0,0.3,0.428,0.286,0.65,0.453,1.0,0.31,0.431,0.292,0.655
RBF,5,0.01,-2.5,0.7,-0.7,0.68,0.833,0.638,0.522,0.394,0.736,0.604,0.982,0.505,0.509,0.403,0.743,0.623,1.0,0.524,0.524,0.431,0.762
RBF,5,0.001,-2.3,2.5,-0.5,0.694,0.764,0.674,0.502,0.362,0.719,0.653,1.0,0.562,0.547,0.461,0.781,0.642,1.0,0.548,0.537,0.448,0.774
RBF,5,0.0001,-1.1,0.7,-0.3,0.804,0.533,0.873,0.526,0.408,0.703,0.792,0.909,0.762,0.644,0.562,0.835,0.774,1.0,0.714,0.647,0.584,0.857
RBF,5,1e-05,-1.0,0.9,0.8,0.737,0.289,0.848,0.225,0.163,0.569,0.725,0.436,0.8,0.276,0.25,0.618,0.887,0.455,1.0,0.625,0.631,0.727
RBF,10,0.1,-1.0,-0.5,-0.6,0.502,0.953,0.385,0.441,0.296,0.669,0.445,1.0,0.3,0.428,0.286,0.65,0.453,1.0,0.31,0.431,0.292,0.655
RBF,10,0.01,-2.5,0.7,-0.8,0.642,0.858,0.584,0.5,0.365,0.721,0.577,1.0,0.467,0.497,0.393,0.733,0.604,1.0,0.5,0.512,0.415,0.75
RBF,10,0.001,-3.0,2.6,0.3,0.809,0.392,0.916,0.459,0.356,0.654,0.83,0.673,0.871,0.618,0.515,0.772,0.849,0.727,0.881,0.667,0.573,0.804
RBF,10,0.0001,-1.4,1.5,-0.2,0.775,0.533,0.837,0.497,0.359,0.685,0.785,0.927,0.748,0.642,0.563,0.837,0.792,1.0,0.738,0.667,0.607,0.869
RBF,10,1e-05,-1.0,0.8,0.6,0.737,0.289,0.848,0.225,0.163,0.569,0.728,0.455,0.8,0.309,0.304,0.627,0.887,0.455,1.0,0.625,0.631,0.727
