Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-29.2,18.6,1.3,0.77,0.138,0.962,0.212,0.183,0.55,0.772,0.179,0.96,0.271,0.224,0.569,0.772,0.105,0.983,0.182,0.198,0.544
linear,5,-51.8,42.1,-0.5,0.546,0.741,0.488,0.433,0.195,0.614,0.489,0.747,0.407,0.413,0.137,0.577,0.506,0.789,0.417,0.435,0.183,0.603
linear,10,-74.5,42.1,-0.4,0.565,0.699,0.525,0.431,0.19,0.612,0.509,0.684,0.453,0.402,0.119,0.569,0.532,0.737,0.467,0.431,0.176,0.602
linear,15,-84.2,38.1,-0.4,0.575,0.713,0.533,0.441,0.21,0.623,0.506,0.695,0.447,0.404,0.123,0.571,0.532,0.737,0.467,0.431,0.176,0.602
