Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-34.0,25.1,3.1,0.792,0.259,0.954,0.367,0.309,0.607,0.714,0.147,0.893,0.196,0.051,0.52,0.722,0.211,0.883,0.267,0.116,0.547
linear,5,-63.1,38.5,0.8,0.757,0.475,0.842,0.473,0.32,0.658,0.648,0.411,0.723,0.361,0.127,0.567,0.684,0.421,0.767,0.39,0.179,0.594
linear,10,-81.4,37.1,1.4,0.773,0.448,0.871,0.471,0.335,0.659,0.676,0.379,0.77,0.359,0.145,0.574,0.709,0.526,0.767,0.465,0.272,0.646
linear,15,-93.3,37.1,1.4,0.776,0.461,0.871,0.482,0.347,0.666,0.661,0.379,0.75,0.352,0.127,0.564,0.671,0.474,0.733,0.409,0.19,0.604
