activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.873,0.925,0.821,0.879,0.751,0.873,0.673,0.421,0.753,0.382,0.166,0.587,0.684,0.421,0.767,0.39,0.179,0.594
relu,"(25,)",0.01,0.871,0.929,0.812,0.877,0.749,0.871,0.646,0.421,0.717,0.362,0.127,0.569,0.658,0.368,0.75,0.341,0.113,0.559
relu,"(25,)",0.001,0.879,0.929,0.829,0.884,0.764,0.879,0.635,0.432,0.7,0.363,0.12,0.566,0.633,0.368,0.717,0.326,0.079,0.543
relu,"(25,)",0.0001,0.833,0.908,0.758,0.845,0.676,0.833,0.595,0.4,0.657,0.322,0.051,0.528,0.608,0.368,0.683,0.311,0.047,0.526
relu,"(50,)",0.1,0.888,0.942,0.833,0.893,0.78,0.888,0.676,0.432,0.753,0.39,0.174,0.592,0.684,0.421,0.767,0.39,0.179,0.594
relu,"(50,)",0.01,0.91,0.942,0.879,0.913,0.823,0.91,0.663,0.421,0.74,0.376,0.151,0.581,0.684,0.421,0.767,0.39,0.179,0.594
relu,"(50,)",0.001,0.9,0.946,0.854,0.904,0.805,0.9,0.661,0.421,0.737,0.373,0.147,0.579,0.709,0.421,0.8,0.41,0.217,0.611
relu,"(50,)",0.0001,0.875,0.925,0.825,0.88,0.756,0.875,0.623,0.421,0.687,0.349,0.097,0.554,0.658,0.421,0.733,0.372,0.143,0.577
relu,"(75,)",0.1,0.867,0.925,0.808,0.874,0.739,0.867,0.653,0.442,0.72,0.381,0.15,0.581,0.684,0.421,0.767,0.39,0.179,0.594
relu,"(75,)",0.01,0.894,0.954,0.833,0.899,0.795,0.894,0.646,0.432,0.713,0.369,0.133,0.572,0.671,0.421,0.75,0.381,0.161,0.586
relu,"(75,)",0.001,0.883,0.942,0.825,0.889,0.774,0.883,0.633,0.4,0.707,0.344,0.098,0.553,0.646,0.368,0.733,0.333,0.096,0.551
relu,"(75,)",0.0001,0.877,0.921,0.833,0.882,0.758,0.877,0.635,0.421,0.703,0.357,0.113,0.562,0.633,0.368,0.717,0.326,0.079,0.543
relu,"(100,)",0.1,0.89,0.929,0.85,0.894,0.783,0.89,0.666,0.411,0.747,0.372,0.149,0.579,0.684,0.421,0.767,0.39,0.179,0.594
relu,"(100,)",0.01,0.89,0.95,0.829,0.896,0.786,0.89,0.641,0.442,0.703,0.372,0.132,0.573,0.696,0.421,0.783,0.4,0.198,0.602
