activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.888,0.954,0.821,0.895,0.783,0.888,0.709,0.589,0.747,0.494,0.305,0.668,0.658,0.474,0.717,0.4,0.173,0.595
relu,"(25,)",0.01,0.908,0.975,0.842,0.914,0.826,0.908,0.716,0.568,0.763,0.491,0.306,0.666,0.696,0.474,0.767,0.429,0.226,0.62
relu,"(25,)",0.001,0.915,0.975,0.854,0.919,0.836,0.915,0.722,0.547,0.777,0.485,0.302,0.662,0.722,0.526,0.783,0.476,0.291,0.655
relu,"(25,)",0.0001,0.912,0.967,0.858,0.917,0.831,0.912,0.744,0.6,0.79,0.53,0.363,0.695,0.734,0.579,0.783,0.512,0.337,0.681
relu,"(50,)",0.1,0.9,0.958,0.842,0.906,0.807,0.9,0.691,0.579,0.727,0.474,0.275,0.653,0.722,0.474,0.8,0.45,0.265,0.637
relu,"(50,)",0.01,0.904,0.967,0.842,0.91,0.816,0.904,0.678,0.558,0.717,0.455,0.248,0.637,0.658,0.474,0.717,0.4,0.173,0.595
relu,"(50,)",0.001,0.906,0.967,0.846,0.911,0.819,0.906,0.689,0.558,0.73,0.461,0.262,0.644,0.671,0.421,0.75,0.381,0.161,0.586
relu,"(50,)",0.0001,0.915,0.962,0.867,0.918,0.834,0.915,0.706,0.579,0.747,0.486,0.297,0.663,0.684,0.474,0.75,0.419,0.208,0.612
relu,"(75,)",0.1,0.902,0.958,0.846,0.907,0.812,0.902,0.689,0.558,0.73,0.467,0.264,0.644,0.734,0.526,0.8,0.488,0.311,0.663
relu,"(75,)",0.01,0.908,0.95,0.867,0.912,0.82,0.908,0.719,0.516,0.783,0.467,0.281,0.65,0.709,0.421,0.8,0.41,0.217,0.611
relu,"(75,)",0.001,0.904,0.971,0.838,0.91,0.817,0.904,0.732,0.579,0.78,0.507,0.334,0.679,0.734,0.526,0.8,0.488,0.311,0.663
relu,"(75,)",0.0001,0.896,0.967,0.825,0.903,0.801,0.896,0.722,0.611,0.757,0.514,0.335,0.684,0.747,0.579,0.8,0.524,0.357,0.689
relu,"(100,)",0.1,0.902,0.946,0.858,0.906,0.808,0.902,0.701,0.526,0.757,0.459,0.262,0.641,0.722,0.526,0.783,0.476,0.291,0.655
relu,"(100,)",0.01,0.908,0.967,0.85,0.913,0.824,0.908,0.699,0.558,0.743,0.473,0.276,0.651,0.734,0.579,0.783,0.512,0.337,0.681
relu,"(100,)",0.001,0.908,0.967,0.85,0.913,0.824,0.908,0.706,0.547,0.757,0.474,0.281,0.652,0.709,0.474,0.783,0.439,0.245,0.629
relu,"(100,)",0.0001,0.912,0.962,0.862,0.917,0.83,0.912,0.737,0.611,0.777,0.528,0.357,0.694,0.734,0.526,0.8,0.488,0.311,0.663
relu,"(125,)",0.1,0.898,0.962,0.833,0.904,0.804,0.898,0.706,0.558,0.753,0.477,0.285,0.656,0.709,0.474,0.783,0.439,0.245,0.629
relu,"(125,)",0.01,0.91,0.967,0.854,0.915,0.828,0.91,0.699,0.547,0.747,0.466,0.269,0.647,0.696,0.526,0.75,0.455,0.254,0.638
relu,"(125,)",0.001,0.912,0.971,0.854,0.917,0.832,0.912,0.704,0.558,0.75,0.474,0.281,0.654,0.696,0.474,0.767,0.429,0.226,0.62
relu,"(125,)",0.0001,0.917,0.967,0.867,0.921,0.839,0.917,0.709,0.537,0.763,0.47,0.278,0.65,0.696,0.474,0.767,0.429,0.226,0.62
relu,"(150,)",0.1,0.908,0.962,0.854,0.913,0.824,0.908,0.716,0.6,0.753,0.504,0.323,0.677,0.747,0.684,0.767,0.565,0.406,0.725
relu,"(150,)",0.01,0.915,0.967,0.862,0.919,0.836,0.915,0.714,0.558,0.763,0.484,0.296,0.661,0.709,0.421,0.8,0.41,0.217,0.611
relu,"(150,)",0.001,0.917,0.971,0.862,0.921,0.84,0.917,0.727,0.526,0.79,0.479,0.299,0.658,0.734,0.421,0.833,0.432,0.259,0.627
relu,"(150,)",0.0001,0.912,0.967,0.858,0.917,0.831,0.912,0.727,0.537,0.787,0.486,0.305,0.662,0.734,0.474,0.817,0.462,0.285,0.645
relu,"(175,)",0.1,0.894,0.962,0.825,0.901,0.797,0.894,0.709,0.621,0.737,0.508,0.324,0.679,0.696,0.474,0.767,0.429,0.226,0.62
relu,"(175,)",0.01,0.908,0.958,0.858,0.913,0.822,0.908,0.701,0.537,0.753,0.462,0.267,0.645,0.684,0.368,0.783,0.359,0.149,0.576
relu,"(175,)",0.001,0.908,0.962,0.854,0.913,0.822,0.908,0.729,0.611,0.767,0.52,0.346,0.689,0.747,0.526,0.817,0.5,0.332,0.671
relu,"(175,)",0.0001,0.91,0.954,0.867,0.914,0.825,0.91,0.737,0.642,0.767,0.54,0.371,0.704,0.759,0.632,0.8,0.558,0.401,0.716
relu,"(200,)",0.1,0.902,0.954,0.85,0.907,0.811,0.902,0.699,0.558,0.743,0.47,0.274,0.651,0.696,0.526,0.75,0.455,0.254,0.638
relu,"(200,)",0.01,0.915,0.967,0.862,0.919,0.835,0.915,0.699,0.526,0.753,0.456,0.258,0.64,0.696,0.421,0.783,0.4,0.198,0.602
relu,"(200,)",0.001,0.912,0.971,0.854,0.917,0.832,0.912,0.714,0.547,0.767,0.479,0.291,0.657,0.684,0.368,0.783,0.359,0.149,0.576
relu,"(200,)",0.0001,0.902,0.967,0.838,0.908,0.813,0.902,0.732,0.579,0.78,0.509,0.333,0.679,0.709,0.421,0.8,0.41,0.217,0.611
relu,"(225,)",0.1,0.902,0.958,0.846,0.908,0.812,0.902,0.696,0.547,0.743,0.466,0.267,0.645,0.722,0.579,0.767,0.5,0.318,0.673
relu,"(225,)",0.01,0.906,0.967,0.846,0.912,0.82,0.906,0.681,0.484,0.743,0.424,0.212,0.614,0.709,0.526,0.767,0.465,0.272,0.646
relu,"(225,)",0.001,0.917,0.975,0.858,0.921,0.841,0.917,0.716,0.526,0.777,0.471,0.284,0.651,0.709,0.474,0.783,0.439,0.245,0.629
relu,"(225,)",0.0001,0.915,0.962,0.867,0.918,0.834,0.915,0.732,0.537,0.793,0.49,0.312,0.665,0.747,0.526,0.817,0.5,0.332,0.671
relu,"(250,)",0.1,0.904,0.954,0.854,0.909,0.815,0.904,0.666,0.495,0.72,0.416,0.195,0.607,0.722,0.579,0.767,0.5,0.318,0.673
relu,"(250,)",0.01,0.917,0.967,0.867,0.92,0.838,0.917,0.689,0.516,0.743,0.442,0.238,0.63,0.696,0.474,0.767,0.429,0.226,0.62
relu,"(250,)",0.001,0.923,0.971,0.875,0.926,0.851,0.923,0.719,0.558,0.77,0.488,0.304,0.664,0.671,0.474,0.733,0.409,0.19,0.604
relu,"(250,)",0.0001,0.906,0.962,0.85,0.911,0.819,0.906,0.734,0.568,0.787,0.506,0.331,0.678,0.722,0.526,0.783,0.476,0.291,0.655
relu,"(275,)",0.1,0.888,0.938,0.838,0.894,0.779,0.888,0.684,0.632,0.7,0.49,0.292,0.666,0.759,0.737,0.767,0.596,0.45,0.752
relu,"(275,)",0.01,0.919,0.967,0.871,0.922,0.843,0.919,0.699,0.516,0.757,0.452,0.253,0.636,0.696,0.526,0.75,0.455,0.254,0.638
relu,"(275,)",0.001,0.912,0.975,0.85,0.917,0.832,0.912,0.734,0.6,0.777,0.52,0.347,0.688,0.709,0.474,0.783,0.439,0.245,0.629
relu,"(275,)",0.0001,0.908,0.967,0.85,0.913,0.823,0.908,0.737,0.632,0.77,0.536,0.366,0.701,0.722,0.526,0.783,0.476,0.291,0.655
relu,"(300,)",0.1,0.888,0.933,0.842,0.893,0.779,0.888,0.676,0.579,0.707,0.464,0.255,0.643,0.722,0.526,0.783,0.476,0.291,0.655
relu,"(300,)",0.01,0.915,0.958,0.871,0.918,0.835,0.915,0.706,0.568,0.75,0.483,0.291,0.659,0.684,0.421,0.767,0.39,0.179,0.594
relu,"(300,)",0.001,0.921,0.975,0.867,0.925,0.849,0.921,0.694,0.484,0.76,0.432,0.228,0.622,0.696,0.421,0.783,0.4,0.198,0.602
relu,"(300,)",0.0001,0.921,0.967,0.875,0.924,0.847,0.921,0.706,0.474,0.78,0.437,0.241,0.627,0.722,0.474,0.8,0.45,0.265,0.637
relu,"(25,5)",0.1,0.883,0.938,0.829,0.89,0.774,0.883,0.681,0.526,0.73,0.439,0.233,0.628,0.696,0.579,0.733,0.478,0.281,0.656
relu,"(25,5)",0.01,0.894,0.971,0.817,0.901,0.798,0.894,0.676,0.505,0.73,0.426,0.214,0.618,0.696,0.474,0.767,0.429,0.226,0.62
relu,"(25,5)",0.001,0.896,0.979,0.812,0.904,0.804,0.896,0.671,0.526,0.717,0.435,0.221,0.621,0.709,0.474,0.783,0.439,0.245,0.629
relu,"(25,5)",0.0001,0.885,0.971,0.8,0.895,0.783,0.885,0.691,0.589,0.723,0.478,0.281,0.656,0.684,0.474,0.75,0.419,0.208,0.612
relu,"(50,10)",0.1,0.885,0.962,0.808,0.895,0.783,0.885,0.696,0.568,0.737,0.476,0.278,0.653,0.684,0.632,0.7,0.49,0.292,0.666
relu,"(50,10)",0.01,0.919,0.967,0.871,0.922,0.843,0.919,0.689,0.568,0.727,0.467,0.267,0.648,0.722,0.684,0.733,0.542,0.37,0.709
relu,"(50,10)",0.001,0.919,0.971,0.867,0.923,0.843,0.919,0.696,0.6,0.727,0.488,0.294,0.663,0.709,0.579,0.75,0.489,0.299,0.664
relu,"(50,10)",0.0001,0.912,0.967,0.858,0.917,0.831,0.912,0.704,0.579,0.743,0.485,0.292,0.661,0.696,0.474,0.767,0.429,0.226,0.62
relu,"(75,15)",0.1,0.919,0.967,0.871,0.922,0.844,0.919,0.696,0.537,0.747,0.458,0.261,0.642,0.709,0.526,0.767,0.465,0.272,0.646
relu,"(75,15)",0.01,0.904,0.958,0.85,0.909,0.813,0.904,0.689,0.453,0.763,0.406,0.201,0.608,0.646,0.263,0.767,0.263,0.03,0.515
relu,"(75,15)",0.001,0.904,0.979,0.829,0.911,0.818,0.904,0.744,0.589,0.793,0.524,0.357,0.691,0.747,0.526,0.817,0.5,0.332,0.671
relu,"(75,15)",0.0001,0.898,0.975,0.821,0.905,0.806,0.898,0.739,0.6,0.783,0.525,0.354,0.692,0.734,0.526,0.8,0.488,0.311,0.663
relu,"(100,20)",0.1,0.902,0.942,0.862,0.906,0.808,0.902,0.701,0.589,0.737,0.49,0.298,0.663,0.722,0.474,0.8,0.45,0.265,0.637
relu,"(100,20)",0.01,0.917,0.967,0.867,0.92,0.839,0.917,0.706,0.589,0.743,0.491,0.303,0.666,0.722,0.526,0.783,0.476,0.291,0.655
relu,"(100,20)",0.001,0.923,0.975,0.871,0.926,0.852,0.923,0.701,0.568,0.743,0.478,0.284,0.656,0.734,0.526,0.8,0.488,0.311,0.663
relu,"(100,20)",0.0001,0.921,0.971,0.871,0.924,0.847,0.921,0.724,0.579,0.77,0.502,0.323,0.674,0.747,0.579,0.8,0.524,0.357,0.689
relu,"(125,25)",0.1,0.9,0.954,0.846,0.905,0.807,0.9,0.699,0.568,0.74,0.475,0.28,0.654,0.734,0.579,0.783,0.512,0.337,0.681
relu,"(125,25)",0.01,0.912,0.967,0.858,0.917,0.831,0.912,0.689,0.537,0.737,0.455,0.252,0.637,0.671,0.421,0.75,0.381,0.161,0.586
relu,"(125,25)",0.001,0.925,0.971,0.879,0.929,0.857,0.925,0.694,0.463,0.767,0.422,0.218,0.615,0.696,0.368,0.8,0.368,0.168,0.584
relu,"(125,25)",0.0001,0.931,0.967,0.896,0.934,0.867,0.931,0.673,0.421,0.753,0.384,0.166,0.587,0.671,0.368,0.767,0.35,0.131,0.568
relu,"(150,30)",0.1,0.796,0.908,0.683,0.829,0.612,0.796,0.618,0.6,0.623,0.441,0.217,0.612,0.759,0.0,1.0,0.0,0.0,0.5
relu,"(150,30)",0.01,0.923,0.975,0.871,0.927,0.851,0.923,0.709,0.474,0.783,0.438,0.245,0.629,0.734,0.474,0.817,0.462,0.285,0.645
