Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-7.2,9.7,1.3,0.787,0.367,0.957,0.467,0.401,0.662,0.715,0.5,0.811,0.519,0.32,0.656,0.731,0.5,0.833,0.533,0.347,0.667
linear,5,-14.3,23.3,4.2,0.797,0.333,0.986,0.427,0.407,0.66,0.731,0.425,0.867,0.494,0.338,0.646,0.692,0.375,0.833,0.429,0.228,0.604
linear,10,-15.3,32.2,4.5,0.797,0.333,0.986,0.427,0.407,0.66,0.738,0.4,0.889,0.486,0.347,0.644,0.692,0.375,0.833,0.429,0.228,0.604
linear,15,-15.3,32.2,4.5,0.797,0.333,0.986,0.427,0.407,0.66,0.738,0.4,0.889,0.486,0.347,0.644,0.692,0.375,0.833,0.429,0.228,0.604
