Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-3.8,10.7,0.4,0.845,0.6,0.945,0.62,0.561,0.772,0.792,0.525,0.911,0.606,0.483,0.718,0.808,0.625,0.889,0.667,0.535,0.757
linear,5,-8.0,12.6,1.0,0.807,0.533,0.917,0.597,0.494,0.725,0.792,0.475,0.933,0.581,0.476,0.704,0.731,0.25,0.944,0.364,0.281,0.597
linear,10,-14.0,15.4,1.4,0.808,0.5,0.933,0.578,0.498,0.717,0.8,0.475,0.944,0.595,0.502,0.71,0.769,0.25,1.0,0.4,0.433,0.625
linear,15,-14.8,15.6,1.4,0.808,0.5,0.933,0.578,0.498,0.717,0.785,0.45,0.933,0.56,0.461,0.692,0.769,0.25,1.0,0.4,0.433,0.625
