Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-2.0,1.3,0.0,0.873,0.892,0.855,0.875,0.75,0.874,0.826,0.436,0.929,0.504,0.411,0.682,0.83,0.455,0.929,0.526,0.434,0.692
RBF,1,0.01,-1.9,1.8,-0.2,0.762,0.747,0.777,0.757,0.526,0.762,0.743,0.727,0.748,0.541,0.405,0.737,0.717,0.727,0.714,0.516,0.369,0.721
RBF,1,0.001,-1.1,1.0,-0.0,0.69,0.454,0.928,0.571,0.436,0.691,0.8,0.527,0.871,0.51,0.399,0.699,0.83,0.545,0.905,0.571,0.467,0.725
RBF,1,0.0001,-0.9,0.9,-0.0,0.639,0.655,0.618,0.576,0.274,0.636,0.634,0.727,0.61,0.412,0.281,0.668,0.717,1.0,0.643,0.595,0.522,0.821
RBF,1,1e-05,-1.0,1.0,-0.0,0.639,0.661,0.612,0.578,0.274,0.636,0.626,0.727,0.6,0.405,0.273,0.664,0.698,1.0,0.619,0.579,0.502,0.81
RBF,5,0.1,-2.5,1.8,0.2,0.9,0.909,0.891,0.901,0.804,0.9,0.755,0.2,0.9,0.253,0.126,0.55,0.736,0.182,0.881,0.222,0.075,0.531
RBF,5,0.01,-2.7,2.9,0.0,0.801,0.778,0.825,0.796,0.604,0.801,0.762,0.745,0.767,0.565,0.438,0.756,0.774,0.818,0.762,0.6,0.491,0.79
RBF,5,0.001,-2.2,2.3,-0.2,0.744,0.7,0.789,0.73,0.492,0.744,0.755,0.673,0.776,0.531,0.392,0.724,0.736,0.727,0.738,0.533,0.394,0.733
RBF,5,0.0001,-0.6,0.6,-0.0,0.711,0.764,0.655,0.724,0.455,0.709,0.672,0.836,0.629,0.536,0.418,0.732,0.717,1.0,0.643,0.595,0.522,0.821
RBF,5,1e-05,-0.9,1.0,-0.0,0.639,0.661,0.612,0.578,0.274,0.636,0.626,0.727,0.6,0.405,0.273,0.664,0.698,1.0,0.619,0.579,0.502,0.81
RBF,10,0.1,-2.6,2.1,0.1,0.904,0.928,0.88,0.906,0.81,0.904,0.747,0.273,0.871,0.308,0.16,0.572,0.755,0.273,0.881,0.316,0.174,0.577
RBF,10,0.01,-3.2,3.3,0.1,0.816,0.802,0.831,0.813,0.634,0.816,0.785,0.727,0.8,0.584,0.464,0.764,0.811,0.909,0.786,0.667,0.588,0.847
RBF,10,0.001,-2.7,2.8,-0.5,0.735,0.886,0.584,0.769,0.494,0.735,0.596,0.855,0.529,0.468,0.313,0.692,0.585,0.818,0.524,0.45,0.279,0.671
RBF,10,0.0001,-1.3,1.0,-0.0,0.702,0.501,0.903,0.619,0.439,0.702,0.808,0.582,0.867,0.552,0.441,0.724,0.811,0.545,0.881,0.545,0.426,0.713
RBF,10,1e-05,-0.9,0.9,-0.0,0.639,0.661,0.612,0.578,0.274,0.636,0.626,0.727,0.6,0.405,0.273,0.664,0.698,1.0,0.619,0.579,0.502,0.81
