Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.3,1.2,-0.2,0.886,0.771,1.0,0.87,0.793,0.886,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
RBF,1,0.01,-1.5,1.1,0.2,0.949,0.916,0.982,0.947,0.9,0.949,0.815,0.109,1.0,0.195,0.294,0.555,0.811,0.091,1.0,0.167,0.271,0.545
RBF,1,0.001,-1.7,1.3,0.2,0.879,0.843,0.916,0.874,0.761,0.879,0.879,0.673,0.933,0.698,0.625,0.803,0.887,0.636,0.952,0.7,0.636,0.794
RBF,1,0.0001,-0.8,1.0,0.1,0.679,0.588,0.764,0.585,0.367,0.676,0.74,0.727,0.743,0.534,0.442,0.735,0.887,0.909,0.881,0.769,0.711,0.895
RBF,1,1e-05,-1.0,1.0,-0.0,0.67,0.661,0.673,0.597,0.337,0.667,0.668,0.782,0.638,0.458,0.347,0.71,0.755,0.909,0.714,0.606,0.513,0.812
RBF,5,0.1,-0.3,1.2,-0.2,0.91,0.819,1.0,0.9,0.833,0.91,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
RBF,5,0.01,-1.7,1.2,0.2,0.958,0.934,0.982,0.956,0.917,0.958,0.811,0.091,1.0,0.167,0.271,0.545,0.811,0.091,1.0,0.167,0.271,0.545
RBF,5,0.001,-2.4,1.9,0.1,0.907,0.928,0.886,0.908,0.814,0.907,0.887,0.764,0.919,0.735,0.668,0.841,0.887,0.727,0.929,0.727,0.656,0.828
RBF,5,0.0001,-1.8,1.3,-0.2,0.84,0.909,0.771,0.85,0.688,0.84,0.732,0.945,0.676,0.594,0.507,0.811,0.736,0.909,0.69,0.588,0.491,0.8
RBF,5,1e-05,-0.9,1.0,-0.0,0.67,0.661,0.673,0.597,0.337,0.667,0.668,0.782,0.638,0.458,0.347,0.71,0.755,0.909,0.714,0.606,0.513,0.812
RBF,10,0.1,-0.3,1.2,-0.2,0.91,0.819,1.0,0.9,0.833,0.91,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
RBF,10,0.01,-1.7,1.2,0.2,0.958,0.934,0.982,0.956,0.917,0.958,0.811,0.091,1.0,0.167,0.271,0.545,0.811,0.091,1.0,0.167,0.271,0.545
RBF,10,0.001,-3.1,2.1,0.6,0.925,0.898,0.952,0.923,0.852,0.925,0.879,0.545,0.967,0.651,0.6,0.756,0.887,0.545,0.976,0.667,0.625,0.761
RBF,10,0.0001,-2.3,1.6,0.3,0.888,0.843,0.934,0.882,0.78,0.888,0.917,0.818,0.943,0.803,0.752,0.881,0.943,0.909,0.952,0.87,0.835,0.931
RBF,10,1e-05,-0.8,0.9,0.1,0.685,0.6,0.764,0.593,0.378,0.682,0.747,0.764,0.743,0.572,0.509,0.753,0.887,0.909,0.881,0.769,0.711,0.895
