Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.5,1.2,-0.2,0.912,0.825,1.0,0.902,0.84,0.913,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
RBF,1,0.01,-1.9,1.3,0.1,0.927,0.903,0.952,0.925,0.857,0.928,0.83,0.436,0.933,0.516,0.429,0.685,0.83,0.364,0.952,0.471,0.404,0.658
RBF,1,0.001,-1.6,1.5,0.2,0.828,0.746,0.909,0.809,0.666,0.828,0.864,0.8,0.881,0.707,0.629,0.84,0.849,0.727,0.881,0.667,0.573,0.804
RBF,1,0.0001,-1.0,1.0,-0.0,0.658,0.606,0.703,0.576,0.313,0.655,0.706,0.745,0.695,0.494,0.383,0.72,0.849,0.909,0.833,0.714,0.645,0.871
RBF,1,1e-05,-1.0,1.0,-0.0,0.661,0.606,0.709,0.578,0.32,0.658,0.709,0.745,0.7,0.5,0.39,0.723,0.849,0.909,0.833,0.714,0.645,0.871
RBF,5,0.1,-0.5,1.2,-0.2,0.924,0.855,0.994,0.917,0.859,0.925,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
RBF,5,0.01,-2.2,1.3,0.3,0.946,0.915,0.976,0.942,0.894,0.946,0.826,0.2,0.99,0.322,0.364,0.595,0.83,0.182,1.0,0.308,0.387,0.591
RBF,5,0.001,-3.0,2.3,0.1,0.876,0.885,0.868,0.877,0.754,0.876,0.815,0.727,0.838,0.62,0.512,0.783,0.792,0.636,0.833,0.56,0.432,0.735
RBF,5,0.0001,-1.5,1.3,0.0,0.813,0.789,0.837,0.806,0.629,0.813,0.845,0.945,0.819,0.719,0.657,0.882,0.868,0.909,0.857,0.741,0.677,0.883
RBF,5,1e-05,-1.0,1.0,-0.0,0.661,0.606,0.709,0.578,0.32,0.658,0.709,0.745,0.7,0.5,0.39,0.723,0.849,0.909,0.833,0.714,0.645,0.871
RBF,10,0.1,-0.5,1.2,-0.2,0.924,0.855,0.994,0.917,0.859,0.925,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
RBF,10,0.01,-2.2,1.3,0.3,0.946,0.915,0.976,0.942,0.894,0.946,0.823,0.182,0.99,0.294,0.341,0.586,0.83,0.182,1.0,0.308,0.387,0.591
RBF,10,0.001,-4.0,2.7,0.2,0.903,0.891,0.916,0.902,0.809,0.904,0.819,0.655,0.862,0.593,0.486,0.758,0.849,0.636,0.905,0.636,0.541,0.771
RBF,10,0.0001,-1.8,1.7,0.2,0.831,0.758,0.904,0.814,0.671,0.831,0.894,0.964,0.876,0.791,0.745,0.92,0.906,1.0,0.881,0.815,0.778,0.94
RBF,10,1e-05,-1.0,1.0,-0.0,0.661,0.606,0.709,0.578,0.32,0.658,0.713,0.764,0.7,0.533,0.444,0.732,0.849,0.909,0.833,0.714,0.645,0.871
