Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.3,1.2,-0.1,0.919,0.837,1.0,0.911,0.849,0.919,0.811,0.091,1.0,0.167,0.271,0.545,0.811,0.091,1.0,0.167,0.271,0.545
RBF,1,0.01,-2.1,1.5,0.3,0.876,0.807,0.946,0.867,0.761,0.877,0.909,0.691,0.967,0.758,0.711,0.829,0.925,0.727,0.976,0.8,0.76,0.852
RBF,1,0.001,-1.7,1.4,-0.1,0.789,0.747,0.831,0.778,0.581,0.789,0.811,0.836,0.805,0.648,0.554,0.821,0.792,0.818,0.786,0.621,0.517,0.802
RBF,1,0.0001,-1.0,1.0,-0.0,0.627,0.503,0.745,0.513,0.274,0.624,0.713,0.655,0.729,0.481,0.36,0.692,0.868,0.727,0.905,0.696,0.612,0.816
RBF,1,1e-05,-1.0,1.0,-0.0,0.642,0.533,0.745,0.538,0.299,0.639,0.717,0.673,0.729,0.49,0.374,0.701,0.868,0.727,0.905,0.696,0.612,0.816
RBF,5,0.1,-1.3,1.2,-0.1,0.928,0.855,1.0,0.922,0.865,0.928,0.811,0.091,1.0,0.167,0.271,0.545,0.811,0.091,1.0,0.167,0.271,0.545
RBF,5,0.01,-2.7,1.8,0.4,0.919,0.879,0.958,0.915,0.84,0.919,0.902,0.636,0.971,0.728,0.682,0.804,0.887,0.636,0.952,0.7,0.636,0.794
RBF,5,0.001,-2.9,3.1,0.0,0.81,0.783,0.837,0.804,0.621,0.81,0.83,0.873,0.819,0.681,0.6,0.846,0.811,0.818,0.81,0.643,0.545,0.814
RBF,5,0.0001,-1.3,1.3,-0.1,0.789,0.741,0.837,0.775,0.582,0.789,0.815,0.873,0.8,0.662,0.577,0.836,0.811,0.909,0.786,0.667,0.588,0.847
RBF,5,1e-05,-1.0,1.0,-0.0,0.642,0.533,0.745,0.538,0.299,0.639,0.717,0.673,0.729,0.49,0.374,0.701,0.868,0.727,0.905,0.696,0.612,0.816
RBF,10,0.1,-1.3,1.2,-0.1,0.928,0.855,1.0,0.922,0.865,0.928,0.811,0.091,1.0,0.167,0.271,0.545,0.811,0.091,1.0,0.167,0.271,0.545
RBF,10,0.01,-2.8,1.9,0.1,0.931,0.952,0.909,0.932,0.862,0.93,0.872,0.691,0.919,0.691,0.615,0.805,0.906,0.727,0.952,0.762,0.704,0.84
RBF,10,0.001,-4.1,3.6,0.1,0.834,0.813,0.855,0.83,0.67,0.834,0.83,0.836,0.829,0.67,0.583,0.832,0.83,0.818,0.833,0.667,0.576,0.826
RBF,10,0.0001,-1.8,1.6,0.1,0.774,0.632,0.916,0.733,0.573,0.774,0.86,0.8,0.876,0.705,0.624,0.838,0.868,0.818,0.881,0.72,0.643,0.85
RBF,10,1e-05,-1.0,1.0,-0.0,0.642,0.533,0.745,0.538,0.299,0.639,0.721,0.691,0.729,0.524,0.428,0.71,0.868,0.727,0.905,0.696,0.612,0.816
