Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.8,1.4,0.0,0.898,0.867,0.929,0.893,0.8,0.898,0.729,0.126,0.92,0.183,0.069,0.523,0.709,0.053,0.917,0.08,-0.05,0.485
RBF,1,0.01,-2.6,1.8,0.0,0.765,0.729,0.8,0.755,0.533,0.765,0.686,0.463,0.757,0.415,0.206,0.61,0.646,0.368,0.733,0.333,0.096,0.551
RBF,1,0.001,-1.6,1.7,-0.5,0.715,0.746,0.683,0.723,0.43,0.715,0.658,0.663,0.657,0.483,0.278,0.66,0.658,0.632,0.667,0.471,0.26,0.649
RBF,1,0.0001,-0.5,0.5,-0.0,0.608,0.225,0.992,0.361,0.336,0.608,0.782,0.116,0.993,0.202,0.273,0.555,0.785,0.105,1.0,0.19,0.286,0.553
RBF,1,1e-05,-0.0,0.0,-0.0,0.606,0.221,0.992,0.354,0.331,0.606,0.782,0.116,0.993,0.202,0.273,0.555,0.785,0.105,1.0,0.19,0.286,0.553
RBF,5,0.1,-1.9,1.5,0.0,0.91,0.892,0.929,0.907,0.825,0.91,0.727,0.137,0.913,0.192,0.07,0.525,0.734,0.105,0.933,0.16,0.062,0.519
RBF,5,0.01,-3.8,2.7,-0.2,0.808,0.896,0.721,0.824,0.627,0.808,0.671,0.621,0.687,0.474,0.27,0.654,0.684,0.684,0.683,0.51,0.32,0.684
RBF,5,0.001,-2.8,3.4,0.0,0.74,0.654,0.825,0.714,0.489,0.74,0.681,0.347,0.787,0.344,0.133,0.567,0.671,0.263,0.8,0.278,0.066,0.532
RBF,5,0.0001,-1.4,1.6,-0.6,0.679,0.821,0.538,0.719,0.375,0.679,0.582,0.695,0.547,0.445,0.207,0.621,0.608,0.684,0.583,0.456,0.229,0.634
RBF,5,1e-05,-0.2,0.2,0.0,0.606,0.221,0.992,0.354,0.331,0.606,0.782,0.116,0.993,0.202,0.273,0.555,0.785,0.105,1.0,0.19,0.286,0.553
RBF,10,0.1,-1.9,1.5,0.0,0.91,0.892,0.929,0.907,0.825,0.91,0.727,0.137,0.913,0.192,0.07,0.525,0.734,0.105,0.933,0.16,0.062,0.519
RBF,10,0.01,-4.2,2.7,0.3,0.854,0.821,0.888,0.849,0.711,0.854,0.714,0.4,0.813,0.401,0.214,0.607,0.696,0.368,0.8,0.368,0.168,0.584
RBF,10,0.001,-3.4,3.8,0.0,0.746,0.704,0.788,0.734,0.494,0.746,0.648,0.358,0.74,0.327,0.092,0.549,0.62,0.316,0.717,0.286,0.031,0.516
RBF,10,0.0001,-1.7,1.8,-0.4,0.721,0.679,0.762,0.708,0.444,0.721,0.686,0.589,0.717,0.475,0.274,0.653,0.684,0.632,0.7,0.49,0.292,0.666
RBF,10,1e-05,-0.5,0.5,-0.0,0.606,0.221,0.992,0.354,0.331,0.606,0.782,0.116,0.993,0.202,0.273,0.555,0.785,0.105,1.0,0.19,0.286,0.553
