Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.6,1.1,-0.1,0.867,0.733,1.0,0.842,0.763,0.867,0.759,0.0,1.0,0.0,0.0,0.5,0.759,0.0,1.0,0.0,0.0,0.5
RBF,1,0.01,-1.9,1.2,0.1,0.867,0.833,0.9,0.862,0.736,0.867,0.78,0.484,0.873,0.514,0.374,0.679,0.759,0.368,0.883,0.424,0.282,0.626
RBF,1,0.001,-1.7,1.8,-0.1,0.752,0.638,0.867,0.72,0.519,0.752,0.777,0.474,0.873,0.506,0.365,0.674,0.785,0.474,0.883,0.514,0.38,0.679
RBF,1,0.0001,-1.1,1.0,-0.0,0.621,0.246,0.996,0.392,0.365,0.621,0.805,0.242,0.983,0.372,0.374,0.613,0.797,0.263,0.967,0.385,0.346,0.615
RBF,1,1e-05,-0.1,0.1,0.0,0.615,0.233,0.996,0.376,0.355,0.615,0.797,0.211,0.983,0.33,0.335,0.597,0.797,0.211,0.983,0.333,0.34,0.597
RBF,5,0.1,-0.6,1.1,-0.1,0.875,0.758,0.992,0.855,0.775,0.875,0.762,0.011,1.0,0.02,0.04,0.505,0.759,0.0,1.0,0.0,0.0,0.5
RBF,5,0.01,-2.0,1.4,0.4,0.94,0.912,0.967,0.936,0.884,0.94,0.752,0.074,0.967,0.124,0.082,0.52,0.747,0.053,0.967,0.091,0.043,0.51
RBF,5,0.001,-2.6,2.0,0.4,0.808,0.679,0.938,0.78,0.639,0.808,0.803,0.263,0.973,0.389,0.368,0.618,0.81,0.211,1.0,0.348,0.41,0.605
RBF,5,0.0001,-1.9,2.0,-0.2,0.725,0.575,0.875,0.675,0.472,0.725,0.757,0.474,0.847,0.483,0.326,0.66,0.747,0.421,0.85,0.444,0.282,0.636
RBF,5,1e-05,-0.6,0.6,-0.0,0.615,0.233,0.996,0.376,0.355,0.615,0.797,0.211,0.983,0.33,0.335,0.597,0.797,0.211,0.983,0.333,0.34,0.597
RBF,10,0.1,-0.6,1.1,-0.1,0.875,0.758,0.992,0.855,0.775,0.875,0.762,0.011,1.0,0.02,0.04,0.505,0.759,0.0,1.0,0.0,0.0,0.5
RBF,10,0.01,-2.1,1.4,0.4,0.942,0.921,0.962,0.938,0.888,0.942,0.754,0.074,0.97,0.126,0.094,0.522,0.759,0.053,0.983,0.095,0.098,0.518
RBF,10,0.001,-3.0,2.4,-0.1,0.835,0.858,0.812,0.839,0.675,0.835,0.709,0.421,0.8,0.41,0.217,0.611,0.696,0.368,0.8,0.368,0.168,0.584
RBF,10,0.0001,-2.2,2.3,-0.2,0.765,0.7,0.829,0.748,0.535,0.765,0.737,0.453,0.827,0.452,0.28,0.64,0.722,0.421,0.817,0.421,0.238,0.619
RBF,10,1e-05,-1.1,1.0,-0.0,0.621,0.25,0.992,0.396,0.36,0.621,0.8,0.221,0.983,0.346,0.35,0.602,0.81,0.316,0.967,0.444,0.4,0.641
