Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.5,1.1,-0.1,0.923,0.879,0.967,0.919,0.85,0.923,0.734,0.074,0.943,0.115,0.026,0.509,0.747,0.053,0.967,0.091,0.043,0.51
RBF,1,0.01,-2.3,1.6,0.3,0.79,0.662,0.917,0.758,0.599,0.79,0.716,0.284,0.853,0.323,0.151,0.569,0.709,0.211,0.867,0.258,0.092,0.539
RBF,1,0.001,-1.8,1.6,-0.4,0.727,0.704,0.75,0.72,0.457,0.727,0.668,0.589,0.693,0.46,0.25,0.641,0.646,0.526,0.683,0.417,0.186,0.605
RBF,1,0.0001,-0.7,0.6,-0.3,0.648,0.667,0.629,0.645,0.321,0.648,0.653,0.684,0.643,0.502,0.297,0.664,0.747,0.579,0.8,0.524,0.357,0.689
RBF,1,1e-05,-0.1,0.1,0.0,0.604,0.221,0.988,0.356,0.326,0.604,0.772,0.116,0.98,0.192,0.213,0.548,0.759,0.053,0.983,0.095,0.098,0.518
RBF,5,0.1,-1.5,1.1,-0.1,0.929,0.9,0.958,0.927,0.861,0.929,0.737,0.095,0.94,0.145,0.055,0.517,0.747,0.053,0.967,0.091,0.043,0.51
RBF,5,0.01,-2.8,2.3,0.3,0.883,0.867,0.9,0.881,0.767,0.883,0.681,0.211,0.83,0.241,0.045,0.52,0.658,0.158,0.817,0.182,-0.028,0.487
RBF,5,0.001,-2.9,2.8,-0.2,0.752,0.762,0.742,0.754,0.505,0.752,0.648,0.516,0.69,0.413,0.183,0.603,0.658,0.526,0.7,0.426,0.202,0.613
RBF,5,0.0001,-1.6,2.1,-0.4,0.698,0.633,0.762,0.676,0.401,0.698,0.722,0.632,0.75,0.522,0.344,0.691,0.696,0.579,0.733,0.478,0.281,0.656
RBF,5,1e-05,-0.3,0.3,0.0,0.604,0.221,0.988,0.356,0.326,0.604,0.772,0.116,0.98,0.192,0.213,0.548,0.759,0.053,0.983,0.095,0.098,0.518
RBF,10,0.1,-1.5,1.1,-0.1,0.929,0.9,0.958,0.927,0.861,0.929,0.737,0.095,0.94,0.145,0.055,0.517,0.747,0.053,0.967,0.091,0.043,0.51
RBF,10,0.01,-3.0,2.2,0.2,0.91,0.942,0.879,0.913,0.823,0.91,0.684,0.295,0.807,0.303,0.1,0.551,0.709,0.316,0.833,0.343,0.159,0.575
RBF,10,0.001,-3.5,3.4,0.2,0.756,0.646,0.867,0.726,0.526,0.756,0.696,0.358,0.803,0.361,0.162,0.581,0.696,0.368,0.8,0.368,0.168,0.584
RBF,10,0.0001,-2.0,2.2,-0.3,0.733,0.638,0.829,0.704,0.478,0.733,0.671,0.442,0.743,0.393,0.174,0.593,0.646,0.421,0.717,0.364,0.127,0.569
RBF,10,1e-05,-0.7,0.7,-0.0,0.604,0.221,0.988,0.356,0.326,0.604,0.772,0.116,0.98,0.192,0.213,0.548,0.759,0.053,0.983,0.095,0.098,0.518
