Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.5,1.1,-0.1,0.854,0.708,1.0,0.824,0.743,0.854,0.759,0.0,1.0,0.0,0.0,0.5,0.759,0.0,1.0,0.0,0.0,0.5
RBF,1,0.01,-1.8,1.2,0.1,0.883,0.85,0.917,0.879,0.769,0.883,0.787,0.432,0.9,0.492,0.369,0.666,0.759,0.263,0.917,0.345,0.231,0.59
RBF,1,0.001,-1.8,1.8,-0.2,0.775,0.717,0.833,0.76,0.555,0.775,0.77,0.526,0.847,0.524,0.373,0.686,0.759,0.526,0.833,0.513,0.354,0.68
RBF,1,0.0001,-1.2,1.0,0.1,0.623,0.25,0.996,0.397,0.368,0.623,0.79,0.168,0.987,0.278,0.304,0.578,0.772,0.158,0.967,0.25,0.219,0.562
RBF,1,1e-05,-0.1,0.1,0.0,0.625,0.262,0.987,0.411,0.362,0.625,0.777,0.179,0.967,0.278,0.246,0.573,0.785,0.211,0.967,0.32,0.286,0.589
RBF,5,0.1,-0.5,1.1,-0.1,0.871,0.742,1.0,0.849,0.769,0.871,0.759,0.0,1.0,0.0,0.0,0.5,0.759,0.0,1.0,0.0,0.0,0.5
RBF,5,0.01,-1.9,1.3,0.3,0.935,0.908,0.962,0.932,0.875,0.935,0.739,0.042,0.96,0.068,-0.011,0.501,0.747,0.053,0.967,0.091,0.043,0.51
RBF,5,0.001,-2.6,2.2,0.4,0.812,0.688,0.938,0.785,0.646,0.812,0.823,0.284,0.993,0.429,0.451,0.639,0.823,0.263,1.0,0.417,0.462,0.632
RBF,5,0.0001,-1.9,2.3,-0.4,0.752,0.729,0.775,0.746,0.507,0.752,0.722,0.568,0.77,0.495,0.313,0.669,0.671,0.526,0.717,0.435,0.219,0.621
RBF,5,1e-05,-0.7,0.7,-0.0,0.625,0.262,0.987,0.411,0.362,0.625,0.777,0.179,0.967,0.278,0.246,0.573,0.785,0.211,0.967,0.32,0.286,0.589
RBF,10,0.1,-0.5,1.1,-0.1,0.871,0.742,1.0,0.849,0.769,0.871,0.759,0.0,1.0,0.0,0.0,0.5,0.759,0.0,1.0,0.0,0.0,0.5
RBF,10,0.01,-1.9,1.3,0.3,0.938,0.912,0.962,0.934,0.879,0.938,0.744,0.053,0.963,0.086,0.02,0.508,0.759,0.053,0.983,0.095,0.098,0.518
RBF,10,0.001,-3.0,2.4,-0.1,0.844,0.871,0.817,0.847,0.691,0.844,0.727,0.421,0.823,0.426,0.248,0.622,0.696,0.316,0.817,0.333,0.138,0.566
RBF,10,0.0001,-2.2,2.6,-0.1,0.765,0.679,0.85,0.741,0.539,0.765,0.762,0.411,0.873,0.453,0.307,0.642,0.772,0.421,0.883,0.471,0.332,0.652
RBF,10,1e-05,-1.2,1.1,0.1,0.623,0.25,0.996,0.396,0.368,0.623,0.787,0.168,0.983,0.276,0.293,0.576,0.772,0.158,0.967,0.25,0.219,0.562
