Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.3,1.1,-0.1,0.915,0.846,0.983,0.906,0.84,0.915,0.754,0.053,0.977,0.091,0.063,0.515,0.759,0.053,0.983,0.095,0.098,0.518
RBF,1,0.01,-2.1,1.5,0.0,0.833,0.821,0.846,0.831,0.668,0.833,0.759,0.642,0.797,0.562,0.406,0.719,0.772,0.684,0.8,0.591,0.445,0.742
RBF,1,0.001,-1.8,1.8,-0.4,0.756,0.754,0.758,0.754,0.516,0.756,0.714,0.674,0.727,0.531,0.355,0.7,0.709,0.684,0.717,0.531,0.353,0.7
RBF,1,0.0001,-0.8,0.7,-0.3,0.669,0.617,0.721,0.638,0.348,0.669,0.709,0.611,0.74,0.499,0.317,0.675,0.734,0.526,0.8,0.488,0.311,0.663
RBF,1,1e-05,-0.1,0.1,0.0,0.61,0.246,0.975,0.385,0.322,0.61,0.79,0.221,0.97,0.33,0.316,0.596,0.797,0.263,0.967,0.385,0.346,0.615
RBF,5,0.1,-1.2,1.1,-0.1,0.929,0.883,0.975,0.925,0.864,0.929,0.749,0.053,0.97,0.089,0.045,0.511,0.759,0.053,0.983,0.095,0.098,0.518
RBF,5,0.01,-2.7,1.6,0.3,0.929,0.933,0.925,0.929,0.86,0.929,0.699,0.116,0.883,0.155,-0.001,0.5,0.709,0.053,0.917,0.08,-0.05,0.485
RBF,5,0.001,-2.9,3.0,0.0,0.775,0.704,0.846,0.757,0.557,0.775,0.752,0.495,0.833,0.492,0.328,0.664,0.734,0.421,0.833,0.432,0.259,0.627
RBF,5,0.0001,-1.8,1.9,-0.5,0.735,0.771,0.7,0.743,0.474,0.735,0.709,0.747,0.697,0.553,0.387,0.722,0.747,0.789,0.733,0.6,0.458,0.761
RBF,5,1e-05,-0.4,0.3,-0.0,0.61,0.246,0.975,0.385,0.322,0.61,0.79,0.221,0.97,0.33,0.316,0.596,0.797,0.263,0.967,0.385,0.346,0.615
RBF,10,0.1,-1.2,1.1,-0.1,0.929,0.883,0.975,0.925,0.864,0.929,0.749,0.053,0.97,0.089,0.045,0.511,0.759,0.053,0.983,0.095,0.098,0.518
RBF,10,0.01,-3.0,1.7,0.4,0.938,0.938,0.938,0.937,0.878,0.938,0.706,0.074,0.907,0.108,-0.028,0.49,0.722,0.053,0.933,0.083,-0.025,0.493
RBF,10,0.001,-3.8,3.2,0.1,0.798,0.742,0.854,0.785,0.6,0.798,0.716,0.4,0.817,0.402,0.217,0.608,0.709,0.368,0.817,0.378,0.189,0.593
RBF,10,0.0001,-2.1,2.0,-0.4,0.767,0.783,0.75,0.77,0.537,0.767,0.696,0.642,0.713,0.504,0.315,0.678,0.709,0.632,0.733,0.511,0.326,0.682
RBF,10,1e-05,-0.8,0.7,-0.3,0.66,0.592,0.729,0.624,0.333,0.66,0.711,0.611,0.743,0.502,0.321,0.677,0.734,0.526,0.8,0.488,0.311,0.663
