Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-40.5,18.4,-0.1,0.775,0.708,0.842,0.758,0.558,0.775,0.676,0.4,0.763,0.371,0.156,0.582,0.684,0.421,0.767,0.39,0.179,0.594
poly,1,2,0.1,1,-31.3,11.0,0.3,0.802,0.733,0.871,0.787,0.611,0.802,0.673,0.274,0.8,0.287,0.077,0.537,0.671,0.263,0.8,0.278,0.066,0.532
poly,1,2,0.1,2,-30.1,10.4,0.3,0.804,0.746,0.862,0.791,0.614,0.804,0.684,0.316,0.8,0.321,0.117,0.558,0.671,0.263,0.8,0.278,0.066,0.532
poly,1,2,0.1,3,-30.0,12.3,0.4,0.8,0.721,0.879,0.782,0.609,0.8,0.699,0.316,0.82,0.333,0.141,0.568,0.671,0.263,0.8,0.278,0.066,0.532
poly,1,2,0.1,4,-30.0,14.2,0.4,0.802,0.725,0.879,0.785,0.613,0.802,0.699,0.316,0.82,0.333,0.141,0.568,0.671,0.263,0.8,0.278,0.066,0.532
poly,1,2,0.01,0,-2.6,1.6,-0.8,0.692,0.533,0.85,0.632,0.406,0.692,0.724,0.347,0.843,0.376,0.203,0.595,0.734,0.368,0.85,0.4,0.232,0.609
poly,1,2,0.01,1,-3.2,5.1,0.1,0.756,0.688,0.825,0.738,0.518,0.756,0.689,0.347,0.797,0.349,0.145,0.572,0.696,0.316,0.817,0.333,0.138,0.566
poly,1,2,0.01,2,-3.6,6.1,0.4,0.74,0.583,0.896,0.687,0.506,0.74,0.709,0.326,0.83,0.35,0.166,0.578,0.709,0.316,0.833,0.343,0.159,0.575
poly,1,2,0.01,3,-4.0,6.8,0.1,0.758,0.712,0.804,0.746,0.519,0.758,0.671,0.379,0.763,0.356,0.137,0.571,0.658,0.316,0.767,0.308,0.081,0.541
poly,1,2,0.01,4,-4.3,7.9,0.1,0.754,0.708,0.8,0.742,0.511,0.754,0.663,0.379,0.753,0.351,0.126,0.566,0.684,0.421,0.767,0.39,0.179,0.594
poly,1,2,0.001,0,-0.2,0.0,0.0,0.51,0.025,0.996,0.044,0.04,0.51,0.759,0.0,1.0,0.0,0.0,0.5,0.759,0.0,1.0,0.0,0.0,0.5
poly,1,2,0.001,1,-1.4,1.9,-0.5,0.685,0.883,0.488,0.738,0.405,0.685,0.547,0.653,0.513,0.409,0.143,0.583,0.506,0.632,0.467,0.381,0.085,0.549
poly,1,2,0.001,2,-1.9,2.5,-0.3,0.725,0.792,0.658,0.742,0.457,0.725,0.643,0.484,0.693,0.395,0.159,0.589,0.633,0.474,0.683,0.383,0.14,0.579
poly,1,2,0.001,3,-2.2,3.1,-0.2,0.731,0.733,0.729,0.73,0.465,0.731,0.663,0.432,0.737,0.38,0.156,0.584,0.658,0.368,0.75,0.341,0.113,0.559
poly,1,2,0.001,4,-2.3,3.3,-0.1,0.731,0.688,0.775,0.718,0.465,0.731,0.686,0.379,0.783,0.367,0.159,0.581,0.671,0.368,0.767,0.35,0.131,0.568
poly,1,3,0.1,0,-56.8,27.4,0.0,0.792,0.654,0.929,0.758,0.607,0.792,0.727,0.326,0.853,0.364,0.196,0.59,0.722,0.316,0.85,0.353,0.181,0.583
poly,1,3,0.1,1,-66.4,21.0,0.3,0.831,0.783,0.879,0.82,0.671,0.831,0.694,0.295,0.82,0.315,0.121,0.557,0.696,0.316,0.817,0.333,0.138,0.566
poly,1,3,0.1,2,-74.2,22.8,0.5,0.831,0.762,0.9,0.816,0.674,0.831,0.696,0.284,0.827,0.309,0.12,0.555,0.696,0.316,0.817,0.333,0.138,0.566
poly,1,3,0.1,3,-84.2,24.0,0.5,0.835,0.8,0.871,0.827,0.675,0.835,0.686,0.274,0.817,0.294,0.096,0.545,0.709,0.368,0.817,0.378,0.189,0.593
poly,1,3,0.1,4,-86.4,30.8,0.2,0.835,0.862,0.808,0.84,0.674,0.835,0.643,0.326,0.743,0.301,0.065,0.535,0.646,0.368,0.733,0.333,0.096,0.551
poly,1,3,0.01,0,-1.6,2.4,-0.9,0.654,0.379,0.929,0.511,0.372,0.654,0.754,0.305,0.897,0.372,0.242,0.601,0.747,0.316,0.883,0.375,0.23,0.6
poly,1,3,0.01,1,-4.0,5.2,0.3,0.75,0.625,0.875,0.712,0.519,0.75,0.699,0.284,0.83,0.31,0.122,0.557,0.696,0.263,0.833,0.294,0.105,0.548
poly,1,3,0.01,2,-6.2,6.3,0.3,0.767,0.671,0.862,0.742,0.544,0.767,0.696,0.305,0.82,0.325,0.131,0.563,0.696,0.263,0.833,0.294,0.105,0.548
poly,1,3,0.01,3,-9.7,9.4,0.3,0.769,0.675,0.862,0.745,0.548,0.769,0.709,0.347,0.823,0.363,0.176,0.585,0.696,0.368,0.8,0.368,0.168,0.584
poly,1,3,0.01,4,-10.6,11.5,0.3,0.771,0.688,0.854,0.75,0.551,0.771,0.699,0.368,0.803,0.371,0.173,0.586,0.709,0.368,0.817,0.378,0.189,0.593
poly,1,3,0.001,0,-0.1,0.0,0.0,0.508,0.021,0.996,0.037,0.034,0.508,0.759,0.0,1.0,0.0,0.0,0.5,0.759,0.0,1.0,0.0,0.0,0.5
poly,1,3,0.001,1,-1.8,2.2,-0.3,0.721,0.754,0.688,0.729,0.445,0.721,0.668,0.505,0.72,0.422,0.204,0.613,0.646,0.474,0.7,0.391,0.157,0.587
poly,1,3,0.001,2,-2.7,4.3,-0.1,0.74,0.712,0.767,0.731,0.481,0.74,0.678,0.432,0.757,0.392,0.177,0.594,0.671,0.421,0.75,0.381,0.161,0.586
poly,1,3,0.001,3,-3.3,6.0,0.0,0.742,0.704,0.779,0.73,0.486,0.742,0.653,0.411,0.73,0.361,0.13,0.57,0.658,0.368,0.75,0.341,0.113,0.559
poly,1,3,0.001,4,-3.8,6.9,-0.1,0.744,0.746,0.742,0.743,0.489,0.744,0.618,0.432,0.677,0.351,0.097,0.554,0.62,0.474,0.667,0.375,0.124,0.57
poly,5,2,0.1,0,-98.1,54.1,0.3,0.802,0.754,0.85,0.791,0.61,0.802,0.673,0.337,0.78,0.331,0.116,0.558,0.671,0.368,0.767,0.35,0.131,0.568
poly,5,2,0.1,1,-60.0,21.7,0.4,0.812,0.775,0.85,0.805,0.63,0.812,0.694,0.358,0.8,0.36,0.16,0.579,0.684,0.368,0.783,0.359,0.149,0.576
