Index,position,attribute,projections,classifiers,nodes,RI
8650,59,MMP26,89,0.2764045,0.31235954,0.0073032756
7985,60,LRRC39,87,0.3494253,0.3678161,0.00730302
15964,61,UGT2A2,112,0.32857144,0.33214286,0.007265913
5642,62,GKN1,101,0.28712872,0.3029703,0.0072450424
7583,63,KRTAP4_9,88,0.3159091,0.32272726,0.0071734376
11675,64,PSMC2,95,0.2736842,0.27789474,0.007114795
13652,65,SLC6A9,103,0.26796117,0.2737864,0.007105376
6907,66,IQCF2,106,0.31698114,0.3207547,0.0070790118
4346,67,EIF3CL,105,0.29142857,0.30095237,0.00707051
10057,68,OR4N5,83,0.31325302,0.3325301,0.007000928
16321,69,WDR6,121,0.3553719,0.36694214,0.006975911
5586,70,GH1,99,0.25858587,0.25858587,0.006961496
8746,71,MRFAP1,78,0.30512822,0.31025642,0.0069220904
7543,72,KRTAP16_1,111,0.36576578,0.37477478,0.0067724544
13849,73,SNX15,86,0.26511627,0.26976743,0.0067684883
7825,74,LIMS3,92,0.26956522,0.29130435,0.0067254733
4345,75,EIF3C,111,0.34774774,0.37657657,0.0067108464
1786,76,C4orf51,101,0.26138613,0.2891089,0.0066928733
14194,77,SSX3,87,0.29885057,0.30574712,0.006667513
3763,78,DEFB133,105,0.31809524,0.32,0.0066582793
6965,79,ISOC1,88,0.27727273,0.28636363,0.00658331
10044,80,OR4F6,100,0.29,0.31,0.006545104
2012,81,CASP14,107,0.27289718,0.28411216,0.006475184
8900,82,MTDH,99,0.24242425,0.25252524,0.006400603
3584,83,DAZ2,96,0.30625,0.30833334,0.0063926694
14484,84,SYVN1,116,0.20689656,0.20862068,0.006367021
10173,85,OR6C68,112,0.35535714,0.35714287,0.0063451403
6637,86,IFNA13,111,0.2792793,0.28288287,0.0063343807
17022,87,ZNF597,84,0.25238097,0.2595238,0.0063160276
12726,88,RTN4RL2,113,0.19823009,0.20176992,0.0062807524
542,89,AMFR,91,0.31428573,0.31868133,0.006259199
9768,90,NXNL1,123,0.25203252,0.2699187,0.0061530303
5220,91,FOXD4L6,105,0.2552381,0.2704762,0.0061019417
5569,92,GFRA4,104,0.2596154,0.275,0.006073795
4080,93,DPY30,91,0.22637363,0.23516484,0.006039415
132,94,ACE2,104,0.20769231,0.21538462,0.0059577604
13407,95,SLC22A23,105,0.21904762,0.22095238,0.0059575136
2048,96,CBLN3,105,0.24761905,0.25142857,0.0059189554
14192,97,SSX2B,95,0.2968421,0.30105263,0.0059185857
10005,98,OR2T6,106,0.25283018,0.25849056,0.0058677695
9344,99,NFATC2IP,81,0.23703703,0.23950617,0.005867701
15466,100,TRDMT1,110,0.29636362,0.3109091,0.0058600055
10060,101,OR4S1,79,0.28607595,0.28607595,0.005854437
12216,102,REN,116,0.28103447,0.30172414,0.005745021
11,103,AADACL3,98,0.28367347,0.29183674,0.005690817
4415,104,ELP3,91,0.2879121,0.2989011,0.0056847422
681,105,ANTXR1,114,0.2122807,0.21578947,0.0056715705
1836,106,C9,87,0.1954023,0.1954023,0.0056652497
12218,107,REP15,87,0.21149425,0.21149425,0.0056646657
11851,108,PYROXD1,92,0.2,0.20217392,0.00561188
2898,109,CLRN2,90,0.18444444,0.26,0.005580567
2939,110,CNGA2,81,0.24938272,0.2617284,0.005561336
11254,111,POU5F1,125,0.2784,0.288,0.005529066
4850,112,FAM71D,95,0.25894737,0.2631579,0.005521563
8188,113,MAGEE2,97,0.22680412,0.2371134,0.0055183354
4450,114,ENHO,120,0.255,0.26666668,0.0055000465
3347,115,CTAG1A,108,0.22037037,0.22037037,0.0054899044
10600,116,PDCD7,105,0.29142857,0.30476192,0.0054679895
14556,117,TARM1,92,0.2521739,0.2652174,0.005467388
13289,118,SIRPD,95,0.23578948,0.24631579,0.005452457
3825,119,DHPS,95,0.24842106,0.26736844,0.0054463795
9784,120,OASL,86,0.1767442,0.17906977,0.0054293703
1904,121,CACNG7,102,0.22745098,0.24117647,0.0054175076
11197,122,POLR2K,88,0.22272727,0.24090908,0.005385164
3619,123,DCAF8L1,92,0.25869566,0.2652174,0.0053569176
7347,124,KLC4,98,0.2122449,0.22040816,0.0053474996
14642,125,TBL2,76,0.2,0.20789474,0.0053438763
15372,126,TP53,98,0.27959183,0.28163266,0.0053304383
11789,127,PTPRF,96,0.225,0.25625,0.005321275
11320,128,PPP1CB,83,0.2,0.21204819,0.005291158
8671,129,MOB2,111,0.2054054,0.2054054,0.005265965
1271,130,BANF2,89,0.21573034,0.22696629,0.0052408664
11020,131,PLEC,96,0.23125,0.23125,0.0051834974
5961,132,GRHL2,108,0.22222222,0.24074075,0.0051263142
7837,133,LINGO2,93,0.20645161,0.21290323,0.005073623
5684,134,GLT6D1,109,0.24587156,0.25321102,0.0050367876
13350,135,SLC14A1,108,0.21296297,0.21666667,0.0049976716
1458,136,BPIFB3,100,0.208,0.216,0.004987298
4838,137,FAM47B,86,0.23023255,0.23023255,0.0049871914
9881,138,OR10H2,100,0.232,0.236,0.0049736965
10021,139,OR4C12,94,0.3148936,0.33829787,0.0049669626
12402,140,RNASE9,86,0.20697674,0.24651162,0.0049628
14742,141,TECRL,97,0.24948454,0.24948454,0.004958589
16602,142,ZDHHC11,88,0.24090908,0.2590909,0.0049582017
15524,143,TRIM48,93,0.2516129,0.26236558,0.0049571088
1957,144,CAMSAP3,110,0.24909091,0.25272727,0.004953715
16525,145,ZBTB12,95,0.1936842,0.1936842,0.004948904
9905,146,OR11L1,111,0.23423423,0.24144144,0.004922973
8165,147,MAGEA2B,100,0.298,0.336,0.0049127154
14365,148,SULT1A4,74,0.25135136,0.25135136,0.0049119964
484,149,ALDH9A1,106,0.19245283,0.1981132,0.0048911776
14965,150,TLR9,86,0.20465116,0.2139535,0.0048693633
5105,151,FHL2,93,0.23225807,0.23870967,0.0048605315
2078,152,CCDC105,104,0.23653845,0.24423076,0.0048254053
9507,153,NOL7,89,0.2,0.20674157,0.004810872
11119,154,PNLIP,110,0.19818182,0.21636364,0.0047838693
8824,155,MRPS28,108,0.21666667,0.23148148,0.0047709136
10159,156,OR5T2,99,0.21010101,0.22222222,0.004760578
10669,157,PDX1,105,0.23238096,0.24190477,0.0047512343
10280,158,OTOP1,94,0.21276596,0.2212766,0.004726614
3258,159,CRYGD,102,0.21960784,0.21960784,0.0047024856
11416,160,PRAMEF4,122,0.18688525,0.18688525,0.004682676
14384,161,SUN5,97,0.23917526,0.23917526,0.0046522846
14314,162,STRBP,108,0.19629629,0.20555556,0.0046516783
7559,163,KRTAP20_4,111,0.18378378,0.18378378,0.0046484303
3732,164,DEFA5,105,0.23428571,0.23428571,0.004636844
9964,165,OR2B11,104,0.17884615,0.19423077,0.0046360735
14424,166,SYCP1,91,0.23296703,0.24395604,0.0046201004
13966,167,SPANXN5,102,0.19607843,0.19607843,0.0046069124
5572,168,GGA2,101,0.18613862,0.18613862,0.0045850435
14183,169,SST,104,0.21923077,0.23076923,0.0045761997
9884,170,OR10H5,89,0.22022472,0.22696629,0.004571658
8751,171,MRGPRG,116,0.20517242,0.21206896,0.004570407
5052,172,FEZF2,116,0.21896552,0.22931035,0.004565042
10045,173,OR4K1,107,0.20373832,0.20373832,0.00456222
13648,174,SLC6A5,105,0.23428571,0.25142857,0.0045518046
1873,175,CABP2,106,0.26792452,0.26792452,0.004542902
14139,176,SRPRB,113,0.17699115,0.17876107,0.0045393473
4878,177,FAM90A10P,80,0.245,0.245,0.0045289937
9580,178,NPS,105,0.27809525,0.28,0.00452085
12284,179,RGS12,89,0.19325842,0.19325842,0.004506188
13946,180,SPAG11A,105,0.21904762,0.2247619,0.0044832737
479,181,ALDH4A1,94,0.21276596,0.21489362,0.004473067
7411,182,KLK11,119,0.17478992,0.17983194,0.0044566886
14832,183,TGIF2LY,103,0.23495145,0.2407767,0.004454181
6636,184,IFNA10,98,0.22040816,0.22040816,0.0044530937
8090,185,LY6G6D,108,0.26481482,0.26481482,0.0044375844
10289,186,OTUD3,110,0.22909091,0.24181817,0.004416411
7481,187,KRT28,97,0.20206186,0.20618556,0.004408785
15581,188,TRO,92,0.2347826,0.24782608,0.0043865545
4663,189,EYA4,101,0.19009902,0.2,0.0043819617
6384,190,HOOK2,116,0.19137931,0.19482759,0.004370738
6897,191,IPO8,97,0.17113402,0.17525773,0.004359498
11925,192,RAB40B,106,0.21132076,0.21320754,0.0043527028
3291,193,CSN3,102,0.20980392,0.21568628,0.004307814
12602,194,RPP21,104,0.20961538,0.21730769,0.0043024924
8173,195,MAGEB10,86,0.2,0.2116279,0.0042779455
12065,196,RASSF1,120,0.18833333,0.195,0.004273448
2500,197,CDY2A,89,0.26741573,0.2719101,0.0042543937
7580,198,KRTAP4_6,109,0.18348624,0.19449541,0.00424754
14173,199,SSH1,97,0.1628866,0.16494845,0.00424666
10146,200,OR5K4,102,0.22352941,0.24313726,0.0042390293
13857,201,SNX22,86,0.16046512,0.16511628,0.0042216927
8961,202,MUC20,83,0.16144578,0.16144578,0.0042161173
2506,203,CEACAM18,126,0.18888889,0.2031746,0.0042121992
12157,204,RBPMS2,95,0.1936842,0.21052632,0.0042115403
5776,205,GOLGA6L6,99,0.2,0.21212122,0.0042012855
6461,206,HS3ST1,99,0.1979798,0.2,0.004201243
9872,207,OR10AG1,117,0.24957265,0.26324788,0.0041973116
4610,208,ETV3L,112,0.21071428,0.22142857,0.004182055
12516,209,ROPN1L,104,0.15769231,0.15769231,0.004170628
11577,210,PRR23B,91,0.17582418,0.17582418,0.0041685365
10046,211,OR4K13,91,0.1912088,0.2043956,0.004150957
7560,212,KRTAP21_1,112,0.22321428,0.22321428,0.0041430057
16194,213,VN1R2,91,0.17582418,0.18021978,0.0041236016
10055,214,OR4N2,104,0.19423077,0.19807692,0.004122444
1184,215,ATXN3L,112,0.22678572,0.24107143,0.0041054017
7131,216,KCNF1,109,0.17431192,0.17798164,0.0041051884
10050,217,OR4K2,107,0.18504673,0.19813085,0.004091457
8944,218,MTRNR2L7,100,0.184,0.188,0.004071321
6275,219,HIGD2B,111,0.16036037,0.16036037,0.004071061
2795,220,CLCA4,115,0.1773913,0.18956521,0.0040695933
10080,221,OR51L1,85,0.19058824,0.19529411,0.0040664333
13194,222,SH3BGRL3,104,0.18076923,0.1826923,0.004047078
14283,223,STK3,86,0.20465116,0.21860465,0.0040332945
12215,224,REM2,108,0.19444445,0.19629629,0.004022382
12389,225,RMND5A,113,0.1699115,0.17876107,0.0040222914
11232,226,POSTN,94,0.1893617,0.19361702,0.004022269
4884,227,FAM9A,114,0.18596491,0.2,0.004022118
10074,228,OR51F1,99,0.18383838,0.18787879,0.0040220693
113,229,ACADM,86,0.23255815,0.24418604,0.0040204246
16175,230,VGLL3,104,0.14807692,0.14807692,0.0040125307
11654,231,PSKH2,106,0.19056603,0.1981132,0.004002608
11404,232,PRAMEF1,97,0.185567,0.185567,0.0039931284
4461,233,ENPP1,90,0.17555556,0.18222222,0.0039835377
9260,234,NDUFB3,104,0.17307693,0.17307693,0.0039833128
3213,235,CRHBP,89,0.23146068,0.23595506,0.003978604
6488,236,HSD17B8,107,0.15700935,0.1588785,0.003978102
7690,237,LCE2C,96,0.19791667,0.20208333,0.0039756563
7689,238,LCE2B,106,0.18113208,0.18301886,0.003967629
1941,239,CAMK1G,96,0.16458334,0.17291667,0.0039660763
14621,240,TBC1D3H,78,0.1948718,0.1948718,0.0039646425
7553,241,KRTAP2_1,91,0.21758242,0.21978022,0.0039614225
11603,242,PRSS2,89,0.23146068,0.23595506,0.0039389012
881,243,ARHGEF25,106,0.1981132,0.20754717,0.0039346176
2312,244,CD300LD,97,0.16907217,0.1814433,0.0039331275
7604,245,KRTAP9_8,99,0.15757576,0.15757576,0.0039231437
16688,246,ZIM3,96,0.17083333,0.17916666,0.003922937
14129,247,SRMS,92,0.21304348,0.22391304,0.0039090156
6647,248,IFNA8,79,0.17974684,0.18987341,0.0039022143
7544,249,KRTAP17_1,88,0.18636364,0.19090909,0.0038983198
687,250,ANXA13,99,0.21010101,0.23232323,0.003886497
10192,251,OR7A10,108,0.19444445,0.19814815,0.003883817
9135,252,NANOS2,105,0.22857143,0.23619048,0.003872514
1166,253,ATP8B2,99,0.17575757,0.18383838,0.0038719443
11664,254,PSMB10,87,0.1908046,0.1908046,0.0038681221
11407,255,PRAMEF12,112,0.15892857,0.16785714,0.003862549
3418,256,CUTA,109,0.16697247,0.1706422,0.0038491464
4829,257,FAM25G,108,0.19259259,0.19814815,0.0038383869
12203,258,REG1B,97,0.17731959,0.1814433,0.0038160952
10925,259,PITPNM3,92,0.15652174,0.15652174,0.0038142398
5836,260,GPLD1,103,0.18252428,0.19417475,0.0038083429
12206,261,REG4,98,0.20204082,0.20612244,0.0038047358
4152,262,DUSP21,106,0.18490566,0.19622642,0.0037909206
15989,263,UMOD,95,0.15789473,0.17052631,0.0037816588
10108,264,OR52R1,110,0.16363636,0.17818181,0.0037641542
10145,265,OR5K3,100,0.176,0.178,0.0037527203
12996,266,SEC61A1,101,0.14653465,0.14653465,0.003718729
432,267,AKAP4,97,0.16494845,0.1670103,0.0037069826
9876,268,OR10G4,84,0.20714286,0.20714286,0.0036922037
2307,269,CD2BP2,110,0.15636364,0.16,0.0036540322
3892,270,DLG3,91,0.15604396,0.15604396,0.003651833
10029,271,OR4D10,102,0.16470589,0.17450981,0.0036507754
10004,272,OR2T5,101,0.16237624,0.17029703,0.0036401015
4718,273,FAM110A,102,0.14117648,0.1509804,0.0036298844
16195,274,VN1R4,90,0.16666667,0.1711111,0.003623613
2781,275,CKLF,101,0.18415841,0.18415841,0.003623149
1673,276,C1QTNF3_AMACR,100,0.154,0.18,0.0036104608
5904,277,GPR6,110,0.15818182,0.16545455,0.0035881489
10066,278,OR51A7,95,0.16421053,0.16842106,0.0035821793
11563,279,PRR14,117,0.14700855,0.14871795,0.0035794368
9877,280,OR10G7,88,0.16818182,0.17954545,0.003579428
8449,281,MED7,77,0.16103896,0.16363636,0.0035787916
16824,282,ZNF3,92,0.13478261,0.13913043,0.0035787243
2946,283,CNIH4,86,0.1744186,0.17906977,0.0035785928
2047,284,CBLN2,108,0.20185184,0.20185184,0.0035684805
7699,285,LCE6A,109,0.17247707,0.17247707,0.003560575
10058,286,OR4P4,96,0.12708333,0.12708333,0.0035540315
13178,287,SH2B1,88,0.17727272,0.18409091,0.0035516168
356,288,AGAP6,84,0.16190477,0.17619048,0.0035417196
353,289,AGAP3,109,0.14862385,0.1559633,0.003540567
10000,290,OR2T33,93,0.1655914,0.17204301,0.003535685
5762,291,GNRH2,122,0.16721311,0.16885246,0.0035353054
10025,292,OR4C3,93,0.2172043,0.21935484,0.0035299691
780,293,APOL4,102,0.13725491,0.14313726,0.0035215733
11645,294,PSG3,98,0.19795918,0.20408164,0.003519673
7150,295,KCNJ11,99,0.17575757,0.18181819,0.003503173
6638,296,IFNA14,116,0.18793103,0.19137931,0.003494578
11057,297,PLIN1,90,0.13777778,0.14,0.0034917311
6639,298,IFNA16,95,0.20210527,0.20210527,0.003486622
1553,299,C10orf120,94,0.14042553,0.1468085,0.0034785264
13011,300,SELL,99,0.13939394,0.13939394,0.0034773247
15382,301,TP53TG3,104,0.17115384,0.17307693,0.0034668543
13376,302,SLC17A6,112,0.175,0.21071428,0.003462869
9331,303,NEUROD4,92,0.18043478,0.18913044,0.0034611737
12202,304,REG1A,92,0.18695652,0.19347826,0.0034598387
1438,305,BNIP3L,89,0.1977528,0.20449439,0.0034568943
4062,306,DPM3,91,0.13406594,0.13846155,0.0034489613
10172,307,OR6C65,105,0.15238096,0.15619047,0.0034472942
15409,308,TPPP,94,0.20212767,0.20851064,0.0034439235
10892,309,PIK3R2,98,0.17142858,0.18163265,0.0034433603
14490,310,TAAR8,98,0.15714286,0.15714286,0.003439366
9894,311,OR10V1,116,0.14827587,0.16034482,0.003438474
1741,312,C2CD4C,96,0.19583334,0.2125,0.0034325228
8264,313,MAP4K3,101,0.16039604,0.16831683,0.003429843
4230,314,ECI1,91,0.17802198,0.18021978,0.0034259474
9332,315,NEUROD6,108,0.15925926,0.19444445,0.00341855
10033,316,OR4D6,110,0.17454545,0.17636363,0.0034184249
10049,317,OR4K17,106,0.1509434,0.16415094,0.0034174316
2691,318,CHMP5,89,0.15505618,0.16404495,0.0034101952
5079,319,FGF3,90,0.13777778,0.14,0.0034044085
15719,320,TTC7A,89,0.18202247,0.2,0.0033981109
3256,321,CRYGB,94,0.17234042,0.17446809,0.0033965814
4483,322,EPB41,109,0.1706422,0.17798164,0.0033944456
7557,323,KRTAP20_2,113,0.15929204,0.16283186,0.0033786714
16109,324,UTF1,83,0.14698794,0.15662651,0.0033745929
2113,325,CCDC153,128,0.1359375,0.1453125,0.0033740527
13474,326,SLC26A3,85,0.14823529,0.15529412,0.0033738238
3760,327,DEFB128,101,0.17623763,0.17623763,0.0033670857
2413,328,CDH16,83,0.19518073,0.2,0.003362237
17220,329,ZNRF4,90,0.18444444,0.18666667,0.0033593439
2745,330,CHTF18,108,0.2037037,0.20555556,0.0033590887
11250,331,POU3F4,109,0.15963303,0.16513762,0.0033578214
15120,332,TMEM202,102,0.14117648,0.15294118,0.003351909
12591,333,RPL7,116,0.14310345,0.14310345,0.003347375
8172,334,MAGEB1,93,0.14623655,0.15698925,0.0033458886
7555,335,KRTAP2_4,95,0.19578947,0.19578947,0.0033392396
10912,336,PIP5K1B,107,0.1682243,0.17383178,0.003335511
7465,337,KRT12,101,0.14851485,0.15445544,0.0033249804
346,338,AFM,98,0.14897959,0.15306123,0.0033234437
7312,339,KIF2B,105,0.14857143,0.15619047,0.003319751
3752,340,DEFB118,108,0.14074074,0.14074074,0.0033158623
12718,341,RTL1,89,0.18202247,0.18426967,0.0033129111
12379,342,RIT2,106,0.15660377,0.16415094,0.0033114003
10077,343,OR51G2,98,0.16122448,0.16530612,0.0033062738
6236,344,HES3,99,0.17979798,0.18383838,0.0033016307
3221,345,CRISP1,86,0.1372093,0.14418605,0.0032959941
8451,346,MED9,92,0.14130434,0.14565217,0.003295728
3464,347,CXorf66,88,0.13863637,0.14772727,0.0032933254
13554,348,SLC36A2,97,0.1814433,0.185567,0.0032808364
163,349,ACSBG1,78,0.1948718,0.20512821,0.0032705076
5568,350,GFRA3,102,0.1254902,0.1254902,0.0032674982
14466,351,SYT13,106,0.15471698,0.15471698,0.0032596928
8682,352,MOGAT1,88,0.16363636,0.16818182,0.0032585915
7957,353,LRRC10,106,0.14716981,0.16037735,0.0032584402
12838,354,SARNP,91,0.15824176,0.16043957,0.0032545472
14784,355,TEX28,97,0.17938145,0.17938145,0.0032524064
9913,356,OR13C8,107,0.15700935,0.1588785,0.0032517833
475,357,ALDH3A1,111,0.13873874,0.14234234,0.0032487528
11104,358,PML,96,0.125,0.125,0.0032450526
15920,359,UBTFL1,110,0.18727273,0.20363636,0.003228712
1822,360,C7orf57,83,0.1373494,0.1373494,0.0032286167
10673,361,PDYN,113,0.14513275,0.15044248,0.003222219
5469,362,GAS2L2,129,0.15813954,0.16124031,0.0032207773
10281,363,OTOP2,92,0.17608696,0.18695652,0.003220058
7590,364,KRTAP5_5,107,0.1495327,0.15700935,0.003219942
2045,365,CBLL1,105,0.12761904,0.12952381,0.0032166855
2178,366,CCDC88C,111,0.15135135,0.15855856,0.0032155316
808,367,ARAF,102,0.13529412,0.13725491,0.003210177
6541,368,HTR1A,97,0.15051547,0.15463917,0.0032090107
7686,369,LCE1E,85,0.12705882,0.13411765,0.0032074647
9989,370,OR2M5,104,0.14807692,0.14807692,0.0032010237
9929,371,OR1D5,97,0.14020619,0.14432989,0.003192377
6875,372,INTS10,108,0.16851851,0.17222223,0.0031899498
5638,373,GK2,92,0.14782609,0.15434782,0.0031895186
2604,374,CETN1,86,0.18139535,0.18139535,0.0031888746
933,375,ARL9,102,0.14509805,0.15294118,0.0031857628
11682,376,PSMD10,122,0.14262295,0.14590164,0.003185037
10083,377,OR51S1,98,0.13265306,0.14489795,0.0031754705
9883,378,OR10H4,99,0.17171717,0.17373738,0.003162283
8822,379,MRPS26,93,0.13978495,0.14193548,0.0031614501
3926,380,DMRTB1,79,0.1392405,0.1443038,0.0031604208
16202,381,VPS11,101,0.17623763,0.18217821,0.003159153
675,382,ANO9,107,0.15140186,0.15140186,0.003144217
9925,383,OR1A2,109,0.15045871,0.15779817,0.0031420859
3883,384,DKK4,106,0.18301886,0.18867925,0.0031394039
17149,385,ZNF777,103,0.116504855,0.12815534,0.003135139
10893,386,PIK3R3,104,0.15,0.15961538,0.0031296045
8232,387,MAP1B,112,0.17142858,0.17678571,0.0031294455
3698,388,DDX39B,102,0.11764706,0.11960784,0.003127624
17103,389,ZNF705G,97,0.14845361,0.15463917,0.0031272264
11100,390,PMEPA1,101,0.18415841,0.18811882,0.003118127
2650,391,CHCHD5,90,0.12222222,0.13111112,0.0031122088
3021,392,COL20A1,84,0.17380953,0.1904762,0.003109863
8615,393,MLLT3,111,0.1891892,0.19099098,0.0031091047
1717,394,C1orf94,97,0.16494845,0.1670103,0.0030961528
2814,395,CLDN17,103,0.14757282,0.15145631,0.0030927167
7582,396,KRTAP4_8,100,0.16,0.164,0.0030824603
2848,397,CLEC2L,111,0.16756757,0.17657657,0.0030769394
4267,398,EEPD1,113,0.17345133,0.17876107,0.003072596
7502,399,KRT73,106,0.16792452,0.1773585,0.003066241
9763,400,NXF2,108,0.16666667,0.16851851,0.0030634068
14137,401,SRPK2,92,0.15,0.15434782,0.0030630308
1875,402,CABP5,96,0.14791666,0.15833333,0.003054432
10716,403,PEX14,109,0.1412844,0.14678898,0.003054339
10524,404,PCDHB5,97,0.17113402,0.17731959,0.0030532484
16925,405,ZNF479,106,0.13773584,0.14150943,0.003036489
10182,406,OR6M1,100,0.15,0.184,0.0030348534
3836,407,DHRS7C,106,0.19433962,0.1981132,0.0030343044
6894,408,IPO4,94,0.15319149,0.1574468,0.0030293858
865,409,ARHGAP8,102,0.1509804,0.16470589,0.0030231904
6861,410,INS,105,0.15238096,0.15619047,0.0030183494
4820,411,FAM214B,108,0.17407407,0.17962962,0.003017049
6022,412,GSPT2,113,0.17168142,0.17699115,0.003010929
16590,413,ZCCHC2,98,0.12653062,0.13265306,0.0030101659
1000,414,ASB10,93,0.13978495,0.15053764,0.003009389
7204,415,KCTD10,88,0.1590909,0.16363636,0.0030076106
15664,416,TSPY2,112,0.18035714,0.18214285,0.0030058967
4901,417,FAR2,95,0.15789473,0.1663158,0.0030048708
9949,418,OR1S2,101,0.13861386,0.14653465,0.0030040536
15996,419,UNC13C,96,0.12708333,0.13333334,0.0030034485
1095,420,ATL2,119,0.14285715,0.1462185,0.003001647
9224,421,NDFIP2,102,0.15490197,0.15686275,0.0029977087
8138,422,MAB21L2,116,0.16034482,0.16034482,0.0029892612
11883,423,RAB13,111,0.15675676,0.16576576,0.0029877168
8752,424,MRGPRX1,102,0.1764706,0.1764706,0.002987433
15800,425,TXNDC11,104,0.11923077,0.12692308,0.0029864581
14967,426,TLX2,104,0.13076924,0.13461539,0.0029830383
10118,427,OR5AC2,107,0.12523365,0.13084112,0.0029805545
2228,428,CCND3,96,0.15208334,0.15416667,0.0029781787
12204,429,REG3A,112,0.1375,0.14285715,0.0029768923
15321,430,TNNT2,94,0.17234042,0.18085106,0.002976681
363,431,AGER,98,0.1244898,0.13061224,0.00297656
682,432,ANTXR2,92,0.1521739,0.1521739,0.002974475
6839,433,INHBA,119,0.14117648,0.14453782,0.0029727113
2281,434,CD164L2,101,0.13663366,0.13861386,0.0029685507
9133,435,NANOGNB,74,0.14054054,0.14054054,0.0029661532
13939,436,SPACA1,103,0.14174758,0.14563107,0.0029555196
10185,437,OR6P1,97,0.14845361,0.15257733,0.00295487
5892,438,GPR32,104,0.15,0.16153847,0.0029548479
7568,439,KRTAP26_1,115,0.14434783,0.14434783,0.002953741
672,440,ANO6,99,0.13535354,0.13737373,0.0029517815
10919,441,PITHD1,93,0.14838709,0.15268818,0.0029504558
5464,442,GARNL3,100,0.158,0.176,0.0029463063
8646,443,MMP21,92,0.1326087,0.15,0.0029448587
9034,444,MYLIP,85,0.14823529,0.14823529,0.002944201
10306,445,OXCT2,100,0.16,0.166,0.002939439
