activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.854,0.938,0.771,0.865,0.721,0.854,0.686,0.389,0.78,0.374,0.17,0.585,0.734,0.526,0.8,0.488,0.311,0.663
relu,"(25,)",0.01,0.865,0.929,0.8,0.874,0.736,0.865,0.709,0.316,0.833,0.341,0.157,0.575,0.722,0.316,0.85,0.353,0.181,0.583
relu,"(25,)",0.001,0.865,0.95,0.779,0.875,0.741,0.865,0.711,0.389,0.813,0.389,0.202,0.601,0.734,0.316,0.867,0.364,0.204,0.591
relu,"(25,)",0.0001,0.835,0.912,0.758,0.847,0.681,0.835,0.691,0.4,0.783,0.38,0.177,0.592,0.747,0.368,0.867,0.412,0.256,0.618
relu,"(50,)",0.1,0.875,0.95,0.8,0.884,0.76,0.875,0.699,0.421,0.787,0.398,0.202,0.604,0.81,0.474,0.917,0.545,0.437,0.695
relu,"(50,)",0.01,0.877,0.95,0.804,0.887,0.764,0.877,0.724,0.432,0.817,0.429,0.248,0.624,0.759,0.474,0.85,0.486,0.33,0.662
relu,"(50,)",0.001,0.879,0.962,0.796,0.889,0.77,0.879,0.716,0.474,0.793,0.447,0.259,0.634,0.797,0.526,0.883,0.556,0.426,0.705
relu,"(50,)",0.0001,0.854,0.917,0.792,0.863,0.716,0.854,0.722,0.505,0.79,0.467,0.282,0.648,0.759,0.579,0.817,0.537,0.377,0.698
relu,"(75,)",0.1,0.873,0.946,0.8,0.882,0.755,0.873,0.706,0.474,0.78,0.432,0.243,0.627,0.734,0.421,0.833,0.432,0.259,0.627
relu,"(75,)",0.01,0.89,0.954,0.825,0.897,0.787,0.89,0.742,0.421,0.843,0.44,0.273,0.632,0.759,0.368,0.883,0.424,0.282,0.626
relu,"(75,)",0.001,0.89,0.971,0.808,0.898,0.791,0.89,0.716,0.474,0.793,0.445,0.258,0.634,0.747,0.368,0.867,0.412,0.256,0.618
relu,"(75,)",0.0001,0.869,0.938,0.8,0.877,0.746,0.869,0.709,0.442,0.793,0.423,0.23,0.618,0.722,0.368,0.833,0.389,0.21,0.601
relu,"(100,)",0.1,0.873,0.942,0.804,0.881,0.754,0.873,0.729,0.495,0.803,0.468,0.289,0.649,0.772,0.421,0.883,0.471,0.332,0.652
relu,"(100,)",0.01,0.873,0.95,0.796,0.883,0.756,0.873,0.714,0.337,0.833,0.362,0.18,0.585,0.785,0.368,0.917,0.452,0.339,0.643
relu,"(100,)",0.001,0.873,0.958,0.788,0.883,0.758,0.873,0.704,0.411,0.797,0.4,0.204,0.604,0.759,0.421,0.867,0.457,0.306,0.644
relu,"(100,)",0.0001,0.862,0.938,0.788,0.872,0.735,0.862,0.711,0.411,0.807,0.406,0.216,0.609,0.785,0.421,0.9,0.485,0.359,0.661
relu,"(125,)",0.1,0.865,0.925,0.804,0.872,0.735,0.865,0.727,0.505,0.797,0.47,0.289,0.651,0.734,0.368,0.85,0.4,0.232,0.609
relu,"(125,)",0.01,0.885,0.95,0.821,0.893,0.779,0.885,0.727,0.432,0.82,0.431,0.252,0.626,0.759,0.421,0.867,0.457,0.306,0.644
relu,"(125,)",0.001,0.89,0.962,0.817,0.898,0.79,0.89,0.716,0.442,0.803,0.426,0.239,0.623,0.734,0.368,0.85,0.4,0.232,0.609
relu,"(125,)",0.0001,0.871,0.938,0.804,0.879,0.749,0.871,0.714,0.495,0.783,0.452,0.263,0.639,0.734,0.474,0.817,0.462,0.285,0.645
relu,"(150,)",0.1,0.842,0.938,0.746,0.855,0.697,0.842,0.727,0.505,0.797,0.47,0.29,0.651,0.785,0.474,0.883,0.514,0.38,0.679
