activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.85,0.958,0.742,0.865,0.717,0.85,0.711,0.463,0.79,0.433,0.244,0.627,0.709,0.316,0.833,0.343,0.159,0.575
relu,"(25,)",0.01,0.862,0.967,0.758,0.876,0.741,0.862,0.709,0.421,0.8,0.411,0.219,0.611,0.722,0.474,0.8,0.45,0.265,0.637
relu,"(25,)",0.001,0.856,0.954,0.758,0.869,0.727,0.856,0.666,0.411,0.747,0.372,0.148,0.579,0.709,0.474,0.783,0.439,0.245,0.629
relu,"(25,)",0.0001,0.827,0.912,0.742,0.841,0.666,0.827,0.638,0.4,0.713,0.346,0.104,0.557,0.658,0.368,0.75,0.341,0.113,0.559
relu,"(50,)",0.1,0.852,0.933,0.771,0.863,0.715,0.852,0.724,0.495,0.797,0.463,0.28,0.646,0.785,0.368,0.917,0.452,0.339,0.643
relu,"(50,)",0.01,0.871,0.95,0.792,0.881,0.752,0.871,0.711,0.442,0.797,0.426,0.234,0.619,0.785,0.526,0.867,0.541,0.4,0.696
relu,"(50,)",0.001,0.877,0.967,0.788,0.888,0.768,0.877,0.722,0.442,0.81,0.433,0.249,0.626,0.785,0.526,0.867,0.541,0.4,0.696
relu,"(50,)",0.0001,0.842,0.929,0.754,0.854,0.695,0.842,0.711,0.411,0.807,0.406,0.216,0.609,0.734,0.421,0.833,0.432,0.259,0.627
relu,"(75,)",0.1,0.85,0.95,0.75,0.863,0.715,0.85,0.722,0.495,0.793,0.459,0.275,0.644,0.734,0.421,0.833,0.432,0.259,0.627
relu,"(75,)",0.01,0.875,0.95,0.8,0.884,0.761,0.875,0.724,0.326,0.85,0.36,0.19,0.588,0.759,0.368,0.883,0.424,0.282,0.626
relu,"(75,)",0.001,0.869,0.967,0.771,0.881,0.753,0.869,0.686,0.347,0.793,0.347,0.141,0.57,0.722,0.316,0.85,0.353,0.181,0.583
relu,"(75,)",0.0001,0.867,0.967,0.767,0.879,0.75,0.867,0.678,0.358,0.78,0.347,0.135,0.569,0.722,0.368,0.833,0.389,0.21,0.601
relu,"(100,)",0.1,0.858,0.95,0.767,0.87,0.73,0.858,0.701,0.495,0.767,0.443,0.245,0.631,0.747,0.474,0.833,0.474,0.307,0.654
relu,"(100,)",0.01,0.879,0.967,0.792,0.889,0.771,0.879,0.734,0.421,0.833,0.434,0.262,0.627,0.797,0.526,0.883,0.556,0.426,0.705
relu,"(100,)",0.001,0.879,0.967,0.792,0.889,0.772,0.879,0.724,0.453,0.81,0.441,0.259,0.631,0.759,0.421,0.867,0.457,0.306,0.644
relu,"(100,)",0.0001,0.865,0.942,0.788,0.874,0.739,0.865,0.696,0.389,0.793,0.382,0.181,0.591,0.772,0.421,0.883,0.471,0.332,0.652
relu,"(125,)",0.1,0.852,0.942,0.762,0.864,0.717,0.852,0.722,0.495,0.793,0.461,0.276,0.644,0.785,0.526,0.867,0.541,0.4,0.696
relu,"(125,)",0.01,0.888,0.962,0.812,0.895,0.785,0.888,0.744,0.421,0.847,0.443,0.278,0.634,0.772,0.421,0.883,0.471,0.332,0.652
relu,"(125,)",0.001,0.885,0.967,0.804,0.894,0.783,0.885,0.729,0.432,0.823,0.436,0.258,0.627,0.747,0.474,0.833,0.474,0.307,0.654
relu,"(125,)",0.0001,0.877,0.962,0.792,0.887,0.767,0.877,0.706,0.421,0.797,0.407,0.214,0.609,0.759,0.474,0.85,0.486,0.33,0.662
relu,"(150,)",0.1,0.842,0.95,0.733,0.857,0.701,0.842,0.714,0.558,0.763,0.481,0.295,0.661,0.785,0.474,0.883,0.514,0.38,0.679
relu,"(150,)",0.01,0.875,0.954,0.796,0.884,0.76,0.875,0.734,0.389,0.843,0.413,0.244,0.616,0.797,0.474,0.9,0.529,0.407,0.687
relu,"(150,)",0.001,0.873,0.962,0.783,0.883,0.759,0.873,0.737,0.442,0.83,0.448,0.275,0.636,0.747,0.421,0.85,0.444,0.282,0.636
relu,"(150,)",0.0001,0.881,0.967,0.796,0.891,0.774,0.881,0.732,0.432,0.827,0.436,0.261,0.629,0.747,0.368,0.867,0.412,0.256,0.618
relu,"(175,)",0.1,0.856,0.933,0.779,0.866,0.723,0.856,0.722,0.463,0.803,0.443,0.258,0.633,0.747,0.316,0.883,0.375,0.23,0.6
relu,"(175,)",0.01,0.879,0.962,0.796,0.889,0.769,0.879,0.729,0.421,0.827,0.428,0.251,0.624,0.772,0.421,0.883,0.471,0.332,0.652
relu,"(175,)",0.001,0.875,0.958,0.792,0.885,0.761,0.875,0.701,0.4,0.797,0.391,0.194,0.598,0.759,0.421,0.867,0.457,0.306,0.644
relu,"(175,)",0.0001,0.873,0.958,0.788,0.883,0.757,0.873,0.678,0.4,0.767,0.375,0.16,0.583,0.722,0.368,0.833,0.389,0.21,0.601
relu,"(200,)",0.1,0.838,0.942,0.733,0.854,0.691,0.838,0.719,0.589,0.76,0.503,0.322,0.675,0.785,0.474,0.883,0.514,0.38,0.679
relu,"(200,)",0.01,0.879,0.962,0.796,0.889,0.769,0.879,0.732,0.4,0.837,0.417,0.244,0.618,0.81,0.526,0.9,0.571,0.453,0.713
