activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.79,0.867,0.712,0.806,0.59,0.79,0.676,0.4,0.763,0.374,0.16,0.582,0.759,0.421,0.867,0.457,0.306,0.644
relu,"(25,)",0.01,0.844,0.929,0.758,0.857,0.699,0.844,0.699,0.347,0.81,0.357,0.162,0.579,0.722,0.368,0.833,0.389,0.21,0.601
relu,"(25,)",0.001,0.838,0.925,0.75,0.851,0.686,0.837,0.704,0.358,0.813,0.367,0.174,0.586,0.747,0.474,0.833,0.474,0.307,0.654
relu,"(25,)",0.0001,0.7,0.625,0.775,0.675,0.408,0.7,0.653,0.442,0.72,0.38,0.149,0.581,0.633,0.474,0.683,0.383,0.14,0.579
relu,"(50,)",0.1,0.846,0.921,0.771,0.857,0.7,0.846,0.734,0.379,0.847,0.406,0.239,0.613,0.671,0.474,0.733,0.409,0.19,0.604
relu,"(50,)",0.01,0.862,0.921,0.804,0.87,0.731,0.862,0.711,0.389,0.813,0.394,0.204,0.601,0.722,0.316,0.85,0.353,0.181,0.583
relu,"(50,)",0.001,0.852,0.929,0.775,0.863,0.713,0.852,0.711,0.379,0.817,0.387,0.2,0.598,0.722,0.316,0.85,0.353,0.181,0.583
relu,"(50,)",0.0001,0.704,0.708,0.7,0.706,0.409,0.704,0.597,0.526,0.62,0.386,0.127,0.573,0.608,0.526,0.633,0.392,0.139,0.58
relu,"(75,)",0.1,0.86,0.942,0.779,0.871,0.733,0.86,0.711,0.442,0.797,0.42,0.232,0.619,0.658,0.474,0.717,0.4,0.173,0.595
relu,"(75,)",0.01,0.842,0.925,0.758,0.855,0.694,0.842,0.711,0.337,0.83,0.359,0.176,0.583,0.722,0.316,0.85,0.353,0.181,0.583
relu,"(75,)",0.001,0.844,0.925,0.762,0.855,0.697,0.844,0.739,0.368,0.857,0.405,0.243,0.613,0.759,0.316,0.9,0.387,0.257,0.608
relu,"(75,)",0.0001,0.721,0.725,0.717,0.722,0.443,0.721,0.608,0.505,0.64,0.383,0.127,0.573,0.646,0.474,0.7,0.391,0.157,0.587
relu,"(100,)",0.1,0.835,0.883,0.788,0.842,0.678,0.835,0.719,0.379,0.827,0.393,0.211,0.603,0.747,0.368,0.867,0.412,0.256,0.618
relu,"(100,)",0.01,0.856,0.929,0.783,0.866,0.721,0.856,0.729,0.389,0.837,0.409,0.236,0.613,0.709,0.316,0.833,0.343,0.159,0.575
relu,"(100,)",0.001,0.85,0.912,0.788,0.859,0.706,0.85,0.734,0.389,0.843,0.414,0.244,0.616,0.722,0.368,0.833,0.389,0.21,0.601
relu,"(100,)",0.0001,0.758,0.783,0.733,0.763,0.519,0.758,0.666,0.453,0.733,0.395,0.172,0.593,0.722,0.368,0.833,0.389,0.21,0.601
relu,"(125,)",0.1,0.829,0.917,0.742,0.844,0.673,0.829,0.719,0.411,0.817,0.41,0.23,0.614,0.696,0.474,0.767,0.429,0.226,0.62
relu,"(125,)",0.01,0.862,0.933,0.792,0.872,0.733,0.862,0.714,0.389,0.817,0.395,0.209,0.603,0.734,0.263,0.883,0.323,0.174,0.573
relu,"(125,)",0.001,0.871,0.933,0.808,0.879,0.748,0.871,0.709,0.358,0.82,0.373,0.184,0.589,0.734,0.316,0.867,0.364,0.204,0.591
relu,"(125,)",0.0001,0.808,0.858,0.758,0.817,0.621,0.808,0.671,0.421,0.75,0.382,0.162,0.586,0.696,0.421,0.783,0.4,0.198,0.602
relu,"(150,)",0.1,0.858,0.921,0.796,0.867,0.723,0.858,0.701,0.358,0.81,0.364,0.17,0.584,0.785,0.316,0.933,0.414,0.32,0.625
relu,"(150,)",0.01,0.862,0.929,0.796,0.871,0.733,0.862,0.724,0.358,0.84,0.384,0.21,0.599,0.734,0.316,0.867,0.364,0.204,0.591
relu,"(150,)",0.001,0.856,0.929,0.783,0.867,0.721,0.856,0.732,0.347,0.853,0.383,0.217,0.6,0.785,0.421,0.9,0.485,0.359,0.661
relu,"(150,)",0.0001,0.81,0.862,0.758,0.819,0.626,0.81,0.663,0.442,0.733,0.388,0.164,0.588,0.709,0.368,0.817,0.378,0.189,0.593
relu,"(175,)",0.1,0.854,0.933,0.775,0.866,0.718,0.854,0.694,0.358,0.8,0.357,0.158,0.579,0.722,0.263,0.867,0.312,0.15,0.565
relu,"(175,)",0.01,0.858,0.925,0.792,0.867,0.723,0.858,0.722,0.337,0.843,0.367,0.193,0.59,0.734,0.316,0.867,0.364,0.204,0.591
