Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.2,-0.3,-0.6,0.466,0.947,0.321,0.453,0.258,0.634,0.466,0.947,0.313,0.46,0.257,0.63,0.494,0.947,0.35,0.474,0.284,0.649
RBF,1,0.01,-1.9,1.1,0.1,0.808,0.507,0.9,0.553,0.437,0.703,0.8,0.589,0.867,0.586,0.455,0.728,0.81,0.632,0.867,0.615,0.49,0.749
RBF,1,0.001,-1.5,2.2,0.3,0.834,0.313,0.992,0.464,0.479,0.652,0.81,0.211,1.0,0.348,0.41,0.605,0.81,0.211,1.0,0.348,0.41,0.605
RBF,1,0.0001,-0.3,0.9,0.3,0.786,0.246,0.95,0.351,0.324,0.598,0.792,0.263,0.96,0.363,0.34,0.612,0.772,0.053,1.0,0.1,0.201,0.526
RBF,1,1e-05,0.9,1.0,0.9,0.457,0.834,0.342,0.427,0.168,0.588,0.484,0.789,0.387,0.432,0.174,0.588,0.759,0.0,1.0,0.0,0.0,0.5
RBF,5,0.1,-1.2,-0.3,-0.6,0.466,0.947,0.321,0.453,0.258,0.634,0.466,0.947,0.313,0.46,0.257,0.63,0.494,0.947,0.35,0.474,0.284,0.649
RBF,5,0.01,-2.6,1.2,-0.1,0.815,0.549,0.896,0.58,0.464,0.722,0.759,0.642,0.797,0.562,0.406,0.719,0.797,0.737,0.817,0.636,0.509,0.777
RBF,5,0.001,-2.1,3.3,0.0,0.792,0.477,0.888,0.513,0.389,0.682,0.797,0.537,0.88,0.559,0.429,0.708,0.823,0.579,0.9,0.611,0.498,0.739
RBF,5,0.0001,-1.8,1.7,0.2,0.812,0.232,0.987,0.362,0.382,0.61,0.797,0.2,0.987,0.322,0.344,0.593,0.797,0.211,0.983,0.333,0.34,0.597
RBF,5,1e-05,-1.1,1.0,0.6,0.757,0.213,0.921,0.241,0.16,0.567,0.749,0.253,0.907,0.26,0.177,0.58,0.759,0.0,1.0,0.0,0.0,0.5
RBF,10,0.1,-1.2,-0.3,-0.6,0.466,0.947,0.321,0.453,0.258,0.634,0.466,0.947,0.313,0.46,0.257,0.63,0.494,0.947,0.35,0.474,0.284,0.649
RBF,10,0.01,-2.6,1.1,-0.1,0.815,0.55,0.896,0.578,0.463,0.723,0.772,0.642,0.813,0.576,0.428,0.728,0.785,0.737,0.8,0.622,0.488,0.768
RBF,10,0.001,-2.9,3.4,0.6,0.808,0.3,0.962,0.412,0.366,0.631,0.79,0.221,0.97,0.332,0.304,0.596,0.835,0.368,0.983,0.519,0.498,0.676
RBF,10,0.0001,-2.1,1.9,-0.1,0.808,0.396,0.933,0.49,0.398,0.665,0.795,0.368,0.93,0.462,0.369,0.649,0.797,0.368,0.933,0.467,0.373,0.651
RBF,10,1e-05,-1.2,0.9,0.1,0.707,0.387,0.8,0.287,0.185,0.593,0.716,0.389,0.82,0.294,0.193,0.605,0.772,0.053,1.0,0.1,0.201,0.526
