Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.7,0.4,-0.4,0.652,0.713,0.633,0.49,0.296,0.673,0.668,0.789,0.63,0.534,0.36,0.71,0.658,0.789,0.617,0.526,0.347,0.703
RBF,1,0.01,-2.0,1.7,-0.1,0.77,0.493,0.854,0.495,0.349,0.674,0.714,0.537,0.77,0.473,0.285,0.653,0.709,0.526,0.767,0.465,0.272,0.646
RBF,1,0.001,-1.5,1.7,0.3,0.811,0.232,0.987,0.362,0.38,0.61,0.782,0.095,1.0,0.172,0.269,0.547,0.785,0.105,1.0,0.19,0.286,0.553
RBF,1,0.0001,0.0,1.0,0.5,0.777,0.205,0.95,0.293,0.283,0.577,0.775,0.168,0.967,0.219,0.266,0.568,0.759,0.0,1.0,0.0,0.0,0.5
RBF,1,1e-05,0.9,1.0,0.9,0.233,1.0,0.0,0.378,0.0,0.5,0.241,1.0,0.0,0.388,0.0,0.5,0.759,0.0,1.0,0.0,0.0,0.5
RBF,5,0.1,-1.7,0.2,-0.3,0.763,0.507,0.842,0.495,0.345,0.674,0.699,0.568,0.74,0.476,0.28,0.654,0.684,0.579,0.717,0.468,0.264,0.648
RBF,5,0.01,-2.6,2.3,-0.2,0.741,0.588,0.788,0.508,0.344,0.688,0.701,0.6,0.733,0.492,0.3,0.667,0.684,0.632,0.7,0.49,0.292,0.666
RBF,5,0.001,-2.4,3.0,1.4,0.802,0.151,1.0,0.254,0.335,0.576,0.765,0.021,1.0,0.04,0.08,0.511,0.772,0.053,1.0,0.1,0.201,0.526
RBF,5,0.0001,-1.4,1.3,0.3,0.812,0.206,0.996,0.332,0.387,0.601,0.78,0.084,1.0,0.154,0.252,0.542,0.785,0.105,1.0,0.19,0.286,0.553
RBF,5,1e-05,-1.0,1.0,0.7,0.722,0.267,0.858,0.241,0.157,0.562,0.724,0.242,0.877,0.215,0.16,0.559,0.759,0.0,1.0,0.0,0.0,0.5
RBF,10,0.1,-1.7,0.2,-0.3,0.763,0.507,0.842,0.495,0.345,0.674,0.699,0.568,0.74,0.476,0.28,0.654,0.684,0.579,0.717,0.468,0.264,0.648
RBF,10,0.01,-3.2,2.6,-0.6,0.664,0.727,0.646,0.5,0.317,0.686,0.641,0.8,0.59,0.515,0.335,0.695,0.62,0.842,0.55,0.516,0.336,0.696
RBF,10,0.001,-2.8,4.1,1.0,0.802,0.192,0.987,0.297,0.322,0.59,0.77,0.105,0.98,0.179,0.189,0.543,0.772,0.105,0.983,0.182,0.198,0.544
RBF,10,0.0001,-1.7,1.7,0.3,0.812,0.219,0.992,0.343,0.384,0.605,0.782,0.095,1.0,0.172,0.269,0.547,0.785,0.105,1.0,0.19,0.286,0.553
RBF,10,1e-05,-1.0,1.0,0.4,0.722,0.267,0.858,0.241,0.157,0.562,0.724,0.242,0.877,0.215,0.16,0.559,0.759,0.0,1.0,0.0,0.0,0.5
