Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.7,-0.5,-0.6,0.275,1.0,0.054,0.391,0.103,0.527,0.276,0.989,0.05,0.397,0.09,0.52,0.278,0.947,0.067,0.387,0.025,0.507
RBF,1,0.01,-1.7,0.6,0.3,0.834,0.396,0.967,0.52,0.47,0.681,0.833,0.421,0.963,0.545,0.489,0.692,0.848,0.474,0.967,0.6,0.544,0.72
RBF,1,0.001,-1.5,2.4,0.0,0.827,0.381,0.962,0.503,0.447,0.672,0.841,0.453,0.963,0.576,0.522,0.708,0.848,0.474,0.967,0.6,0.544,0.72
RBF,1,0.0001,-1.1,0.8,-0.0,0.808,0.192,0.996,0.311,0.368,0.594,0.787,0.179,0.98,0.287,0.299,0.579,0.772,0.158,0.967,0.25,0.219,0.562
RBF,1,1e-05,0.8,1.0,0.9,0.802,0.165,0.996,0.268,0.332,0.58,0.79,0.158,0.99,0.266,0.311,0.574,0.759,0.0,1.0,0.0,0.0,0.5
RBF,5,0.1,-0.7,-0.5,-0.6,0.275,1.0,0.054,0.391,0.103,0.527,0.276,0.989,0.05,0.397,0.09,0.52,0.278,0.947,0.067,0.387,0.025,0.507
RBF,5,0.01,-1.7,0.6,-0.1,0.818,0.549,0.9,0.585,0.474,0.724,0.838,0.695,0.883,0.674,0.567,0.789,0.848,0.737,0.883,0.7,0.6,0.81
RBF,5,0.001,-1.9,2.5,0.4,0.821,0.34,0.967,0.453,0.414,0.653,0.843,0.379,0.99,0.532,0.524,0.684,0.848,0.368,1.0,0.538,0.554,0.684
RBF,5,0.0001,-1.6,2.0,0.0,0.811,0.339,0.954,0.447,0.383,0.647,0.8,0.295,0.96,0.414,0.361,0.627,0.797,0.316,0.95,0.429,0.358,0.633
RBF,5,1e-05,-1.1,0.9,0.4,0.789,0.147,0.983,0.208,0.191,0.565,0.777,0.147,0.977,0.211,0.183,0.562,0.759,0.0,1.0,0.0,0.0,0.5
RBF,10,0.1,-0.7,-0.5,-0.6,0.275,1.0,0.054,0.391,0.103,0.527,0.276,0.989,0.05,0.397,0.09,0.52,0.278,0.947,0.067,0.387,0.025,0.507
RBF,10,0.01,-1.7,0.6,-0.1,0.818,0.549,0.9,0.585,0.474,0.724,0.838,0.695,0.883,0.674,0.567,0.789,0.848,0.737,0.883,0.7,0.6,0.81
RBF,10,0.001,-2.5,2.5,0.6,0.821,0.355,0.962,0.468,0.415,0.659,0.818,0.295,0.983,0.436,0.428,0.639,0.797,0.211,0.983,0.333,0.34,0.597
RBF,10,0.0001,-1.9,2.3,0.2,0.815,0.286,0.975,0.412,0.386,0.63,0.808,0.263,0.98,0.391,0.387,0.622,0.797,0.263,0.967,0.385,0.346,0.615
RBF,10,1e-05,-1.2,0.8,-0.0,0.802,0.192,0.987,0.304,0.329,0.59,0.785,0.179,0.977,0.285,0.284,0.578,0.772,0.158,0.967,0.25,0.219,0.562
