Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.9,-0.5,-0.6,0.323,1.0,0.117,0.408,0.173,0.558,0.304,0.947,0.1,0.396,0.071,0.524,0.304,0.947,0.1,0.396,0.071,0.524
RBF,1,0.01,-1.8,0.8,0.3,0.827,0.45,0.942,0.543,0.464,0.696,0.825,0.474,0.937,0.565,0.476,0.705,0.823,0.474,0.933,0.562,0.469,0.704
RBF,1,0.001,-1.5,2.4,-0.1,0.827,0.476,0.933,0.555,0.468,0.705,0.825,0.526,0.92,0.591,0.489,0.723,0.81,0.526,0.9,0.571,0.453,0.713
RBF,1,0.0001,-0.9,0.9,-0.0,0.815,0.246,0.988,0.364,0.39,0.617,0.795,0.274,0.96,0.386,0.345,0.617,0.81,0.263,0.983,0.4,0.398,0.623
RBF,1,1e-05,0.8,1.0,0.9,0.815,0.246,0.988,0.364,0.39,0.617,0.792,0.253,0.963,0.363,0.339,0.608,0.759,0.0,1.0,0.0,0.0,0.5
RBF,5,0.1,-0.9,-0.5,-0.6,0.323,1.0,0.117,0.408,0.173,0.558,0.304,0.947,0.1,0.396,0.071,0.524,0.304,0.947,0.1,0.396,0.071,0.524
RBF,5,0.01,-1.8,0.7,-0.1,0.818,0.549,0.9,0.586,0.474,0.724,0.828,0.684,0.873,0.657,0.544,0.779,0.823,0.684,0.867,0.65,0.533,0.775
RBF,5,0.001,-2.1,2.7,0.1,0.802,0.475,0.9,0.513,0.403,0.688,0.825,0.442,0.947,0.549,0.471,0.694,0.835,0.474,0.95,0.581,0.505,0.712
RBF,5,0.0001,-1.7,1.9,-0.1,0.802,0.381,0.929,0.47,0.372,0.655,0.785,0.389,0.91,0.467,0.35,0.65,0.81,0.421,0.933,0.516,0.422,0.677
RBF,5,1e-05,-1.1,0.9,0.5,0.802,0.16,0.996,0.234,0.253,0.578,0.777,0.168,0.97,0.231,0.199,0.569,0.759,0.0,1.0,0.0,0.0,0.5
RBF,10,0.1,-0.9,-0.5,-0.6,0.323,1.0,0.117,0.408,0.173,0.558,0.304,0.947,0.1,0.396,0.071,0.524,0.304,0.947,0.1,0.396,0.071,0.524
RBF,10,0.01,-1.8,0.7,-0.1,0.815,0.549,0.896,0.583,0.469,0.722,0.828,0.684,0.873,0.657,0.544,0.779,0.823,0.684,0.867,0.65,0.533,0.775
RBF,10,0.001,-2.6,2.6,0.7,0.824,0.327,0.975,0.445,0.417,0.651,0.83,0.326,0.99,0.479,0.479,0.658,0.823,0.263,1.0,0.417,0.462,0.632
RBF,10,0.0001,-2.1,2.3,-0.2,0.786,0.504,0.871,0.516,0.383,0.687,0.754,0.453,0.85,0.468,0.314,0.651,0.759,0.474,0.85,0.486,0.33,0.662
RBF,10,1e-05,-1.2,0.9,-0.0,0.818,0.231,0.996,0.35,0.398,0.614,0.792,0.232,0.97,0.34,0.34,0.601,0.797,0.211,0.983,0.333,0.34,0.597
